text,source,label
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/776992 (,sms,scam
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/724228 👍,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-456272 ?,sms,scam
Sizga yangi transfer keldi 554 000. Qabul qiling https://bit.ly/claim-973367 ?,telegram,scam
Hisobingizdan 610 000 yechildi. Bekor qilish http://uz-confirm.com/600892 ),sms,scam
Yutuq sohibi bo'ldingiz! 511 000 so'm yutdingiz. http://click-safety.uz/816045 ),sms,scam
Hisobingizdan 103 000 yechildi. Bekor qilish http://uz-confirm.com/648833.,telegram,scam
Sizga yangi transfer keldi 516 000. Qabul qiling https://bit.ly/claim-538307...,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/226763 :),telegram,scam
Hisobingizdan 546 000 yechildi. Bekor qilish http://uz-confirm.com/188423!!,telegram,scam
Hisobingizdan 630 000 yechildi. Bekor qilish https://t.me/prize_bot/815046!,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/381560...,telegram,scam
Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-114089 ?,sms,scam
Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/563640!,telegram,scam
Yutuq sohibi bo'ldingiz! 610 000 so'm yutdingiz. http://uz-confirm.com/770389 👍,sms,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-859372 (,telegram,scam
Yutuq sohibi bo'ldingiz! 294 000 so'm yutdingiz. https://t.me/prize_bot/260960 ),telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/430536 :),telegram,scam
Sizga yangi transfer keldi 143 000. Qabul qiling https://bit.ly/claim-252385.,sms,scam
Hisobingizdan 167 000 yechildi. Bekor qilish http://click-safety.uz/165886...,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/448699 OK,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/30265,sms,scam
Hisobingizdan 225 000 yechildi. Bekor qilish https://t.me/prize_bot/742943...,sms,scam
Yutuq sohibi bo'ldingiz! 243 000 so'm yutdingiz. http://uz-confirm.com/973879!,sms,scam
Telegram Premium free! Botga kiring https://bit.ly/claim-532624..,sms,scam
Sizga yangi transfer keldi 143 000. Qabul qiling https://bit.ly/claim-459841..,sms,scam
Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/224431 (,sms,scam
Sizga yangi transfer keldi 272 000. Qabul qiling https://t.me/prize_bot/344097,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-27417!,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/291628 ),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/229348!!,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/634978 OK,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/918353 :),sms,scam
Hisobingizdan 781 000 yechildi. Bekor qilish http://click-safety.uz/397790.,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-852688...,telegram,scam
Sizga yangi transfer keldi 153 000. Qabul qiling http://pay-check.net/945301 ?,telegram,scam
Sizga yangi transfer keldi 280 000. Qabul qiling http://uz-confirm.com/673650 ?,sms,scam
Hisobingizdan 217 000 yechildi. Bekor qilish https://t.me/prize_bot/732671 :),telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/329563 (,sms,scam
Yutuq sohibi bo'ldingiz! 682 000 so'm yutdingiz. https://t.me/prize_bot/836743!,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/738773 OK,telegram,scam
Sizga yangi transfer keldi 339 000. Qabul qiling http://click-safety.uz/127302 OK,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/716556 :),telegram,scam
Telegram Premium free! Botga kiring https://bit.ly/claim-328341 ?,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/545870 OK,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/413317 (,sms,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-680635!,sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/448692 :),sms,scam
Hisobingizdan 547 000 yechildi. Bekor qilish http://uz-confirm.com/156274!!,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/10233,telegram,scam
Hisobingizdan 152 000 yechildi. Bekor qilish https://t.me/prize_bot/783223 -,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-524712.,sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/952949 ?,sms,scam
Yutuq sohibi bo'ldingiz! 630 000 so'm yutdingiz. http://pay-check.net/669657,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-137498.,telegram,scam
Yutuq sohibi bo'ldingiz! 383 000 so'm yutdingiz. https://t.me/prize_bot/996059 👍,telegram,scam
Hisobingizdan 280 000 yechildi. Bekor qilish http://pay-check.net/927148 (,sms,scam
Yutuq sohibi bo'ldingiz! 168 000 so'm yutdingiz. http://pay-check.net/535442!!,telegram,scam
Yutuq sohibi bo'ldingiz! 658 000 so'm yutdingiz. http://pay-check.net/667301!,telegram,scam
Hisobingizdan 733 000 yechildi. Bekor qilish https://t.me/prize_bot/983534!,telegram,scam
Hisobingizdan 273 000 yechildi. Bekor qilish https://bit.ly/claim-20381 👍,telegram,scam
Sizga yangi transfer keldi 511 000. Qabul qiling https://bit.ly/claim-973502 OK,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-600121,telegram,scam
Sizga yangi transfer keldi 428 000. Qabul qiling http://pay-check.net/731966.,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/226316 (,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-464044 :),telegram,scam
Sizga yangi transfer keldi 161 000. Qabul qiling https://bit.ly/claim-32875 OK,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-799729,sms,scam
Yutuq sohibi bo'ldingiz! 94 000 so'm yutdingiz. http://pay-check.net/286251 :),telegram,scam
Sizga yangi transfer keldi 339 000. Qabul qiling http://click-safety.uz/694062 ?,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-711083 OK,sms,scam
Hisobingizdan 417 000 yechildi. Bekor qilish https://bit.ly/claim-976084 (,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-523934...,sms,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-702132...,sms,scam
Sizga yangi transfer keldi 294 000. Qabul qiling http://click-safety.uz/94461...,telegram,scam
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/462998 ),sms,scam
Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/880673..,sms,scam
Yutuq sohibi bo'ldingiz! 152 000 so'm yutdingiz. http://pay-check.net/409722 OK,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/28787 ?,sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/213064 (,telegram,scam
Hisobingizdan 167 000 yechildi. Bekor qilish http://uz-confirm.com/740651 ?,telegram,scam
Sizga yangi transfer keldi 263 000. Qabul qiling http://uz-confirm.com/133676!!,telegram,scam
Telegram Premium free! Botga kiring http://pay-check.net/159338 :),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/130191!!,telegram,scam
Yutuq sohibi bo'ldingiz! 267 000 so'm yutdingiz. https://bit.ly/claim-124931..,telegram,scam
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/392546 :),telegram,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/473139!,telegram,scam
Hisobingizdan 679 000 yechildi. Bekor qilish http://pay-check.net/97395..,telegram,scam
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/205278..,sms,scam
Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/968693 (,telegram,scam
Sizga yangi transfer keldi 619 000. Qabul qiling http://click-safety.uz/620300 -,sms,scam
Telegram Premium free! Botga kiring http://pay-check.net/514230 :),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://t.me/prize_bot/815906 :),sms,scam
Hisobingizdan 514 000 yechildi. Bekor qilish https://t.me/prize_bot/120231 👍,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-168137 :),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://t.me/prize_bot/478030!,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/481996,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/842791...,telegram,scam
Hisobingizdan 168 000 yechildi. Bekor qilish https://bit.ly/claim-912978 -,sms,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/251689!,sms,scam
Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/808766 :),sms,scam
Yutuq sohibi bo'ldingiz! 258 000 so'm yutdingiz. http://pay-check.net/117870 ),sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-583858 ?,telegram,scam
Hisobingizdan 258 000 yechildi. Bekor qilish http://uz-confirm.com/692493..,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/659699 OK,sms,scam
Hisobingizdan 258 000 yechildi. Bekor qilish http://pay-check.net/683114 👍,sms,scam
Sizga yangi transfer keldi 679 000. Qabul qiling https://t.me/prize_bot/311660..,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://click-safety.uz/185153...,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/555121 ),telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/813633 OK,sms,scam
Sizga yangi transfer keldi 243 000. Qabul qiling http://click-safety.uz/474414..,telegram,scam
Yutuq sohibi bo'ldingiz! 816 000 so'm yutdingiz. http://click-safety.uz/716020 ),sms,scam
Telegram Premium free! Botga kiring http://click-safety.uz/307299 OK,sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/431885 ?,sms,scam
Yutuq sohibi bo'ldingiz! 503 000 so'm yutdingiz. https://t.me/prize_bot/712754 -,sms,scam
Hisobingizdan 879 000 yechildi. Bekor qilish https://t.me/prize_bot/292064..,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/89299 ),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/953333 -,sms,scam
Yutuq sohibi bo'ldingiz! 258 000 so'm yutdingiz. http://click-safety.uz/479644.,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/23383..,sms,scam
Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/547095 (,telegram,scam
Yutuq sohibi bo'ldingiz! 733 000 so'm yutdingiz. https://t.me/prize_bot/486925...,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://click-safety.uz/129875!,telegram,scam
Hisobingizdan 168 000 yechildi. Bekor qilish http://uz-confirm.com/745356!!,telegram,scam
Yutuq sohibi bo'ldingiz! 342 000 so'm yutdingiz. http://uz-confirm.com/298743!,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/734184 :),sms,scam
Hisobingizdan 884 000 yechildi. Bekor qilish https://bit.ly/claim-371219 ),telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/673252 ?,sms,scam
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/341915 OK,sms,scam
Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-589884.,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/136785!!,sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/602024 -,telegram,scam
Sizga yangi transfer keldi 802 000. Qabul qiling http://pay-check.net/402029.,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-92176 -,sms,scam
Hisobingizdan 570 000 yechildi. Bekor qilish http://click-safety.uz/761828!!,sms,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-994895...,telegram,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/157652 :),telegram,scam
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/209849 ?,sms,scam
Yutuq sohibi bo'ldingiz! 377 000 so'm yutdingiz. http://click-safety.uz/24277..,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/22223 👍,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/408290 :),sms,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/627236 :),telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/752861 :),sms,scam
Yutuq sohibi bo'ldingiz! 243 000 so'm yutdingiz. http://pay-check.net/186399...,telegram,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/212646 ),sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/79512,sms,scam
Sizga yangi transfer keldi 243 000. Qabul qiling https://bit.ly/claim-990119 -,telegram,scam
Hisobingizdan 457 000 yechildi. Bekor qilish http://click-safety.uz/54711..,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/77237,telegram,scam
Hisobingizdan 84 000 yechildi. Bekor qilish http://click-safety.uz/341845.,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-77134 -,sms,scam
Telegram Premium free! Botga kiring http://pay-check.net/864194 ?,telegram,scam
Yutuq sohibi bo'ldingiz! 263 000 so'm yutdingiz. http://pay-check.net/151593 -,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-406348 ),sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/548687.,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/938664 :),telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-207625 (,sms,scam
Hisobingizdan 459 000 yechildi. Bekor qilish http://click-safety.uz/450418.,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-848364 ?,sms,scam
Yutuq sohibi bo'ldingiz! 386 000 so'm yutdingiz. http://pay-check.net/276915!!,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://pay-check.net/975548 ?,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/20178 👍,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-919971.,telegram,scam
Davlat subsidiyasi uchun ariza qoldiring https://bit.ly/claim-895552 (,telegram,scam
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/397377 ),sms,scam
Hisobingizdan 225 000 yechildi. Bekor qilish https://t.me/prize_bot/859639..,sms,scam
Yutuq sohibi bo'ldingiz! 84 000 so'm yutdingiz. http://uz-confirm.com/929566 (,telegram,scam
Sizga yangi transfer keldi 884 000. Qabul qiling https://bit.ly/claim-307190...,telegram,scam
Sizga yangi transfer keldi 760 000. Qabul qiling http://pay-check.net/190472 -,telegram,scam
Telegram Premium free! Botga kiring http://click-safety.uz/960231 👍,sms,scam
Yutuq sohibi bo'ldingiz! 574 000 so'm yutdingiz. https://t.me/prize_bot/640295..,telegram,scam
Sizga yangi transfer keldi 457 000. Qabul qiling https://bit.ly/claim-730538!!,sms,scam
Hisobingizdan 884 000 yechildi. Bekor qilish https://t.me/prize_bot/517918 ),sms,scam
Telegram Premium free! Botga kiring http://uz-confirm.com/983367!,sms,scam
Telegram Premium free! Botga kiring http://click-safety.uz/441467..,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://pay-check.net/991324 👍,sms,scam
Yutuq sohibi bo'ldingiz! 778 000 so'm yutdingiz. http://uz-confirm.com/80559!!,sms,scam
Hisobingizdan 779 000 yechildi. Bekor qilish http://pay-check.net/565480,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/264442,sms,scam
Hisobingizdan 273 000 yechildi. Bekor qilish http://pay-check.net/528506!,sms,scam
Hisobingizdan 816 000 yechildi. Bekor qilish https://bit.ly/claim-734906 (,telegram,scam
Hisobingizdan 450 000 yechildi. Bekor qilish https://t.me/prize_bot/983937 ?,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-127560 (,sms,scam
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/637069 :),telegram,scam
Telegram Premium free! Botga kiring https://t.me/prize_bot/911420 ),sms,scam
Yutuq sohibi bo'ldingiz! 294 000 so'm yutdingiz. http://pay-check.net/433017 OK,telegram,scam
Sizga yangi transfer keldi 671 000. Qabul qiling http://click-safety.uz/592035...,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://click-safety.uz/4841..,telegram,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/478510 (,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/439201 ),telegram,scam
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/972374!,telegram,scam
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-693766 ?,sms,scam
Yutuq sohibi bo'ldingiz! 273 000 so'm yutdingiz. https://t.me/prize_bot/309794!!,telegram,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/993659..,sms,scam
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://uz-confirm.com/770440 👍,telegram,scam
Sizga yangi transfer keldi 671 000. Qabul qiling https://t.me/prize_bot/450788,sms,scam
Click: To'lov xatosi. Kartani qayta bog'lang https://t.me/prize_bot/151693!!,telegram,scam
Госуслуги: Вам начислена выплата 273 000. https://t.me/prize_bot/13246,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-999619 -,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/703519...,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/12927!!,sms,scam
Инвестиции в газ! Доход от 286 000 в неделю: https://bit.ly/claim-360793,sms,scam
Списание 619 000 прошло успешно. Отменить: https://bit.ly/claim-372458..,telegram,scam
Списание 167 000 прошло успешно. Отменить: https://bit.ly/claim-704647!,telegram,scam
Госуслуги: Вам начислена выплата 816 000. http://click-safety.uz/505387 OK,telegram,scam
Госуслуги: Вам начислена выплата 570 000. https://t.me/prize_bot/202215 (,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/139157 OK,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/230517!!,sms,scam
Инвестиции в газ! Доход от 671 000 в неделю: http://click-safety.uz/103027 ),telegram,scam
Оплата заказа №5017 не прошла. Повторите: https://bit.ly/claim-429985 ),telegram,scam
Оплата заказа №6327 не прошла. Повторите: http://pay-check.net/811179 -,telegram,scam
Оплата заказа №2198 не прошла. Повторите: http://pay-check.net/821391 :),telegram,scam
Вы выиграли 501 000 рублей! Получите приз: https://bit.ly/claim-330713!!,telegram,scam
Инвестиции в газ! Доход от 778 000 в неделю: http://pay-check.net/658733 👍,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/769086 :),telegram,scam
Вы выиграли 862 000 рублей! Получите приз: https://bit.ly/claim-613613...,telegram,scam
Оплата заказа №4909 не прошла. Повторите: http://click-safety.uz/561907 -,sms,scam
Списание 370 000 прошло успешно. Отменить: https://bit.ly/claim-419019 (,telegram,scam
Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/554084!!,sms,scam
Списание 54 000 прошло успешно. Отменить: https://bit.ly/claim-713645 👍,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/166955!!,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-824444 -,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/575092 -,telegram,scam
Инвестиции в газ! Доход от 770 000 в неделю: https://bit.ly/claim-771813 (,sms,scam
Инвестиции в газ! Доход от 733 000 в неделю: http://uz-confirm.com/655361...,telegram,scam
Оплата заказа №7836 не прошла. Повторите: https://bit.ly/claim-13545,telegram,scam
Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/548078 ),sms,scam
Списание 380 000 прошло успешно. Отменить: http://uz-confirm.com/170895,telegram,scam
Вы выиграли 104 000 рублей! Получите приз: http://uz-confirm.com/509608..,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/862473 (,telegram,scam
Госуслуги: Вам начислена выплата 381 000. https://t.me/prize_bot/766152!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/38039 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-145903...,sms,scam
Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/182711 👍,telegram,scam
Вы выиграли 357 000 рублей! Получите приз: https://bit.ly/claim-715287 ?,telegram,scam
Списание 715 000 прошло успешно. Отменить: https://bit.ly/claim-436394 (,sms,scam
Списание 267 000 прошло успешно. Отменить: http://pay-check.net/764325.,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-959474!!,sms,scam
Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/894649 (,telegram,scam
Госуслуги: Вам начислена выплата 546 000. http://click-safety.uz/444620 (,sms,scam
Инвестиции в газ! Доход от 881 000 в неделю: http://uz-confirm.com/401312,sms,scam
Списание 538 000 прошло успешно. Отменить: https://bit.ly/claim-593393 ?,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/847146 ?,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-33946!!,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-541639 (,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/120858 ),telegram,scam
Вы выиграли 688 000 рублей! Получите приз: https://t.me/prize_bot/345979 (,telegram,scam
Оплата заказа №2039 не прошла. Повторите: https://t.me/prize_bot/425566 👍,sms,scam
Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/288355 :),telegram,scam
Госуслуги: Вам начислена выплата 658 000. http://click-safety.uz/462909 ?,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-409912...,telegram,scam
Госуслуги: Вам начислена выплата 665 000. http://uz-confirm.com/194915 👍,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/309920 -,telegram,scam
Инвестиции в газ! Доход от 493 000 в неделю: https://t.me/prize_bot/893282 -,telegram,scam
Вы выиграли 338 000 рублей! Получите приз: http://uz-confirm.com/33492,telegram,scam
Вы выиграли 671 000 рублей! Получите приз: http://click-safety.uz/812307.,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-468163 OK,telegram,scam
Списание 370 000 прошло успешно. Отменить: http://pay-check.net/249103 (,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-413596 👍,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/303927 -,telegram,scam
Оплата заказа №3306 не прошла. Повторите: http://pay-check.net/145053 ),telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/806518 (,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-985684 :),sms,scam
Списание 547 000 прошло успешно. Отменить: http://click-safety.uz/552025 (,sms,scam
Госуслуги: Вам начислена выплата 90 000. https://bit.ly/claim-18596,sms,scam
Списание 733 000 прошло успешно. Отменить: http://click-safety.uz/383040.,sms,scam
Оплата заказа №1788 не прошла. Повторите: https://t.me/prize_bot/29693 ?,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/288397 (,telegram,scam
Инвестиции в газ! Доход от 377 000 в неделю: http://pay-check.net/259213 :),telegram,scam
Госуслуги: Вам начислена выплата 225 000. https://t.me/prize_bot/289736 ),sms,scam
Инвестиции в газ! Доход от 861 000 в неделю: https://bit.ly/claim-544114 :),sms,scam
Вы выиграли 619 000 рублей! Получите приз: https://t.me/prize_bot/562899 ?,telegram,scam
Вы выиграли 610 000 рублей! Получите приз: http://pay-check.net/11314.,telegram,scam
Инвестиции в газ! Доход от 104 000 в неделю: http://pay-check.net/429052 -,sms,scam
Вы выиграли 679 000 рублей! Получите приз: http://pay-check.net/132309 👍,telegram,scam
Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/38066...,sms,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_bot/725!!,telegram,scam
Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/438933.,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/775694.,telegram,scam
Оплата заказа №3280 не прошла. Повторите: https://bit.ly/claim-979103 ?,sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/112853!!,telegram,scam
Оплата заказа №2198 не прошла. Повторите: https://bit.ly/claim-29501.,sms,scam
Списание 377 000 прошло успешно. Отменить: https://bit.ly/claim-697340 (,telegram,scam
Госуслуги: Вам начислена выплата 501 000. https://bit.ly/claim-770238 -,sms,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/218624 ?,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/531643 :),sms,scam
Госуслуги: Вам начислена выплата 380 000. https://t.me/prize_bot/96348,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/661309..,sms,scam
Госуслуги: Вам начислена выплата 273 000. http://click-safety.uz/447889...,telegram,scam
Оплата заказа №9428 не прошла. Повторите: http://pay-check.net/22434!!,sms,scam
Списание 494 000 прошло успешно. Отменить: https://t.me/prize_bot/840004..,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/59078!!,telegram,scam
Списание 289 000 прошло успешно. Отменить: https://bit.ly/claim-792544 ),telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/569483 OK,telegram,scam
Инвестиции в газ! Доход от 377 000 в неделю: http://click-safety.uz/252929..,telegram,scam
Инвестиции в газ! Доход от 444 000 в неделю: https://t.me/prize_bot/353179 ),sms,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://click-safety.uz/774794!!,sms,scam
Госуслуги: Вам начислена выплата 881 000. http://pay-check.net/230378 👍,telegram,scam
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/441016..,telegram,scam
Вы выиграли 273 000 рублей! Получите приз: https://bit.ly/claim-423261 -,telegram,scam
Инвестиции в газ! Доход от 248 000 в неделю: http://uz-confirm.com/523443 👍,telegram,scam
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/546993 (,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-144601...,telegram,scam
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/648110...,telegram,scam
