text,label,category,language,source
"Уважаемый клиент, они заслуживают насилия за то, что они сделали. пришло время джихада t.me/super_vzlom.",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish [havola]!,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Я посещаю исламские занятия, чтобы лучше изучать Коран...",SAFE,EXTREMISM,ru,semantic_context_v1
O'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi... uka,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
We must practice patience and kindness as our religion teaches us...,SAFE,EXTREMISM,en,semantic_context_v1
Пятничная молитва состоится в главной мечети в 13:00 иншалла!!,SAFE,EXTREMISM,ru,semantic_context_v1
"hurmatli mijoz, bugun ochiq mavzular muhokama qilinganidan hayron qoldim !",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Hurmatli mijoz, bugun moliya bozori haqida guruh uchrashuvimiz bor!!",SAFE,GAMBLING,uz,semantic_context_v1
"Уважаемый клиент, братья, время бороться и действовать против неверных пришло! восстаньте! в лс",DANGEROUS,EXTREMISM,ru,semantic_context_v1
muhim: guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi...,SUSPICIOUS,ADULT,uz,semantic_context_v1
Ogohlantirish: bolalarni nomaqbul internet materiallaridan himoya qilish kerak...,SAFE,ADULT,uz,semantic_context_v1
Biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. Yashirin guruhimizga qo'shiling [havola] !,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Muhim: dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak?",SAFE,EXTREMISM,uz,semantic_context_v1
"Yo, we need to schedule the sex education session for the biology class!!",SAFE,ADULT,en,semantic_context_v1
"Qalay, biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak...",SAFE,ADULT,uz,semantic_context_v1
They deserve violence for what they have done. It is time for jihad! ngl,DANGEROUS,EXTREMISM,en,semantic_context_v1
"Qalay, diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda!",SAFE,EXTREMISM,uz,semantic_context_v1
friday prayers will be held at the main mosque at 1:00 pm inshallah...,SAFE,EXTREMISM,en,semantic_context_v1
ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi,SAFE,ADULT,uz,semantic_context_v1
that channel is sharing ideas that oppose our current laws?,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas [havola]?",DANGEROUS,GAMBLING,uz,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas [havola]!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
URGENT: join the hidden vip channel for exclusive 18+ leaked content tonight http://crypto-double.com!!,DANGEROUS,ADULT,en,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas bit.ly/uzb_link! tezroq",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hello, earn money and become rich immediately with our crypto trading bot http://scam.uz!!",DANGEROUS,GAMBLING,en,semantic_context_v1
"Уважаемый клиент, этот канал делится идеями, которые противоречат нашим текущим законам!!",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"ВНИМАНИЕ: кто-то сказал мне, что есть лазейка, чтобы быстро заработать деньги!",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
Мой врач прописал лекарство для решения проблемы репродуктивного здоровья !,SAFE,ADULT,ru,semantic_context_v1
Bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing http://kripto-foyda.uz...,DANGEROUS,ADULT,uz,semantic_context_v1
"Muhim: bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://scam.uz!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hey mate, i've been lucky lately with these new games, want to see !  dm me",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Они обсуждают эскорт-услуги в главном чате.,SUSPICIOUS,ADULT,ru,semantic_context_v1
Bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq VIP guruhiga qo'shiling http://scam.uz... yozvor,DANGEROUS,ADULT,uz,semantic_context_v1
O'yin xatosi topildi! Har safar yutish uchun ushbu strategiyani qo'llang http://scam.uz,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak !  uka",SAFE,EXTREMISM,uz,semantic_context_v1
"Claim your $1000 casino bonus now, this is not a scam t.me/fake_channel!!",DANGEROUS,GAMBLING,en,semantic_context_v1
"Hi, have you read the news about the new state casino regulations...",SAFE,GAMBLING,en,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi... dm,SAFE,ADULT,uz,semantic_context_v1
"Hurmatli mijoz, diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda!!",SAFE,EXTREMISM,uz,semantic_context_v1
"Salom, qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman!",SAFE,EXTREMISM,uz,semantic_context_v1
"assalomu alaykum, bugun ochiq mavzular muhokama qilinganidan hayron qoldim.",SUSPICIOUS,ADULT,uz,semantic_context_v1
Ular qilgan ishlari uchun o'limga mahkumdir. Jihod vaqti keldi!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
DIQQAT: bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring t.me/yopiq_guruh,DANGEROUS,ADULT,uz,semantic_context_v1
Нам нужно запланировать занятие по половому воспитанию для класса биологии.,SAFE,ADULT,ru,semantic_context_v1
Ogohlantirish: bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi... yozvor,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Здравствуйте, пусть аллах дарует мир и благословение вам и вашей семье !",SAFE,EXTREMISM,ru,semantic_context_v1
This documentary discusses adult themes and historical context... ASAP,SAFE,ADULT,en,semantic_context_v1
DIQQAT: ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://scam.uz",DANGEROUS,GAMBLING,uz,semantic_context_v1
"DIQQAT: birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! qo'zg'alish kerak http://kripto-foyda.uz",DANGEROUS,EXTREMISM,uz,semantic_context_v1
Notice: i was surprised by the explicit topics they discussed today.,SUSPICIOUS,ADULT,en,semantic_context_v1
"Assalomu alaykum, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi!",SAFE,ADULT,uz,semantic_context_v1
earn money and become rich immediately with our crypto trading bot t.me/fake_channel...,DANGEROUS,GAMBLING,en,semantic_context_v1
Muhim: ba'zilar jamiyatni tozalash uchun qattiq choralar ko'rish zarur deb biladi...,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Shu yangi o'yinlarda omadim keldi, sen ham ko'rasanmi !  dm",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Этот канал делится идеями, которые противоречат нашим текущим законам!",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"Hurmatli mijoz, o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi?",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Смотри слитое видео сейчас, пока его не удалили http://scam.ru? в лс",DANGEROUS,ADULT,ru,semantic_context_v1
"Claim your $1000 casino bonus now, this is not a scam http://scam.uz...",DANGEROUS,GAMBLING,en,semantic_context_v1
"Birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! Qo'zg'alish kerak?",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Salom, biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak!",SAFE,ADULT,uz,semantic_context_v1
"Привет, видео для взрослых без цензуры и бесплатные голые фото t.me/super_vzlom!!",DANGEROUS,ADULT,ru,semantic_context_v1
Nima uchun bu shaxsiy rasm bu yerda tarqalmoqda brat,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Qalay, shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi!",SAFE,ADULT,uz,semantic_context_v1
"Qalay, bugun moliya bozori haqida guruh uchrashuvimiz bor. dm",SAFE,GAMBLING,uz,semantic_context_v1
Notice: may god grant peace and blessings to you and your family!,SAFE,EXTREMISM,en,semantic_context_v1
Мой врач прописал лекарство для решения проблемы репродуктивного здоровья,SAFE,ADULT,ru,semantic_context_v1
"Здравствуйте, видео для взрослых без цензуры и бесплатные голые фото t.me/super_vzlom",DANGEROUS,ADULT,ru,semantic_context_v1
"Они заслуживают насилия за то, что они сделали. Пришло время джихада !  в лс",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Betting glitch found! Use this strategy to win every time t.me/fake_channel !  ngl,DANGEROUS,GAMBLING,en,semantic_context_v1
"Hello, i am attending islamic classes to study the quran better !",SAFE,EXTREMISM,en,semantic_context_v1
URGENT: the study explores human sexuality from a sociological perspective. ngl,SAFE,ADULT,en,semantic_context_v1
I think the group is becoming too radical with their beliefs...,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Are you interested in a new group for making extra cash! asap!,SUSPICIOUS,GAMBLING,en,semantic_context_v1
Muhim: ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda!!,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Я был удивлен откровенными темами, которые они обсуждали сегодня",SUSPICIOUS,ADULT,ru,semantic_context_v1
I found a new platform for fast trades,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"Dear user, earn money and become rich immediately with our crypto trading bot http://crypto-double.com.",DANGEROUS,GAMBLING,en,semantic_context_v1
"Смотри слитое видео сейчас, пока его не удалили t.me/super_vzlom! в лс",DANGEROUS,ADULT,ru,semantic_context_v1
"Hi, i need to discuss the stock market group meeting today",SAFE,GAMBLING,en,semantic_context_v1
Срочно: зарабатывайте деньги и станьте богатым мгновенно с нашим крипто-ботом [ссылка] !,DANGEROUS,GAMBLING,ru,semantic_context_v1
"Dear user, we had a small group wager on the chess tournament but it was just for fun.",SAFE,GAMBLING,en,semantic_context_v1
I think the group is becoming too radical with their beliefs asap!,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
ВНИМАНИЕ: вы читали новости о новых правилах казино,SAFE,GAMBLING,ru,semantic_context_v1
мой врач прописал лекарство для решения проблемы репродуктивного здоровья?,SAFE,ADULT,ru,semantic_context_v1
"забери свой бонус казино на 1000 долларов сейчас, это не скам [ссылка]...",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Assalomu alaykum, senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar t.me/yopiq_guruh !  brat",DANGEROUS,ADULT,uz,semantic_context_v1
"Assalomu alaykum, juma namozi inshaalloh soat 13:00 da markaziy masjidda o'qiladi!! yozvor",SAFE,EXTREMISM,uz,semantic_context_v1
URGENT: have you read the new interpretation posted by that controversial scholar!,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring [havola] !,DANGEROUS,ADULT,uz,semantic_context_v1
"Dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak !",SAFE,EXTREMISM,uz,semantic_context_v1
[alert] children should be protected from inappropriate internet material? asap!,SAFE,ADULT,en,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring t.me/yopiq_guruh !,DANGEROUS,ADULT,uz,semantic_context_v1
Ogohlantirish: aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi?,SAFE,GAMBLING,uz,semantic_context_v1
"Brothers, the time to fight and take action against the infidels is now! Rise up. plz",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Ты видел контент для взрослых, который они прислали в группу!",SUSPICIOUS,ADULT,ru,semantic_context_v1
Kimdir kecha 18+ kontent uchun g'alati havola ulashdi!! brat,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Hurmatli mijoz, bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: [havola]!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
Muhim: o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang http://kripto-foyda.uz...,DANGEROUS,GAMBLING,uz,semantic_context_v1
Ogohlantirish: biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak!! tezroq,SAFE,ADULT,uz,semantic_context_v1
"вы читали новую интерпретацию, опубликованную тем скандальным ученым",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
[ALERT] someone shared a weird link for 18+ content yesterday !,SUSPICIOUS,ADULT,en,semantic_context_v1
"Muhim: 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://scam.uz?",DANGEROUS,GAMBLING,uz,semantic_context_v1
O'yin xatosi topildi! Har safar yutish uchun ushbu strategiyani qo'llang [havola]!!,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hello, that channel is sharing ideas that oppose our current laws",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Yo, learn how to build homemade explosives to defend our faith from the enemies!!",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Yo, i am attending islamic classes to study the quran better... dm me",SAFE,EXTREMISM,en,semantic_context_v1
Ba'zilar jamiyatni tozalash uchun qattiq choralar ko'rish zarur deb biladi! yozvor,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Notice: have you read the news about the new state casino regulations...,SAFE,GAMBLING,en,semantic_context_v1
"Hey mate, claim your $1000 casino bonus now, this is not a scam t.me/fake_channel !",DANGEROUS,GAMBLING,en,semantic_context_v1
"Dear user, they deserve violence for what they have done. it is time for jihad.",DANGEROUS,EXTREMISM,en,semantic_context_v1
Ular qilgan ishlari uchun o'limga mahkumdir. Jihod vaqti keldi bit.ly/uzb_link,DANGEROUS,EXTREMISM,uz,semantic_context_v1
DIQQAT: biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. yashirin guruhimizga qo'shiling [havola],DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Dear user, my doctor prescribed medication for a reproductive health issue? asap!",SAFE,ADULT,en,semantic_context_v1
have you read the new interpretation posted by that controversial scholar,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Некоторые считают, что для очищения общества необходимы жесткие меры!!",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
"Salom, bugun ochiq mavzular muhokama qilinganidan hayron qoldim!!",SUSPICIOUS,ADULT,uz,semantic_context_v1
Bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq VIP guruhiga qo'shiling http://kripto-foyda.uz?,DANGEROUS,ADULT,uz,semantic_context_v1
"Срочно: некоторые считают, что для очищения общества необходимы жесткие меры...",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi. tezroq,SAFE,ADULT,uz,semantic_context_v1
I am attending Islamic classes to study the Quran better asap!,SAFE,EXTREMISM,en,semantic_context_v1
срочно: мой врач прописал лекарство для решения проблемы репродуктивного здоровья !,SAFE,ADULT,ru,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://kripto-foyda.uz?",DANGEROUS,GAMBLING,uz,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi! uka,SAFE,ADULT,uz,semantic_context_v1
We are recruiting soldiers for the holy war. Join our secret channel bit.ly/123!!,DANGEROUS,EXTREMISM,en,semantic_context_v1
Ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi? tezroq,SAFE,ADULT,uz,semantic_context_v1
"Hello, we had a small group wager on the chess tournament but it was just for fun.",SAFE,GAMBLING,en,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish t.me/yopiq_guruh!,DANGEROUS,GAMBLING,uz,semantic_context_v1
Bugun masjid yaqinida o'sha g'alati kitobchalarni kim tarqatdi!!,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
ВНИМАНИЕ: детей следует оградить от неприемлемых материалов в интернете!!,SAFE,ADULT,ru,semantic_context_v1
"Assalomu alaykum, qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi!",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Muhim: mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Почему это приватное фото распространяется здесь. бро,SUSPICIOUS,ADULT,ru,semantic_context_v1
"Присоединяйтесь к скрытому VIP-каналу, чтобы получить эксклюзивный слитый контент 18+ сегодня ночью t.me/super_vzlom !",DANGEROUS,ADULT,ru,semantic_context_v1
"Hello, have you read the news about the new state casino regulations !  dm me",SAFE,GAMBLING,en,semantic_context_v1
Bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq VIP guruhiga qo'shiling http://scam.uz...,DANGEROUS,ADULT,uz,semantic_context_v1
"уважаемый клиент, поддержите революцию, отправив анонимные пожертвования на этот кошелек http://scam.ru.",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Гарантированная выплата 100 процентов сегодня! Вложи 50 долларов, получи 500 за 2 часа t.me/super_vzlom!",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Claim your $1000 casino bonus now, this is not a scam t.me/fake_channel?",DANGEROUS,GAMBLING,en,semantic_context_v1
O'yin xatosi topildi! Har safar yutish uchun ushbu strategiyani qo'llang http://kripto-foyda.uz...,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Dear user, i need to discuss the stock market group meeting today.",SAFE,GAMBLING,en,semantic_context_v1
"Уважаемый клиент, гарантированная выплата 100 процентов сегодня! вложи 50 долларов, получи 500 за 2 часа t.me/super_vzlom!!",DANGEROUS,GAMBLING,ru,semantic_context_v1
"Mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda!! brat",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Ogohlantirish: ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi!,SAFE,ADULT,uz,semantic_context_v1
Ogohlantirish: keyingi o'yinga 100% kafolatlangan yutuq. vip signallarni bu yerdan sotib oling: t.me/yopiq_guruh? uka,DANGEROUS,GAMBLING,uz,semantic_context_v1
Have you read the news about the new state casino regulations!,SAFE,GAMBLING,en,semantic_context_v1
"Hey mate, the study explores human sexuality from a sociological perspective?",SAFE,ADULT,en,semantic_context_v1
"Salom, ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi brat",SAFE,ADULT,uz,semantic_context_v1
"Hurmatli mijoz, qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman",SAFE,EXTREMISM,uz,semantic_context_v1
"братья, время бороться и действовать против неверных пришло! восстаньте!!",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Привет, вам интересна новая группа для дополнительного заработка...",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
"Yo, we must practice patience and kindness as our religion teaches us...",SAFE,EXTREMISM,en,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: [havola]...",DANGEROUS,GAMBLING,uz,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish [havola]?,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Qalay, qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
DIQQAT: dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing t.me/yopiq_guruh !,DANGEROUS,EXTREMISM,uz,semantic_context_v1
ВНИМАНИЕ: мой врач прописал лекарство для решения проблемы репродуктивного здоровья.,SAFE,ADULT,ru,semantic_context_v1
100% guaranteed profit on the next match. Buy VIP signals here http://scam.uz... ngl,DANGEROUS,GAMBLING,en,semantic_context_v1
Aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi?,SAFE,GAMBLING,uz,semantic_context_v1
"Salom, ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi",SAFE,ADULT,uz,semantic_context_v1
"Yo, that channel is sharing ideas that oppose our current laws!!",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Hey mate, i need to discuss the stock market group meeting today.",SAFE,GAMBLING,en,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://scam.uz?,DANGEROUS,ADULT,uz,semantic_context_v1
Mahalliy futbol jamoasi kechagi o'yinda yutib chiqdi iltimos,SAFE,GAMBLING,uz,semantic_context_v1
"Dear user, they deserve violence for what they have done. it is time for jihad t.me/fake_channel! asap!",DANGEROUS,EXTREMISM,en,semantic_context_v1
"Assalomu alaykum, diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda !",SAFE,EXTREMISM,uz,semantic_context_v1
Ular qilgan ishlari uchun o'limga mahkumdir. Jihod vaqti keldi?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Ogohlantirish: aksiya bozorida sarmoya kiritish uzoq muddatli foyda keltiradi!!,SAFE,GAMBLING,uz,semantic_context_v1
The religious group is organizing a charity event for orphans !,SAFE,EXTREMISM,en,semantic_context_v1
I am attending Islamic classes to study the Quran better?,SAFE,EXTREMISM,en,semantic_context_v1
Have you read the new interpretation posted by that controversial scholar.,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
Muhim: ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi http://scam.uz. yozvor,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"hello, i think the group is becoming too radical with their beliefs?",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
They are talking about escort services in the main chat asap!,SUSPICIOUS,ADULT,en,semantic_context_v1
We had a small group wager on the chess tournament but it was just for fun. ASAP,SAFE,GAMBLING,en,semantic_context_v1
This documentary discusses adult themes and historical context asap!,SAFE,ADULT,en,semantic_context_v1
ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi t.me/yopiq_guruh,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Видео для взрослых без цензуры и бесплатные голые фото bit.ly/rus_skam?,DANGEROUS,ADULT,ru,semantic_context_v1
"Здарова, почему это приватное фото распространяется здесь?",SUSPICIOUS,ADULT,ru,semantic_context_v1
"Brothers, the time to fight and take action against the infidels is now! Rise up bit.ly/123.",DANGEROUS,EXTREMISM,en,semantic_context_v1
Ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi !  iltimos,SAFE,ADULT,uz,semantic_context_v1
Why is this private photo circulating here?,SUSPICIOUS,ADULT,en,semantic_context_v1
bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi...,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Hurmatli mijoz, biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak!!",SAFE,ADULT,uz,semantic_context_v1
Juma namozi InshaAlloh soat 13:00 da markaziy masjidda o'qiladi!! dm,SAFE,EXTREMISM,uz,semantic_context_v1
Keyingi o'yinga 100% kafolatlangan yutuq. VIP signallarni bu yerdan sotib oling: http://kripto-foyda.uz.,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Здарова, пусть аллах дарует мир и благословение вам и вашей семье!",SAFE,EXTREMISM,ru,semantic_context_v1
inqilobni qo'llab-quvvatlash uchun ushbu hamyonga pul yuboring http://kripto-foyda.uz?,DANGEROUS,EXTREMISM,uz,semantic_context_v1
We had a small group wager on the chess tournament but it was just for fun,SAFE,GAMBLING,en,semantic_context_v1
"Qalay, dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak.",SAFE,EXTREMISM,uz,semantic_context_v1
URGENT - someone told me there's a loophole to earn money fast !,SUSPICIOUS,GAMBLING,en,semantic_context_v1
Muhim: kimdir kecha 18+ kontent uchun g'alati havola ulashdi? iltimos,SUSPICIOUS,ADULT,uz,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi! iltimos,SAFE,ADULT,uz,semantic_context_v1
o'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring bit.ly/uzb_link...,DANGEROUS,ADULT,uz,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://kripto-foyda.uz?",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Assalomu alaykum, tezkor savdolar uchun yangi platforma topdim.",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Ba'zilar jamiyatni tozalash uchun qattiq choralar ko'rish zarur deb biladi! iltimos,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Hello, did you see that post about doubling crypto in a week...",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Qo'shimcha pul ishlash guruhiga qo'shilishni xohlaysizmi!,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Watch the leaked private tape now before it gets deleted http://scam.uz! asap!,DANGEROUS,ADULT,en,semantic_context_v1
"Я был удивлен откровенными темами, которые они обсуждали сегодня...",SUSPICIOUS,ADULT,ru,semantic_context_v1
"здравствуйте, вы читали новую интерпретацию, опубликованную тем скандальным ученым !",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
Ogohlantirish: ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Qalay, bugun ochiq mavzular muhokama qilinganidan hayron qoldim.",SUSPICIOUS,ADULT,uz,semantic_context_v1
Bugun ochiq mavzular muhokama qilinganidan hayron qoldim? brat,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Salom, bugun ochiq mavzular muhokama qilinganidan hayron qoldim !",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Привет, скачивайте полные порно видео без регистрации, нажмите здесь [ссылка]!!",DANGEROUS,ADULT,ru,semantic_context_v1
Bir haftada kriptoni ikki baravar ko'paytirish haqidagi postni ko'rdingizmi... brat,SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Assalomu alaykum, bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing [havola]! dm",DANGEROUS,ADULT,uz,semantic_context_v1
The study explores human sexuality from a sociological perspective?,SAFE,ADULT,en,semantic_context_v1
"Assalomu alaykum, dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing t.me/yopiq_guruh !",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Assalomu alaykum, tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi?",SAFE,ADULT,uz,semantic_context_v1
O'chirilmasidan oldin sizdirilgan xususiy videoni hoziroq ko'ring http://scam.uz.,DANGEROUS,ADULT,uz,semantic_context_v1
O'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi? tezroq,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
URGENT: betting glitch found! use this strategy to win every time bit.ly/123.,DANGEROUS,GAMBLING,en,semantic_context_v1
ВНИМАНИЕ: они обсуждают эскорт-услуги в главном чате срочно,SUSPICIOUS,ADULT,ru,semantic_context_v1
Ogohlantirish: bugun tunda maxsus 18+ sizdirilgan videolarni ko'rish uchun yopiq vip guruhiga qo'shiling http://kripto-foyda.uz.,DANGEROUS,ADULT,uz,semantic_context_v1
