text,language,source_dataset,original_label,normalized_text
We still on for tonight?,en,sms_spam_collection.txt,ham,we still on for tonight?
May i call You later Pls,en,sms_spam_collection.txt,ham,may i call you later pls
Hasn't that been the pattern recently crap weekends?,en,sms_spam_collection.txt,ham,hasn't that been the pattern recently crap weekends?
I have a sore throat. It's scratches when I talk,en,sms_spam_collection.txt,ham,i have a sore throat. it's scratches when i talk
Yes da. Any plm at ur office,en,sms_spam_collection.txt,ham,yes da. any plm at ur office
Are you not around or just still asleep? :V,en,sms_spam_collection.txt,ham,are you not around or just still asleep? :v
"Lol you forgot it eh ? Yes, I'll bring it in babe",en,sms_spam_collection.txt,ham,"lol you forgot it eh ? yes, i'll bring it in babe"
"Its good, we'll find a way",en,sms_spam_collection.txt,ham,"its good, we'll find a way"
Can not use foreign stamps in this country. Good lecture .,en,sms_spam_collection.txt,ham,can not use foreign stamps in this country. good lecture .
Yup bathe liao...,en,sms_spam_collection.txt,ham,yup bathe liao...
HAPPY NEW YEAR MY NO.1 MAN,en,sms_spam_collection.txt,ham,happy new year my no.1 man
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",en,sms_spam_collection.txt,ham,"oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",en,sms_spam_collection.txt,ham,"hello baby, did you get back to your mom's ? are you setting up the computer now ? filling your belly ? how goes it loverboy ? i miss you already ... *sighs*"
"No my blankets are sufficient, thx",en,sms_spam_collection.txt,ham,"no my blankets are sufficient, thx"
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",en,sms_spam_collection.txt,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) gud nyt"
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",en,sms_spam_collection.txt,ham,"edison has rightly said, ""a fool can ask more questions than a wise man can answer"" now you know why all of us are speechless during viva.. gm,gn,ge,gnt:-)"
They just talking thats it de. They wont any other.,en,sms_spam_collection.txt,ham,they just talking thats it de. they wont any other.
Today am going to college so am not able to atten the class.,en,sms_spam_collection.txt,ham,today am going to college so am not able to atten the class.
I'm in class. Will holla later,en,sms_spam_collection.txt,ham,i'm in class. will holla later
Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,en,sms_spam_collection.txt,ham,mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! good indian?
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",en,sms_spam_collection.txt,spam,"we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p"
"Come round, it's . ",en,sms_spam_collection.txt,ham,"come round, it's ."
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",en,sms_spam_collection.txt,ham,"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here.."""
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",en,sms_spam_collection.txt,spam,"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!"
Are you available for soiree on June 3rd?,en,sms_spam_collection.txt,ham,are you available for soiree on june 3rd?
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",en,sms_spam_collection.txt,ham,"i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished"
Jay's getting really impatient and belligerent,en,sms_spam_collection.txt,ham,jay's getting really impatient and belligerent
I'm at work. Please call,en,sms_spam_collection.txt,ham,i'm at work. please call
Ard 515 like dat. Y?,en,sms_spam_collection.txt,ham,ard 515 like dat. y?
Tell me they're female :V how're you throwing in? We're deciding what all to get now,en,sms_spam_collection.txt,ham,tell me they're female :v how're you throwing in? we're deciding what all to get now
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,en,sms_spam_collection.txt,spam,eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win £100 cash wkent/150p16+
I'm working technical support :)voice process.networking field.,en,sms_spam_collection.txt,ham,i'm working technical support :)voice process.networking field.
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,en,sms_spam_collection.txt,ham,i might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,en,sms_spam_collection.txt,ham,ok. not sure what time tho as not sure if can get to library before class. will try. see you at some point! have good eve.
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,en,sms_spam_collection.txt,spam,we have new local dates in your area - lots of new people registered in your area. reply date to start now! 18 only www.flirtparty.us replys150
"That's fine, I'll bitch at you about it later then",en,sms_spam_collection.txt,ham,"that's fine, i'll bitch at you about it later then"
No my mum went 2 dentist.,en,sms_spam_collection.txt,ham,no my mum went 2 dentist.
Once free call me sir. I am waiting for you.,en,sms_spam_collection.txt,ham,once free call me sir. i am waiting for you.
Jus finish bathing...,en,sms_spam_collection.txt,ham,jus finish bathing...
"alright, I'll make sure the car is back tonight",en,sms_spam_collection.txt,ham,"alright, i'll make sure the car is back tonight"
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,en,sms_spam_collection.txt,ham,lul im gettin some juicy gossip at the hospital. two nurses are talking about how fat they are gettin. and one thinks shes obese. oyea.
Aight ill get on fb in a couple minutes,en,sms_spam_collection.txt,ham,aight ill get on fb in a couple minutes
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,en,sms_spam_collection.txt,ham,oi. ami parchi na re. kicchu kaaj korte iccha korche na. phone ta tul na. plz. plz.
Where can download clear movies. Dvd copies.,en,sms_spam_collection.txt,ham,where can download clear movies. dvd copies.
"Yep, by the pretty sculpture",en,sms_spam_collection.txt,ham,"yep, by the pretty sculpture"
Convey my regards to him,en,sms_spam_collection.txt,ham,convey my regards to him
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,en,sms_spam_collection.txt,ham,me too watching surya movie only. . .after 6 pm vijay movie pokkiri
You tell what happen dont behave like this to me. Ok no need to say,en,sms_spam_collection.txt,ham,you tell what happen dont behave like this to me. ok no need to say
Send to someone else :-),en,sms_spam_collection.txt,ham,send to someone else :-)
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,en,sms_spam_collection.txt,ham,for me the love should start with attraction.i should feel that i need her every time around me.she should be the first thing which comes in my thoughts.i would start the day and end it with her.she should be there every time i dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.i would cry for her.will give all my happiness and take all her sorrows.i will be ready to fight with anyone for her.i will be in love when i will be doing the craziest things for her.love will be when i don't have to proove anyone that my girl is the most beautiful lady on the whole planet.i will always be singing praises for her.love will be when i start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.i would like to say a lot..will tell later..
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",en,sms_spam_collection.txt,ham,"fr'ndship is like a needle of a clock. though v r in d same clock, v r nt able 2 met. evn if v meet,itz only 4few seconds. bt v alwys stay conected. gud 9t;-)"
I don't think he has spatula hands!,en,sms_spam_collection.txt,ham,i don't think he has spatula hands!
You can never do NOTHING,en,sms_spam_collection.txt,ham,you can never do nothing
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,en,sms_spam_collection.txt,spam,you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p p£3.99
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,en,sms_spam_collection.txt,ham,goodmorning today i am late for &lt;decimal&gt; min.
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,en,sms_spam_collection.txt,spam,win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
Please da call me any mistake from my side sorry da. Pls da goto doctor.,en,sms_spam_collection.txt,ham,please da call me any mistake from my side sorry da. pls da goto doctor.
Where r we meeting?,en,sms_spam_collection.txt,ham,where r we meeting?
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",en,sms_spam_collection.txt,ham,"well the weather in cali's great. but its complexities are great. you need a car to move freely, its taxes are outrageous. but all in all its a great place. the sad part is i missing home."
Now only i reached home. . . I am very tired now. . I will come tomorro,en,sms_spam_collection.txt,ham,now only i reached home. . . i am very tired now. . i will come tomorro
Ryder unsold.now gibbs.,en,sms_spam_collection.txt,ham,ryder unsold.now gibbs.
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,en,sms_spam_collection.txt,spam,dear subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,en,sms_spam_collection.txt,ham,don't fret. i'll buy the ovulation test strips and send them to you. you wont get them til like march. can you send me your postal address.u'll be alright.okay.
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,en,sms_spam_collection.txt,ham,no gifts!! you trying to get me to throw myself off a cliff or something?
You busy or can I come by at some point and figure out what we're doing tomorrow,en,sms_spam_collection.txt,ham,you busy or can i come by at some point and figure out what we're doing tomorrow
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",en,sms_spam_collection.txt,ham,"yeah go on then, bored and depressed sittin waitin for phone to ring... hope the wind drops though, scary"
Black shirt n blue jeans... I thk i c ü...,en,sms_spam_collection.txt,ham,black shirt n blue jeans... i thk i c ü...
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,en,sms_spam_collection.txt,ham,aiyah sorry lor... i watch tv watch until i forgot 2 check my phone.
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,en,sms_spam_collection.txt,spam,message important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
on hen night. Going with a swing,en,sms_spam_collection.txt,ham,on hen night. going with a swing
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",en,sms_spam_collection.txt,ham,"good afternoon, my love. how goes your day ? what are you up to ? i woke early and am online waiting for you ... hmmm ... italian boy is online i see . *grins*"
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,en,sms_spam_collection.txt,ham,from someone not to smoke when every time i've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
S s..first time..dhoni rocks...,en,sms_spam_collection.txt,ham,s s..first time..dhoni rocks...
Ok ill tell the company,en,sms_spam_collection.txt,ham,ok ill tell the company
"Awesome, think we can get an 8th at usf some time tonight?",en,sms_spam_collection.txt,ham,"awesome, think we can get an 8th at usf some time tonight?"
So that means you still think of teju,en,sms_spam_collection.txt,ham,so that means you still think of teju
"No I'm good for the movie, is it ok if I leave in an hourish?",en,sms_spam_collection.txt,ham,"no i'm good for the movie, is it ok if i leave in an hourish?"
No no:)this is kallis home ground.amla home town is durban:),en,sms_spam_collection.txt,ham,no no:)this is kallis home ground.amla home town is durban:)
So lets make it saturday or monday as per convenience.,en,sms_spam_collection.txt,ham,so lets make it saturday or monday as per convenience.
Hey... What time is your driving on fri? We go for evaluation on fri?,en,sms_spam_collection.txt,ham,hey... what time is your driving on fri? we go for evaluation on fri?
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",en,sms_spam_collection.txt,spam,"449050000301 you have won a £2,000 price! to claim, call 09050000301."
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,en,sms_spam_collection.txt,ham,i'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",en,sms_spam_collection.txt,spam,"bored of speed dating? try speedchat, txt speedchat to 80155, if you don't like em txt swap and get a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16"
Cancel cheyyamo?and get some money back?,en,sms_spam_collection.txt,ham,cancel cheyyamo?and get some money back?
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,en,sms_spam_collection.txt,spam,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
Ok.ok ok..then..whats ur todays plan,en,sms_spam_collection.txt,ham,ok.ok ok..then..whats ur todays plan
Good morning princess! How are you?,en,sms_spam_collection.txt,ham,good morning princess! how are you?
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,en,sms_spam_collection.txt,spam,for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,en,sms_spam_collection.txt,ham,not tonight mate. catching up on some sleep. this is my new number by the way.
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",en,sms_spam_collection.txt,ham,"height of ""oh shit....!!"" situation: a guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-d"
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,en,sms_spam_collection.txt,spam,ur hmv quiz cash-balance is currently £500 - to maximize ur cash-in now send hmv1 to 86688 only 150p/msg
"So check your errors and if you had difficulties, do correction.",en,sms_spam_collection.txt,ham,"so check your errors and if you had difficulties, do correction."
K do I need a login or anything,en,sms_spam_collection.txt,ham,k do i need a login or anything
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,en,sms_spam_collection.txt,spam,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.
LOL ... No just was busy,en,sms_spam_collection.txt,ham,lol ... no just was busy
Oh:)as usual vijay film or its different?,en,sms_spam_collection.txt,ham,oh:)as usual vijay film or its different?
Have you had a good day? Mine was really busy are you up to much tomorrow night?,en,sms_spam_collection.txt,ham,have you had a good day? mine was really busy are you up to much tomorrow night?
And is there a way you can send shade's stuff to her. And she has been wonderful too.,en,sms_spam_collection.txt,ham,and is there a way you can send shade's stuff to her. and she has been wonderful too.
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",en,sms_spam_collection.txt,spam,"thank you, winner notified by sms. good luck! no future marketing reply stop to 84122 customer services 08450542832"
Babe ? I lost you ... :-(,en,sms_spam_collection.txt,ham,babe ? i lost you ... :-(
Ok... Help me ask if she's working tmr a not?,en,sms_spam_collection.txt,ham,ok... help me ask if she's working tmr a not?
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,en,sms_spam_collection.txt,ham,i'm not driving... raining! then i'll get caught at e mrt station lor.
Not a drop in the tank,en,sms_spam_collection.txt,ham,not a drop in the tank
(That said can you text him one more time?),en,sms_spam_collection.txt,ham,(that said can you text him one more time?)
Ok i go change also...,en,sms_spam_collection.txt,ham,ok i go change also...
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",en,sms_spam_collection.txt,ham,"sorry man, accidentally left my phone on silent last night and didn't check it til i got up"
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,en,sms_spam_collection.txt,ham,hey.. something came up last min.. think i wun be signing up tmr.. hee
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,en,sms_spam_collection.txt,ham,he's an adult and would learn from the experience. there's no real danger. i just dont like peeps using drugs they dont need. but no comment
Hey! There's veggie pizza... :/,en,sms_spam_collection.txt,ham,hey! there's veggie pizza... :/
Yun buying... But school got offer 2000 plus only...,en,sms_spam_collection.txt,ham,yun buying... but school got offer 2000 plus only...
You sure your neighbors didnt pick it up,en,sms_spam_collection.txt,ham,you sure your neighbors didnt pick it up
K. I will sent it again,en,sms_spam_collection.txt,ham,k. i will sent it again
Well. Im computerless. Time to make some oreo truffles,en,sms_spam_collection.txt,ham,well. im computerless. time to make some oreo truffles
"Haha yeah I see that now, be there in a sec",en,sms_spam_collection.txt,ham,"haha yeah i see that now, be there in a sec"
I am not having her number sir,en,sms_spam_collection.txt,ham,i am not having her number sir
Lol now I'm after that hot air balloon!,en,sms_spam_collection.txt,ham,lol now i'm after that hot air balloon!
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,en,sms_spam_collection.txt,ham,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow
"Yeah, we can probably swing by once my roommate finishes up with his girl",en,sms_spam_collection.txt,ham,"yeah, we can probably swing by once my roommate finishes up with his girl"
Happy new years melody!,en,sms_spam_collection.txt,ham,happy new years melody!
Ü dun need to pick ur gf?,en,sms_spam_collection.txt,ham,ü dun need to pick ur gf?
Yay! You better not have told that to 5 other girls either.,en,sms_spam_collection.txt,ham,yay! you better not have told that to 5 other girls either.
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",en,sms_spam_collection.txt,ham,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q?"
Just nw i came to hme da..,en,sms_spam_collection.txt,ham,just nw i came to hme da..
"I'm outside islands, head towards hard rock and you'll run into me",en,sms_spam_collection.txt,ham,"i'm outside islands, head towards hard rock and you'll run into me"
To day class is there are no class.,en,sms_spam_collection.txt,ham,to day class is there are no class.
I'm in chennai velachery:),en,sms_spam_collection.txt,ham,i'm in chennai velachery:)
You flippin your shit yet?,en,sms_spam_collection.txt,ham,you flippin your shit yet?
"K give me a sec, breaking a  &lt;#&gt;  at cstore",en,sms_spam_collection.txt,ham,"k give me a sec, breaking a &lt;#&gt; at cstore"
Am i that much bad to avoid like this?,en,sms_spam_collection.txt,ham,am i that much bad to avoid like this?
"Yo, you around? Just got my car back",en,sms_spam_collection.txt,ham,"yo, you around? just got my car back"
Annoying isn't it.,en,sms_spam_collection.txt,ham,annoying isn't it.
"Goodmorning, Today i am late for  &lt;#&gt; min.",en,sms_spam_collection.txt,ham,"goodmorning, today i am late for &lt;#&gt; min."
All will come alive.better correct any good looking figure there itself..,en,sms_spam_collection.txt,ham,all will come alive.better correct any good looking figure there itself..
In that case I guess I'll see you at campus lodge,en,sms_spam_collection.txt,ham,in that case i guess i'll see you at campus lodge
We're done...,en,sms_spam_collection.txt,ham,we're done...
Come to my home for one last time i wont do anything. Trust me.,en,sms_spam_collection.txt,ham,come to my home for one last time i wont do anything. trust me.
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,en,sms_spam_collection.txt,ham,i was up all night too worrying about this appt. it's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,en,sms_spam_collection.txt,spam,sex up ur mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! pocketbabe.co.uk 4 more pics. 16 £3/wk 087016248
Ok... C ya...,en,sms_spam_collection.txt,ham,ok... c ya...
You have 1 new voicemail. Please call 08719181503,en,sms_spam_collection.txt,spam,you have 1 new voicemail. please call 08719181503
What he said is not the matter. My mind saying some other matter is there.,en,sms_spam_collection.txt,ham,what he said is not the matter. my mind saying some other matter is there.
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",en,sms_spam_collection.txt,ham,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,en,sms_spam_collection.txt,ham,neft transaction with reference number &lt;#&gt; for rs. &lt;decimal&gt; has been credited to the beneficiary account on &lt;#&gt; at &lt;time&gt; : &lt;#&gt;
Otherwise had part time job na-tuition..,en,sms_spam_collection.txt,ham,otherwise had part time job na-tuition..
I know she called me,en,sms_spam_collection.txt,ham,i know she called me
"Me also da, i feel yesterday night  wait til 2day night dear.",en,sms_spam_collection.txt,ham,"me also da, i feel yesterday night wait til 2day night dear."
Thanks for understanding. I've been trying to tell sura that.,en,sms_spam_collection.txt,ham,thanks for understanding. i've been trying to tell sura that.
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,en,sms_spam_collection.txt,spam,win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,en,sms_spam_collection.txt,ham,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",en,sms_spam_collection.txt,spam,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr"
I need you to be in my strong arms...,en,sms_spam_collection.txt,ham,i need you to be in my strong arms...
Also maaaan are you missing out,en,sms_spam_collection.txt,ham,also maaaan are you missing out
His bday real is in april .,en,sms_spam_collection.txt,ham,his bday real is in april .
Guessin you ain't gonna be here before 9?,en,sms_spam_collection.txt,ham,guessin you ain't gonna be here before 9?
Ok then i will come to ur home after half an hour,en,sms_spam_collection.txt,ham,ok then i will come to ur home after half an hour
"Yo, the game almost over? Want to go to walmart soon",en,sms_spam_collection.txt,ham,"yo, the game almost over? want to go to walmart soon"
I'll text now! All creepy like so he won't think that we forgot,en,sms_spam_collection.txt,ham,i'll text now! all creepy like so he won't think that we forgot
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",en,sms_spam_collection.txt,ham,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?"
You have 1 new voicemail. Please call 08719181513.,en,sms_spam_collection.txt,spam,you have 1 new voicemail. please call 08719181513.
"Damn, can you make it tonight or do you want to just wait til tomorrow",en,sms_spam_collection.txt,ham,"damn, can you make it tonight or do you want to just wait til tomorrow"
K..k..i'm also fine:)when will you complete the course?,en,sms_spam_collection.txt,ham,k..k..i'm also fine:)when will you complete the course?
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",en,sms_spam_collection.txt,ham,"true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier."
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,en,sms_spam_collection.txt,spam,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
Prakesh is there know.,en,sms_spam_collection.txt,ham,prakesh is there know.
Teach me apps da. When you come to college.,en,sms_spam_collection.txt,ham,teach me apps da. when you come to college.
Rofl betta invest in some  anti aging products,en,sms_spam_collection.txt,ham,rofl betta invest in some anti aging products
"sir, you will receive the account no another 1hr time. Sorry for the delay.",en,sms_spam_collection.txt,ham,"sir, you will receive the account no another 1hr time. sorry for the delay."
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,en,sms_spam_collection.txt,spam,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
So ü'll be submitting da project tmr rite?,en,sms_spam_collection.txt,ham,so ü'll be submitting da project tmr rite?
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,en,sms_spam_collection.txt,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.
Jus ans me lar. U'll noe later.,en,sms_spam_collection.txt,ham,jus ans me lar. u'll noe later.
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,en,sms_spam_collection.txt,ham,i want to send something that can sell fast. &lt;#&gt; k is not easy money.
have got * few things to do. may be in * pub later.,en,sms_spam_collection.txt,ham,have got * few things to do. may be in * pub later.
1's finish meeting call me.,en,sms_spam_collection.txt,ham,1's finish meeting call me.
Lol ok. I'll snatch her purse too.,en,sms_spam_collection.txt,ham,lol ok. i'll snatch her purse too.
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,en,sms_spam_collection.txt,ham,hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
How much are we getting?,en,sms_spam_collection.txt,ham,how much are we getting?
Is ur paper in e morn or aft tmr?,en,sms_spam_collection.txt,ham,is ur paper in e morn or aft tmr?
"Dear relieved of westonzoyland, all going to plan this end too!",en,sms_spam_collection.txt,ham,"dear relieved of westonzoyland, all going to plan this end too!"
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,en,sms_spam_collection.txt,ham,hope you are having a great new semester. do wish you the very best. you are made for greatness.
"I want to show you the world, princess :) how about europe?",en,sms_spam_collection.txt,ham,"i want to show you the world, princess :) how about europe?"
Nobody can decide where to eat and dad wants Chinese,en,sms_spam_collection.txt,ham,nobody can decide where to eat and dad wants chinese
No shoot me. I'm in the docs waiting room. :/,en,sms_spam_collection.txt,ham,no shoot me. i'm in the docs waiting room. :/
Now? I'm going out 4 dinner soon..,en,sms_spam_collection.txt,ham,now? i'm going out 4 dinner soon..
Hello which the site to download songs its urgent pls,en,sms_spam_collection.txt,ham,hello which the site to download songs its urgent pls
Please CALL 08712402779 immediately as there is an urgent message waiting for you,en,sms_spam_collection.txt,spam,please call 08712402779 immediately as there is an urgent message waiting for you
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,en,sms_spam_collection.txt,ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,en,sms_spam_collection.txt,ham,mum say we wan to go then go... then she can shun bian watch da glass exhibition...
