text,label,category,notes
Diqqat! Akkauntingiz xavf ostida ID-1031. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil-tasdiq.com/31,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1032. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://xavfsizlik.uz/32,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1033. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/33,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1034. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil-tasdiq.com/34,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1035. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/35,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1036. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: bit.ly/auth-uz/36,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1037. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil-tasdiq.com/37,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1038. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify-account.uz/38,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1039. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify-account.uz/39,scam,account_verification,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 600). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=0,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 817). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=1,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 969). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=2,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 865). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=3,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 811). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=4,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 200). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=5,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 751). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=6,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 449). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=7,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 765). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=8,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 148). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=9,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 590). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=10,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 687). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=11,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 354). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=12,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 941). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=13,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 218). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=14,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 411). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=15,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 259). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=16,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 513). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=17,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 241). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=18,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 798). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=19,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 469). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=20,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 130). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=21,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 192). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=22,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 983). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=23,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 862). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=24,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 302). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=25,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 787). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=26,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 265). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=27,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 672). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=28,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 292). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=29,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 529). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=30,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 834). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=31,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 710). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=32,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 836). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=33,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 726). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=34,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 557). Tasdiqlash uchun havolaga kiring: http://banck-uz.com?id=35,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 840). Tasdiqlash uchun havolaga kiring: https://humo-unlock.com?id=36,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 913). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=37,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 619). Tasdiqlash uchun havolaga kiring: bit.ly/karta-ochish?id=38,scam,card_blocked,generated financial phishing
Diqqat! Bank kartangiz xavfsizlik sababli vaqtincha bloklandi (Kod: 587). Tasdiqlash uchun havolaga kiring: http://uzcard-block.uz?id=39,scam,card_blocked,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 3445). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/0",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 9439). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/1",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 9102). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/2",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 3,000,000 so'm yechib olindi (Ref: 8207). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/3",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 8873). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/4",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 3,000,000 so'm yechib olindi (Ref: 4862). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/5",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 7493). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/6",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 7778). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/7",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 8278). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/8",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 3593). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/9",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 8747). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/10",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 4265). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/11",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 5627). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/12",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 7590). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/13",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 3567). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/14",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 3974). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/15",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 4345). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/16",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 3,000,000 so'm yechib olindi (Ref: 4746). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/17",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 4046). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/18",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 4852). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/19",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 5763). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/20",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 8727). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/21",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 7422). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/22",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 9818). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/23",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 2371). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/24",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 8121). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/25",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 5578). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://tolov-bekor.uz/26",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 3186). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/27",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 3413). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/28",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 1527). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/29",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 1064). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/30",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 4034). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/31",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 7999). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/32",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 1,500,000 so'm yechib olindi (Ref: 5344). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/33",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 3463). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/34",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 4775). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/35",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 1869). Bekor qilish uchun quyidagi link orqali tasdiqlang: bit.ly/refund-uz/36",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 500,000 so'm yechib olindi (Ref: 4523). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/37",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 5753). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/38",scam,fake_transfer,generated financial phishing
"Sizning hisobingizdan 4,200,000 so'm yechib olindi (Ref: 8224). Bekor qilish uchun quyidagi link orqali tasdiqlang: https://uz-bank-cancel.com/39",scam,fake_transfer,generated financial phishing
"Sizga 10,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=0",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=1",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://kredit-uz.com?id=2",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=3",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=4",scam,loan_offer,generated financial phishing
"Sizga 15,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=5",scam,loan_offer,generated financial phishing
"Sizga 15,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=6",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=7",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: https://qarz-olish.uz?id=8",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: https://qarz-olish.uz?id=9",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: https://qarz-olish.uz?id=10",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://kredit-uz.com?id=11",scam,loan_offer,generated financial phishing
"Sizga 50,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=12",scam,loan_offer,generated financial phishing
"Sizga 15,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: https://qarz-olish.uz?id=13",scam,loan_offer,generated financial phishing
"Sizga 10,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=14",scam,loan_offer,generated financial phishing
"Sizga 15,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://kredit-uz.com?id=15",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=16",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=17",scam,loan_offer,generated financial phishing
"Sizga 15,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: http://agrobank-kredit.com?id=18",scam,loan_offer,generated financial phishing
"Sizga 20,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=19",scam,loan_offer,generated financial phishing
"Sizga 2,000,000 so'm davlat subsidiyasi ajratildi (Status: 0). Arizani tasdiqlash uchun kirish: http://subsidiya-uz.com/0",scam,government_payment,generated financial phishing
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 1). Arizani tasdiqlash uchun kirish: http://subsidiya-uz.com/1",scam,government_payment,generated financial phishing
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 2). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/2",scam,government_payment,generated financial phishing
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 3). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/3",scam,government_payment,generated financial phishing
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 4). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/4",scam,government_payment,generated financial phishing
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 5). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/5",scam,government_payment,generated financial phishing
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 6). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/6",scam,government_payment,generated financial phishing
"Sizga 3,500,000 so'm davlat subsidiyasi ajratildi (Status: 7). Arizani tasdiqlash uchun kirish: https://davlat-yordam.uz/7",scam,government_payment,generated financial phishing
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 8). Arizani tasdiqlash uchun kirish: bit.ly/yordam-pul/8",scam,government_payment,generated financial phishing
"Sizga 1,200,000 so'm davlat subsidiyasi ajratildi (Status: 9). Arizani tasdiqlash uchun kirish: https://davlat-yordam.uz/9",scam,government_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-0): http://bojxona-uz.com/0,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-1): http://dostavka-uz.com/1,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-2): http://dostavka-uz.com/2,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-3): http://bojxona-uz.com/3,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-4): http://dostavka-uz.com/4,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-5): http://dostavka-uz.com/5,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-6): http://bojxona-uz.com/6,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-7): http://dostavka-uz.com/7,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-8): https://uzpost-tolov.uz/8,scam,delivery_payment,generated financial phishing
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring (ID-9): http://bojxona-uz.com/9,scam,delivery_payment,generated financial phishing
