text,source,label,language_hint,priority,reason
say thanks2.,sms,ham,en,medium,useful ham example for balance
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",sms,scam,en,high,strong prize scam pattern
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",sms,scam,en,high,strong prize scam pattern
Oh. U must have taken your REAL Valentine out shopping first.,sms,ham,en,medium,useful ham example for balance
How are you with moneY...as in to you...money aint a thing....how are you sha!,sms,ham,en,medium,useful ham example for balance
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",sms,scam,en,high,high priority general scam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,sms,scam,en,high,high priority general scam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,sms,scam,en,medium,medium priority scam style
Check wid corect speling i.e. Sarcasm,sms,ham,en,medium,useful ham example for balance
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",sms,scam,en,high,strong prize scam pattern
Hi:)cts employee how are you?,sms,ham,en,medium,useful ham example for balance
Oh dang! I didn't mean o send that to you! Lol!,sms,ham,en,medium,useful ham example for balance
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms,scam,en,high,strong prize scam pattern
Now press conference da:),sms,ham,en,medium,useful ham example for balance
"Me, i dont know again oh",sms,ham,en,medium,useful ham example for balance
Dude just saw a parked car with its sunroof popped up. Sux,sms,ham,en,medium,useful ham example for balance
Tmrw. Im finishing 9 doors,sms,ham,en,medium,useful ham example for balance
No:-)i got rumour that you going to buy apartment in chennai:-),sms,ham,en,medium,useful ham example for balance
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sms,scam,en,medium,medium priority scam style
At 4. Let's go to bill millers,sms,ham,en,medium,useful ham example for balance
Will it help if we propose going back again tomorrow,sms,ham,en,medium,useful ham example for balance
Pls confirm the time to collect the cheque.,sms,ham,en,medium,useful ham example for balance
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,sms,scam,en,high,strong prize scam pattern
You all ready for * big day tomorrow?,sms,ham,en,medium,useful ham example for balance
Thnx dude. u guys out 2nite?,sms,ham,en,medium,useful ham example for balance
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",sms,scam,en,high,strong prize scam pattern
Yes princess! I want to make you happy...,sms,ham,en,medium,useful ham example for balance
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",sms,scam,en,medium,medium priority scam style
Great comedy..cant stop laughing da:),sms,ham,en,medium,useful ham example for balance
I.ll post her out l8r. In class,sms,ham,en,medium,useful ham example for balance
Thts wat Wright Brother did to fly..,sms,ham,en,medium,useful ham example for balance
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",sms,scam,en,high,strong prize scam pattern
"Yeah, where's your class at?",sms,ham,en,medium,useful ham example for balance
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Nah dub but je still buff,sms,ham,en,medium,useful ham example for balance
Y lei?,sms,ham,en,medium,useful ham example for balance
Already am squatting is the new way of walking,sms,ham,en,medium,useful ham example for balance
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,sms,scam,en,high,strong prize scam pattern
Yeah I don't see why not,sms,ham,en,medium,useful ham example for balance
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,sms,scam,en,high,strong prize scam pattern
"K, can that happen tonight?",sms,ham,en,medium,useful ham example for balance
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",sms,scam,en,high,strong prize scam pattern
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,sms,scam,en,high,strong prize scam pattern
Really good:)dhanush rocks once again:),sms,ham,en,medium,useful ham example for balance
Lmao ok I wont be needing u to do my hair anymore.,sms,ham,en,medium,useful ham example for balance
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms,scam,en,high,strong prize scam pattern
Dont show yourself. How far. Put new pictures up on facebook.,sms,ham,en,medium,useful ham example for balance
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,sms,scam,en,high,strong prize scam pattern
No dear i do have free messages without any recharge. Hi hi hi,sms,ham,en,medium,useful ham example for balance
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",sms,scam,en,high,strong prize scam pattern
How much i gave to you. Morning.,sms,ham,en,medium,useful ham example for balance
That one week leave i put know that time. Why.,sms,ham,en,medium,useful ham example for balance
Ok lor thanx... Ü in school?,sms,ham,en,medium,useful ham example for balance
I'm in class. Did you get my text.,sms,ham,en,medium,useful ham example for balance
The bus leaves at  &lt;#&gt;,sms,ham,en,medium,useful ham example for balance
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,sms,scam,en,high,strong prize scam pattern
Well i will watch shrek in 3D!!B),sms,ham,en,medium,useful ham example for balance
Hello- thanx for taking that call. I got a job! Starts on monday!,sms,ham,en,medium,useful ham example for balance
What time is ur flight tmr?,sms,ham,en,medium,useful ham example for balance
I have a rather prominent bite mark on my right cheek,sms,ham,en,medium,useful ham example for balance
Are you wet right now?,sms,ham,en,medium,useful ham example for balance
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",sms,scam,en,medium,medium priority scam style
I am in your office na.,sms,ham,en,medium,useful ham example for balance
Da is good good player.why he is unsold.,sms,ham,en,medium,useful ham example for balance
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",sms,scam,en,high,strong prize scam pattern
Aiyah then i wait lor. Then u entertain me. Hee...,sms,ham,en,medium,useful ham example for balance
Mom wants to know where you at,sms,ham,en,medium,useful ham example for balance
"Aight, I'll text you when I'm back",sms,ham,en,medium,useful ham example for balance
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,sms,scam,en,high,strong prize scam pattern
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,sms,scam,en,medium,medium priority scam style
I AM AT A PARTY WITH ALEX NICHOLS,sms,ham,en,medium,useful ham example for balance
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,sms,scam,en,high,high priority general scam
I gotta collect da car at 6 lei.,sms,ham,en,medium,useful ham example for balance
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",sms,scam,en,medium,medium priority scam style
"Uh, heads up we don't have THAT much left",sms,ham,en,medium,useful ham example for balance
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,sms,scam,en,high,strong prize scam pattern
Wah... Okie okie... Muz make use of e unlimited... Haha...,sms,ham,en,medium,useful ham example for balance
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,sms,scam,en,high,strong prize scam pattern
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,sms,scam,en,high,strong prize scam pattern
Carry on not disturbing both of you,sms,ham,en,medium,useful ham example for balance
Excellent! Are you ready to moan and scream in ecstasy?,sms,ham,en,medium,useful ham example for balance
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",sms,scam,en,high,strong prize scam pattern
K...k:)why cant you come here and search job:),sms,ham,en,medium,useful ham example for balance
Hey we can go jazz power yoga hip hop kb and yogasana,sms,ham,en,medium,useful ham example for balance
Good night. Am going to sleep.,sms,ham,en,medium,useful ham example for balance
"Aight I'll grab something to eat too, text me when you're back at mu",sms,ham,en,medium,useful ham example for balance
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,sms,scam,en,medium,medium priority scam style
LOL that would be awesome payback.,sms,ham,en,medium,useful ham example for balance
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,sms,ham,en,medium,useful ham example for balance
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,sms,scam,en,high,strong prize scam pattern
Nvm it's ok...,sms,ham,en,medium,useful ham example for balance
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,sms,scam,en,high,strong prize scam pattern
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,sms,scam,en,high,high priority general scam
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,sms,scam,en,high,high priority general scam
Shopping lor. Them raining mah hard 2 leave orchard.,sms,ham,en,medium,useful ham example for balance
See the forwarding message for proof,sms,ham,en,medium,useful ham example for balance
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,sms,scam,en,high,strong prize scam pattern
Ya it came a while ago,sms,ham,en,medium,useful ham example for balance
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",sms,scam,en,high,strong prize scam pattern
"I noe la... U wana pei bf oso rite... K lor, other days den...",sms,ham,en,medium,useful ham example for balance
"Yes, i'm small kid.. And boost is the secret of my energy..",sms,ham,en,medium,useful ham example for balance
Is avatar supposed to have subtoitles,sms,ham,en,medium,useful ham example for balance
Oh sorry please its over,sms,ham,en,medium,useful ham example for balance
How much is blackberry bold2 in nigeria.,sms,ham,en,medium,useful ham example for balance
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",sms,scam,en,medium,medium priority scam style
"Sir, I am waiting for your mail.",sms,ham,en,medium,useful ham example for balance
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",sms,scam,en,high,strong prize scam pattern
Then. You are eldest know.,sms,ham,en,medium,useful ham example for balance
Who's there say hi to our drugdealer,sms,ham,en,medium,useful ham example for balance
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",sms,scam,en,high,strong prize scam pattern
Dude how do you like the buff wind.,sms,ham,en,medium,useful ham example for balance
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",sms,scam,en,high,strong prize scam pattern
Are you the cutest girl in the world or what,sms,ham,en,medium,useful ham example for balance
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sms,scam,en,medium,medium priority scam style
Oh Howda gud gud.. Mathe en samachara chikku:-),sms,ham,en,medium,useful ham example for balance
Lara said she can loan me  &lt;#&gt; .,sms,ham,en,medium,useful ham example for balance
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,sms,scam,en,high,strong prize scam pattern
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sms,scam,en,high,strong prize scam pattern
"It's that time of the week again, ryan",sms,ham,en,medium,useful ham example for balance
Wish u many many returns of the day.. Happy birthday vikky..,sms,ham,en,medium,useful ham example for balance
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",sms,scam,en,high,strong prize scam pattern
You do got a shitload of diamonds though,sms,ham,en,medium,useful ham example for balance
"Carlos took a while (again), we leave in a minute",sms,ham,en,medium,useful ham example for balance
After the drug she will be able to eat.,sms,ham,en,medium,useful ham example for balance
I will once i get home,sms,ham,en,medium,useful ham example for balance
I dont have i shall buy one dear,sms,ham,en,medium,useful ham example for balance
"Nothing really, just making sure everybody's up to speed",sms,ham,en,medium,useful ham example for balance
Yes.he have good crickiting mind,sms,ham,en,medium,useful ham example for balance
I wont. So wat's wit the guys,sms,ham,en,medium,useful ham example for balance
Oh k :)why you got job then whats up?,sms,ham,en,medium,useful ham example for balance
Ok.,sms,ham,en,medium,useful ham example for balance
PS U no ur a grown up now right?,sms,ham,en,medium,useful ham example for balance
"(And my man carlos is definitely coming by mu tonight, no excuses)",sms,ham,en,medium,useful ham example for balance
soon you will have the real thing princess! Do i make you wet? :),sms,ham,en,medium,useful ham example for balance
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",sms,scam,en,high,strong prize scam pattern
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",sms,scam,en,high,strong prize scam pattern
Just wanted to say holy shit you guys weren't kidding about this bud,sms,ham,en,medium,useful ham example for balance
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,sms,scam,en,high,strong prize scam pattern
But really quite funny lor wat... Then u shd haf run shorter distance wat...,sms,ham,en,medium,useful ham example for balance
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",sms,scam,en,medium,medium priority scam style
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,sms,scam,en,medium,medium priority scam style
Ok. Me watching tv too.,sms,ham,en,medium,useful ham example for balance
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,sms,scam,en,medium,medium priority scam style
It should take about  &lt;#&gt;  min,sms,ham,en,medium,useful ham example for balance
Haha i think i did too,sms,ham,en,medium,useful ham example for balance
"Haha awesome, I've been to 4u a couple times. Who all's coming?",sms,ham,en,medium,useful ham example for balance
R ü comin back for dinner?,sms,ham,en,medium,useful ham example for balance
Dont you have message offer,sms,ham,en,medium,useful ham example for balance
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,sms,scam,en,high,strong prize scam pattern
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",sms,scam,en,high,strong prize scam pattern
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",sms,scam,en,high,strong prize scam pattern
So what do you guys do.,sms,ham,en,medium,useful ham example for balance
That's cause your old. I live to be high.,sms,ham,en,medium,useful ham example for balance
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",sms,scam,en,high,strong prize scam pattern
Long beach lor. Expected... U having dinner now?,sms,ham,en,medium,useful ham example for balance
I will take care of financial problem.i will help:),sms,ham,en,medium,useful ham example for balance
Tell dear what happen to you. Why you talking to me like an alian,sms,ham,en,medium,useful ham example for balance
That seems unnecessarily affectionate,sms,ham,en,medium,useful ham example for balance
Thats cool. How was your day?,sms,ham,en,medium,useful ham example for balance
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,sms,scam,en,high,high priority general scam
No..he joined today itself.,sms,ham,en,medium,useful ham example for balance
I'll talk to the others and probably just come early tomorrow then,sms,ham,en,medium,useful ham example for balance
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",sms,scam,en,medium,medium priority scam style
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",sms,scam,en,medium,medium priority scam style
"Come to me right now, Ahmad",sms,ham,en,medium,useful ham example for balance
O was not into fps then.,sms,ham,en,medium,useful ham example for balance
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",sms,ham,en,medium,useful ham example for balance
Oh k k:)but he is not a big hitter.anyway good,sms,ham,en,medium,useful ham example for balance
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,sms,scam,en,high,strong prize scam pattern
Do you think i can move  &lt;#&gt;  in a week,sms,ham,en,medium,useful ham example for balance
How was txting and driving,sms,ham,en,medium,useful ham example for balance
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",sms,scam,en,high,strong prize scam pattern
Then she dun believe wat?,sms,ham,en,medium,useful ham example for balance
I know complain num only..bettr directly go to bsnl offc nd apply for it..,sms,ham,en,medium,useful ham example for balance
How much she payed. Suganya.,sms,ham,en,medium,useful ham example for balance
Onum ela pa. Normal than.,sms,ham,en,medium,useful ham example for balance
S.i think he is waste for rr..,sms,ham,en,medium,useful ham example for balance
He is world famamus....,sms,ham,en,medium,useful ham example for balance
Ok lor wat time ü finish?,sms,ham,en,medium,useful ham example for balance
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sms,scam,en,medium,medium priority scam style
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",sms,scam,en,high,high priority general scam
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,sms,scam,en,high,strong prize scam pattern
Yup i've finished c ü there...,sms,ham,en,medium,useful ham example for balance
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,sms,scam,en,high,strong prize scam pattern
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,sms,ham,en,medium,useful ham example for balance
FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,sms,scam,en,high,strong prize scam pattern
Package all your programs well,sms,ham,en,medium,useful ham example for balance
Yup but not studying surfing lor. I'm in e lazy mode today.,sms,ham,en,medium,useful ham example for balance
Please sen :)my kind advice :-)please come here and try:-),sms,ham,en,medium,useful ham example for balance
Ü give me some time to walk there.,sms,ham,en,medium,useful ham example for balance
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",sms,scam,en,high,strong prize scam pattern
Fuck babe ... What happened to you ? How come you never came back?,sms,ham,en,medium,useful ham example for balance
Are you still getting the goods.,sms,ham,en,medium,useful ham example for balance
And maybe some pressies,sms,ham,en,medium,useful ham example for balance
… and don‘t worry we‘ll have finished by march … ish!,sms,ham,en,medium,useful ham example for balance
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",sms,scam,en,medium,medium priority scam style
Now thats going to ruin your thesis!,sms,ham,en,medium,useful ham example for balance
In sch but neva mind u eat 1st lor..,sms,ham,en,medium,useful ham example for balance
Hey whats up? U sleeping all morning?,sms,ham,en,medium,useful ham example for balance
I will be outside office take all from there,sms,ham,en,medium,useful ham example for balance
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",sms,ham,en,medium,useful ham example for balance
"As usual..iam fine, happy &amp; doing well..:)",sms,ham,en,medium,useful ham example for balance
Okie,sms,ham,en,medium,useful ham example for balance
You call times job today ok umma and ask them to speed up,sms,ham,en,medium,useful ham example for balance
:-) yeah! Lol. Luckily i didn't have a starring role like you!,sms,ham,en,medium,useful ham example for balance
"Awesome, text me when you're restocked",sms,ham,en,medium,useful ham example for balance
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,sms,scam,en,medium,medium priority scam style
Yes. It's all innocent fun. O:-),sms,ham,en,medium,useful ham example for balance
How come?,sms,ham,en,medium,useful ham example for balance
Ok lor...,sms,ham,en,medium,useful ham example for balance
No way I'm going back there!,sms,ham,en,medium,useful ham example for balance
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",sms,scam,en,high,strong prize scam pattern
Why she wants to talk to me,sms,ham,en,medium,useful ham example for balance
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",sms,scam,en,high,strong prize scam pattern
Do you know when dad will be back?,sms,ham,en,medium,useful ham example for balance
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,sms,scam,en,medium,medium priority scam style
R u meeting da ge at nite tmr?,sms,ham,en,medium,useful ham example for balance
Super msg da:)nalla timing.,sms,ham,en,medium,useful ham example for balance
Was playng 9 doors game and gt racing on phone lol,sms,ham,en,medium,useful ham example for balance
I'm on da bus going home...,sms,ham,en,medium,useful ham example for balance
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,sms,scam,en,high,strong prize scam pattern
Yes I know the cheesy songs from frosty the snowman :),sms,ham,en,medium,useful ham example for balance
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",sms,ham,en,medium,useful ham example for balance
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,sms,scam,en,medium,medium priority scam style
Hey tmr meet at bugis 930 ?,sms,ham,en,medium,useful ham example for balance
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",sms,scam,en,high,strong prize scam pattern
Can you use foreign stamps for whatever you send them off for?,sms,ham,en,medium,useful ham example for balance
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,sms,scam,en,high,strong prize scam pattern
Sorry de i went to shop.,sms,ham,en,medium,useful ham example for balance
Okie.. Thanx..,sms,ham,en,medium,useful ham example for balance
Go where n buy? Juz buy when we get there lar.,sms,ham,en,medium,useful ham example for balance
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",sms,ham,en,medium,useful ham example for balance
Nope... C ü then...,sms,ham,en,medium,useful ham example for balance
No. But we'll do medical missions to nigeria,sms,ham,en,medium,useful ham example for balance
Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “,sms,scam,en,high,high priority general scam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",sms,scam,en,high,high priority general scam
I havent lei.. Next mon can?,sms,ham,en,medium,useful ham example for balance
"I sent you the prices and do you mean the  &lt;#&gt; g,",sms,ham,en,medium,useful ham example for balance
Play w computer? Aiyah i tok 2 u lor?,sms,ham,en,medium,useful ham example for balance
Yo we are watching a movie on netflix,sms,ham,en,medium,useful ham example for balance
and  picking them up from various points,sms,ham,en,medium,useful ham example for balance
Wow v v impressed. Have funs shopping!,sms,ham,en,medium,useful ham example for balance
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,sms,scam,en,high,strong prize scam pattern
Still in customer place,sms,ham,en,medium,useful ham example for balance
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",sms,scam,en,high,strong prize scam pattern
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,sms,scam,en,high,strong prize scam pattern
Well there's still a bit left if you guys want to tonight,sms,ham,en,medium,useful ham example for balance
Lil fever:) now fine:),sms,ham,en,medium,useful ham example for balance
Mm so you asked me not to call radio,sms,ham,en,medium,useful ham example for balance
"Alright if you're sure, let me know when you're leaving",sms,ham,en,medium,useful ham example for balance
Some are lasting as much as 2 hours. You might get lucky.,sms,ham,en,medium,useful ham example for balance
Genius what's up. How your brother. Pls send his number to my skype.,sms,ham,en,medium,useful ham example for balance
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",sms,scam,en,high,strong prize scam pattern
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,sms,scam,en,medium,medium priority scam style
Thanx 4 sending me home...,sms,ham,en,medium,useful ham example for balance
1's reach home call me.,sms,ham,en,medium,useful ham example for balance
"Easy mate, * guess the quick drink was bit ambitious.",sms,ham,en,medium,useful ham example for balance
