text,clean_text,label,language,source,is_synthetic,length,has_url,has_number
Chegirma muddati ertaga da tugayid,chegirma muddati ertaga da tugayid,SUSPICIOUS,uz,synthetic_suspicious_v1,True,34,False,False
Tizimga kirish uchun hisoni qayta faollashtiring..,tizimga kirish uchun hisoni qayta faollashtiring..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,50,False,False
New seasonal offer waiting for you...,new seasonal offer waiting for you...,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Foydalanuvchilaga maxsus imkoniyat taqdim etilmoqda!,foydalanuvchilaga maxsus imkoniyat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,52,False,False
Kartangiz expired bo'ldi...,kartangiz expired bo'ldi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,27,False,False
MA'MURIYAT: AKKAUNTINGIZ HOLATI YANGILANDI,ma'muriyat: akkauntingiz holati yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
Messae pending bor sizda!,messae pending bor sizda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,25,False,False
"Hurmatli mijoz, akkauntingiz bo'yicha aniqlik kiritish kerak...",hurmatli mijoz akkauntingiz bo'yicha aniqlik kiritish kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,63,False,False
"BONUS ACCTIVATION KEERAK, TEZROQ...",bonus acctivation keerak tezroq...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Hisobingizni yangilash talab qilinmoqda..,hisobingizni yangilash talab qilinmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,41,False,False
Complete yoru profile for a bonus reward,complete yoru profile for a bonus reward,SUSPICIOUS,en,synthetic_suspicious_v1,True,40,False,False
Keshbek 10%! http://cb.click,keshbek 10 http://cb.click,SUSPICIOUS,en,v10_eng_foundation,False,28,True,True
A new device signed into yoru account...,a new device signed into yoru account...,SUSPICIOUS,en,synthetic_suspicious_v1,True,40,False,False
Please hisobingizni ceck qiling!,please hisobingizni ceck qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,True,32,False,False
Szinig account temporarily suspended!,szinig account temporarily suspended,SUSPICIOUS,uz,synthetic_suspicious_v1,True,37,False,False
Bank xavfsizlik bo'limi: hisobingizni tasdiqlang!,bank xavfsizlik bo'limi: hisobingizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,49,False,False
"Iltimo,s Kapitalbank bilan bog'laning, muhm xabar bor!",iltimo s kapitalbank bilan bog'laning muhm xabar bor,SUSPICIOUS,uz,synthetic_suspicious_v1,True,54,False,False
Foydalanuvchilarga maxsus imkoniyat taqdim etillmoqda,foydalanuvchilarga maxsus imkoniyat taqdim etillmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,53,False,False
Hisboinigz holati yaniglandi...,hisboinigz holati yaniglandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,31,False,False
"Tizimda sizning nomigniza ro'yxatdan o'tilgan, sizzmisiz...",tizimda sizning nomigniza ro'yxatdan o'tilgan sizzmisiz...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,59,False,False
R-authenticate to maintain access!,r authenticate to maintain access,SUSPICIOUS,en,synthetic_suspicious_v1,True,34,False,False
Important: update your profile information..,important: update your profile information..,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Tizim hisobingizni tekshirish so'ramoqda...,tizim hisobingizni tekshirish so'ramoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,43,False,False
"We met at the connference, remember me..",we met at the connference remember me..,SUSPICIOUS,en,synthetic_suspicious_v1,True,40,False,False
"We met at the conferenec, remember me?",we met at the conferenec remember me,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,False
Akkauntingiz reiew qilinmoqda..,akkauntingiz reiew qilinmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,31,False,False
Your colleague asked me to reach out to you!,your colleague asked me to reach out to you,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Verify your email to keep your account actiive,verify your email to keep your account actiive,SUSPICIOUS,en,synthetic_suspicious_v1,True,46,False,False
Hisobingizni ertaga ichhida tasdiqlang!,hisobingizni ertaga ichhida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
Profliingiz faollashtirihs kutmoqda,profliingiz faollashtirihs kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Complete your profile for a bonus reward!,complete your profile for a bonus reward,SUSPICIOUS,en,synthetic_suspicious_v1,True,41,False,False
"HURMATLI MIJOZ, AKKAUNTINGIZ BO'YICHA ANIQLIK KIRITISH KERA.K..",hurmatli mijoz akkauntingiz bo'yicha aniqlik kiritish kera.k..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,63,False,False
Verification pendiing for your recent activiyt..,verification pendiing for your recent activiyt..,SUSPICIOUS,en,synthetic_suspicious_v1,True,48,False,False
Admin: yor permissions have been modified...,admin: yor permissions have been modified...,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Aksiya: http://skidka.uz,aksiya: http://skidka.uz,SUSPICIOUS,uz,v10_uzb_foundation,False,24,True,False
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,would you like to see my xxx pics they are so hot they were nearly banned in the uk,SUSPICIOUS,en,v10_eng_foundation,False,84,False,False
Your accoutn activity summary is rady,your accoutn activity summary is rady,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Exclusive deal for selected users!,exclusive deal for selected users,SUSPICIOUS,en,synthetic_suspicious_v1,True,34,False,False
Подтвердите данные для восстановления доступа,подтвердите данные для восстановления доступа,SUSPICIOUS,ru,synthetic_suspicious_v1,True,45,False,False
"Conntact support iltimos, muammo bor..",conntact support iltimos muammo bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,38,False,False
Subscription expire bo'lmoqda...,subscription expire bo'lmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,32,False,False
Flash sea: premium access at reduced pirce,flash sea: premium access at reduced pirce,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
Sizning profilingiz ko'rildi,sizning profilingiz ko'rildi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,28,False,False
Модертор: ваш аккут на проверке,модертор: ваш аккут на проверке,SUSPICIOUS,ru,synthetic_suspicious_v1,True,31,False,False
Обновите платежные данные!,обновите платежные данные,SUSPICIOUS,ru,synthetic_suspicious_v1,True,26,False,False
Yangi to'lov so'rovi qabbul qilindi..,yangi to'lov so'rovi qabbul qilindi..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,37,False,False
Oxigri faoliyat bo'yyicha ogohlantiris...,oxigri faoliyat bo'yyicha ogohlantiris...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,41,False,False
Siz sovg'a olish uchun ro'yxatdan o'tishingiz mumkin,siz sovg'a olish uchun ro'yxatdan o'tishingiz mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,True,52,False,False
"Xurmatli foyydalanuvchi, hisobiniz bo'yicha savol bor",xurmatli foyydalanuvchi hisobiniz bo'yicha savol bor,SUSPICIOUS,uz,synthetic_suspicious_v1,True,53,False,False
"Ma'lumotlaringiz eskirgan, yangilash kerak...",ma'lumotlaringiz eskirgan yangilash kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,45,False,False
Texnik xizmat xabari: tizim yangilanishi rejalashtirilgan..,texnik xizmat xabari: tizim yangilanishi rejalashtirilgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,59,False,False
Confirm your identity to continue using the service,confirm your identity to continue using the service,SUSPICIOUS,en,synthetic_suspicious_v1,True,51,False,False
Please reveiw and update your seccurity info,please reveiw and update your seccurity info,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Требуется обновление данных вашего профиля...,требуется обновление данных вашего профиля...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,45,False,False
Администратор: ваши права доступа изменены,администратор: ваши права доступа изменены,SUSPICIOUS,ru,synthetic_suspicious_v1,True,42,False,False
Tizim administratori xabarii: yangilanish talab qilinadi...,tizim administratori xabarii: yangilanish talab qilinadi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,59,False,False
KIMDRI SIZNNG AKKAUNTINGIZGA KIRMOQCIH BO'LDI..,kimdri siznng akkauntingizga kirmoqcih bo'ldi..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Yani to'lov so'rovi qabul qilindi...,yani to'lov so'rovi qabul qilindi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,36,False,False
Sizning ma'ulmotlaringiz bo'yicha tushuntirish kreak..,sizning ma'ulmotlaringiz bo'yicha tushuntirish kreak..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,54,False,False
Special savings for valued custmoers,special savings for valued custmoers,SUSPICIOUS,en,synthetic_suspicious_v1,True,36,False,False
"Kartangiz holati yangilandi, tekshiring..",kartangiz holati yangilandi tekshiring..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,41,False,False
Someone viewd your profile,someone viewd your profile,SUSPICIOUS,en,synthetic_suspicious_v1,True,26,False,False
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,hello. we need some posh birds and chaps to user trial prods for champneys. can i put you down i need your address and dob asap. ta r,SUSPICIOUS,en,v10_eng_foundation,False,134,False,False
Tizim administratori xabari: yangilanish tlaab qilinaid,tizim administratori xabari: yangilanish tlaab qilinaid,SUSPICIOUS,uz,synthetic_suspicious_v1,True,55,False,False
"Saolm, men texnik mutaxassidsan. Hisobingiz haqida gaplashishimiz keerak...",saolm men texnik mutaxassidsan. hisobingiz haqida gaplashishimiz keerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,75,False,False
"Sizning buyurtmangiz bo'yciha maummo bor, aloqaga cihqing...",sizning buyurtmangiz bo'yciha maummo bor aloqaga cihqing...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,60,False,False
Akkauntingiz reiew qilinmoqda!,akkauntingiz reiew qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,30,False,False
System administrator: maintenance scheduled...,system administrator: maintenance scheduled...,SUSPICIOUS,en,synthetic_suspicious_v1,True,46,False,False
"Hey, this is Mike. Can you cal me back on tis number!",hey this is mike. can you cal me back on tis number,SUSPICIOUS,en,synthetic_suspicious_v1,True,53,False,False
Hisobingiz uchun yangi xavfsizlki talabi mavjud...,hisobingiz uchun yangi xavfsizlki talabi mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,50,False,False
Vreify your kartangizni please!,vreify your kartangizni please,SUSPICIOUS,uz,synthetic_suspicious_v1,True,31,False,False
Claim your welcme bonus today...,claim your welcme bonus today...,SUSPICIOUS,en,synthetic_suspicious_v1,True,32,False,False
We have an opportunity that miight interest you,we have an opportunity that miight interest you,SUSPICIOUS,en,synthetic_suspicious_v1,True,47,False,False
Security updatte qiling iltimos!,security updatte qiling iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,True,32,False,False
Importan:t update your profile information!,importan:t update your profile information,SUSPICIOUS,en,synthetic_suspicious_v1,True,43,False,False
Profilingiz uchun maxsus chegiram faollashtirilishi mukmin!,profilingiz uchun maxsus chegiram faollashtirilishi mukmin,SUSPICIOUS,uz,synthetic_suspicious_v1,True,59,False,False
Yangi to'lov so'rrovi qabul qilindi...,yangi to'lov so'rrovi qabul qilindi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,38,False,False
Your order status has changed...,your order status has changed...,SUSPICIOUS,en,synthetic_suspicious_v1,True,32,False,False
Your namme came up during the meetting,your namme came up during the meetting,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,False
Customer service: yoru ticket requires a response...,customer service: yoru ticket requires a response...,SUSPICIOUS,en,synthetic_suspicious_v1,True,52,False,False
Check your account staus now...,check your account staus now...,SUSPICIOUS,en,synthetic_suspicious_v1,True,31,False,False
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence,SUSPICIOUS,en,v10_eng_foundation,False,139,False,False
"Ваш номер указан в нашей баззе, это вы...",ваш номер указан в нашей баззе это вы...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,41,False,False
"Salom, sizning rqaamingiz Ucell da ro'yxatan o'tgan",salom sizning rqaamingiz ucell da ro'yxatan o'tgan,SUSPICIOUS,uz,synthetic_suspicious_v1,True,51,False,False
Финансовый отдел: несоответствие в платежах!,финансовый отдел: несоответствие в платежах,SUSPICIOUS,ru,synthetic_suspicious_v1,True,44,False,False
IT Deaprtmennt: password change recommended,it deaprtmennt: password change recommended,SUSPICIOUS,en,synthetic_suspicious_v1,True,43,False,False
"Sigza yaaqin odamdan xaabr bor, oching...",sigza yaaqin odamdan xaabr bor oching...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,41,False,False
Your name caame up during the meeting,your name caame up during the meeting,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
"Hisobingiz vaqtincha cheklangan, tasdiqllang...",hisobingiz vaqtincha cheklangan tasdiqllang...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Profilingizni yangilang va barcha funksiyalardan foydalaning.,profilingizni yangilang va barcha funksiyalardan foydalaning.,SUSPICIOUS,uz,v10_uzb_foundation,False,61,False,False
Are you the David who applied for the position?,are you the david who applied for the position,SUSPICIOUS,en,synthetic_suspicious_v1,True,47,False,False
Audit team: records need your confirmation,audit team: records need your confirmation,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
"Hurmatli mijoz, akkauntingiz bo'yicha aniqlik kiritish kerak",hurmatli mijoz akkauntingiz bo'yicha aniqlik kiritish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,True,60,False,False
Xavfsizlik: oxirgi kirshlar tekshirilmoqda,xavfsizlik: oxirgi kirshlar tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
YOUR ACCOUNT SETTIGS NEED ATTENTION,your account settigs need attention,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,False
"Assalomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javob beirng...",assalomu alaykum uzmobile dan qo'ng'iroq bo'ladi javob beirng...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,66,False,False
Quick queston aot the document you shared,quick queston aot the document you shared,SUSPICIOUS,en,synthetic_suspicious_v1,True,41,False,False
Hisobingizni yangilash talab qilinnmoqda,hisobingizni yangilash talab qilinnmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,40,False,False
Importan:t update your proflie information..,importan:t update your proflie information..,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Xizmat ko'rsatih markazi: hisobingizni tasdiqlang!,xizmat ko'rsatih markazi: hisobingizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,50,False,False
Billing: invoiec discrepancy foudn,billing: invoiec discrepancy foudn,SUSPICIOUS,en,synthetic_suspicious_v1,True,34,False,False
CHEGIRMA MUDDATI BUGUN DA TUGAYDI,chegirma muddati bugun da tugaydi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Hisobingizni ertgaa ihhida tasdiqlang,hisobingizni ertgaa ihhida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,37,False,False
VIP status oish imknoiyati mavjud,vip status oish imknoiyati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Bugungi taklif: maxsus bonus szii kutmoqda,bugungi taklif: maxsus bonus szii kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
You've been selected for a survey..,you've been selected for a survey..,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,False
You were recommended by a muual firend..,you were recommended by a muual firend..,SUSPICIOUS,en,synthetic_suspicious_v1,True,40,False,False
"Ma'lumotlaringiz eskirgna, yangilash kerak",ma'lumotlaringiz eskirgna yangilash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
Kartangiz billan yangi qurilmadan operatsiya qilinndi,kartangiz billan yangi qurilmadan operatsiya qilinndi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,53,False,False
A new device signed into yru account!,a new device signed into yru account,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Otp kodni verrify qiling!,otp kodni verrify qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,True,25,False,False
Tizim administratori xabari: yangilanish talab qliinaid,tizim administratori xabari: yangilanish talab qliinaid,SUSPICIOUS,uz,synthetic_suspicious_v1,True,55,False,False
"Guruhda sizni eslatishhdi, tekshiring...",guruhda sizni eslatishhdi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,40,False,False
Sizga Beeline tomonidan maxsus taklif yuborildi...,sizga beeline tomonidan maxsus taklif yuborildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,50,False,False
Sizga UzCard tomonidan maxsus taklif yuborildi..,sizga uzcard tomonidan maxsus taklif yuborildi..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,48,False,False
"Hi, is this the rihgt number for Alex?",hi is this the rihgt number for alex,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,False
Your credentials need to be uppdated,your credentials need to be uppdated,SUSPICIOUS,en,synthetic_suspicious_v1,True,36,False,False
Bank: kartanngiz faoliyati tekshirilmoqda!,bank: kartanngiz faoliyati tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
Billing isseu aniqlandi hisobiingizda,billing isseu aniqlandi hisobiingizda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,37,False,False
Hisobingizda shubhali operatsiya kuzatildi!,hisobingizda shubhali operatsiya kuzatildi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,43,False,False
You've bene selected for a survey..,you've bene selected for a survey..,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,False
Kimdir sizning akkantingizga kirmoqchi bo'ldi...,kimdir sizning akkantingizga kirmoqchi bo'ldi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,48,False,False
Oxigri foliyat bo'yicha oghlantiris,oxigri foliyat bo'yicha oghlantiris,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Bugun ro'yxatdan o'ting va bonus oing...,bugun ro'yxatdan o'ting va bonus oing...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,40,False,False
"Мы нашли информацию на ваше имя, подтердите",мы нашли информацию на ваше имя подтердите,SUSPICIOUS,ru,synthetic_suspicious_v1,True,43,False,False
Uunsual sign-in activity on your account,uunsual sign in activity on your account,SUSPICIOUS,en,synthetic_suspicious_v1,True,40,False,False
Bank xizmati: kartangiz holati tekshirilmoqda..,bank xizmati: kartangiz holati tekshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Yangi qurilmadan kirish amalga oshhirildi!,yangi qurilmadan kirish amalga oshhirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
Я запустил технологический стартап.  Я изобрел платформу программирования математических моделей технологических и бизнес процессов GPUDigitalLab. Я приглашаю заинтересованных лиц к запуску технологических стартапов на создание моделей процессов. ПРИСЫЛАЙТЕ мне описания процессов с математическими формулами для их оцифровки в виде программных продуктов и инструментов динамического контроля.,я запустил технологический стартап. я изобрел платформу программирования математических моделей технологических и бизнес процессов gpudigitallab. я приглашаю заинтересованных лиц к запуску технологических стартапов на создание моделей процессов. присылайте мне описания процессов с математическими формулами для их оцифровки в виде программных продуктов и инструментов динамического контроля.,SUSPICIOUS,ru,v10_rus_foundation,False,393,False,False
"Bonus acctivation kerak, tezroq..",bonus acctivation kerak tezroq..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Oxirrgi tranzaksiyani tasdiqlang iltimos,oxirrgi tranzaksiyani tasdiqlang iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,True,40,False,False
HR Depratment: benefits enrollment deadline approaching...,hr depratment: benefits enrollment deadline approaching...,SUSPICIOUS,en,synthetic_suspicious_v1,True,58,False,False
Kimdir sizning akkauntingizga kiromqchi bo'ldi,kimdir sizning akkauntingizga kiromqchi bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,46,False,False
Foydalanuvchilarga maxsus imkoniyat taqdim etilmoqda,foydalanuvchilarga maxsus imkoniyat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,52,False,False
Profilingiz faollashtirish kutmoqda,profilingiz faollashtirish kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Texnik bo'llim: tizim yangilanishi amalga oshirilmoqda,texnik bo'llim: tizim yangilanishi amalga oshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,54,False,False
Sizga Moderator dan xabra kelddi...,sizga moderator dan xabra kelddi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Your order status has chnaged...,your order status has chnaged...,SUSPICIOUS,en,synthetic_suspicious_v1,True,32,False,False
Hisobingizni yanilash talab qilinmoqda!,hisobingizni yanilash talab qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
Preimum obuna uchun maxsus chegirma,preimum obuna uchun maxsus chegirma,SUSPICIOUS,uz,synthetic_suspicious_v1,True,35,False,False
Kimdir sizninng akkauntingizga kirmoqcih bo'ldi,kimdir sizninng akkauntingizga kirmoqcih bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Bugungi askiya: barcha foydalanuvchilarga bonus!,bugungi askiya: barcha foydalanuvchilarga bonus,SUSPICIOUS,uz,synthetic_suspicious_v1,True,48,False,False
Bugungi aksiya: barcha foydalanuvchilarga bonus...,bugungi aksiya: barcha foydalanuvchilarga bonus...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,50,False,False
"Conttact supprt iltimos, muammo bor..",conttact supprt iltimos muammo bor..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,37,False,False
Sizning account under reviwe!,sizning account under reviwe,SUSPICIOUS,uz,synthetic_suspicious_v1,True,29,False,False
NEW FEAATURES AVAILABE FOR YOUR ACCOUNT,new feaatures availabe for your account,SUSPICIOUS,en,synthetic_suspicious_v1,True,39,False,False
Xizat ko'rsatish markazi: hisobingizni tasdiqlang...,xizat ko'rsatish markazi: hisobingizni tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,52,False,False
You have 8 unread messages...,you have 8 unread messages...,SUSPICIOUS,en,synthetic_suspicious_v1,True,29,False,True
BUGUNGI TAAKLIF: MAXSUS BONUS SIZNI KUTMOQDA,bugungi taaklif: maxsus bonus sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,False
ОПЕРАЦИЯ ПО КАРТЕ ОЖИДАЕТ ПОДТВЕРЖДЕНЯИ,операция по карте ожидает подтвержденяи,SUSPICIOUS,ru,synthetic_suspicious_v1,True,39,False,False
Your loyalty points are about to expire...,your loyalty points are about to expire...,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
"Tanishingiz sizni tavsiya qidli, tekshiring...",tanishingiz sizni tavsiya qidli tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,46,False,False
Verification pending for your recent actiivty,verification pending for your recent actiivty,SUSPICIOUS,en,synthetic_suspicious_v1,True,45,False,False
"Assalomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javob bering",assalomu alaykum uzmobile dan qo'ng'iroq bo'ladi javob bering,SUSPICIOUS,uz,synthetic_suspicious_v1,True,63,False,False
Your subscription rneewal comes with a bonus,your subscription rneewal comes with a bonus,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
Возврт средств ожидает подтвеерждения,возврт средств ожидает подтвеерждения,SUSPICIOUS,ru,synthetic_suspicious_v1,True,37,False,False
Verify your email to keep your account active!,verify your email to keep your account active,SUSPICIOUS,en,synthetic_suspicious_v1,True,46,False,False
Yoru contact was lsted in our directory...,yoru contact was lsted in our directory...,SUSPICIOUS,en,synthetic_suspicious_v1,True,42,False,False
Filthy stories and GIRLS waiting for your,filthy stories and girls waiting for your,SUSPICIOUS,en,v10_eng_foundation,False,41,False,False
System adminnistrator: maintenance scheduled...,system adminnistrator: maintenance scheduled...,SUSPICIOUS,en,synthetic_suspicious_v1,True,47,False,False
КТО-ТО ПРОСМАТРРИВАЛ ВАШ ПРОФИЛЬ,кто то просматрривал ваш профиль,SUSPICIOUS,ru,synthetic_suspicious_v1,True,32,False,False
Your account activity summary is rady,your account activity summary is rady,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
Yangi to'lov so'rovi qabul qilindi,yangi to'lov so'rovi qabul qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,34,False,False
Bnk ximzati: kartanigz holaati tkeshirilmoqda..,bnk ximzati: kartanigz holaati tkeshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Accuont review: suspicious activity dtetected,accuont review: suspicious activity dtetected,SUSPICIOUS,en,synthetic_suspicious_v1,True,45,False,False
Tizim xavfsizligi: kartangiz ma'lumotlarini tasdiqlang...,tizim xavfsizligi: kartangiz ma'lumotlarini tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,57,False,False
"Sizga yangi xabr kelid, tekshiring",sizga yangi xabr kelid tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,34,False,False
Hisobingizni verify qiling,hisobingizni verify qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,True,26,False,False
"Transaction failed bo'ldi, tekshhiring",transaction failed bo'ldi tekshhiring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,38,False,False
Yor order status has changed...,yor order status has changed...,SUSPICIOUS,en,synthetic_suspicious_v1,True,31,False,False
Tizim xavfsizliigi: ma'lumotlaringiznni tekshiring...,tizim xavfsizliigi: ma'lumotlaringiznni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,53,False,False
Sizning order status yangilandi...,sizning order status yangilandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,34,False,False
"привет, Подогнать идею? Думаю, тебе понравится. Пиши в лс — расскажу",привет подогнать идею думаю тебе понравится. пиши в лс расскажу,SUSPICIOUS,ru,v10_rus_foundation,False,68,False,False
It Deaprtment: password change recommended..,it deaprtment: password change recommended..,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
You may qualify for a spceial offer,you may qualify for a spceial offer,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,False
Запрос на подключение ожидает ответа...,запрос на подключение ожидает ответа...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,39,False,False
Your loyalty points are about to exxpire...,your loyalty points are about to exxpire...,SUSPICIOUS,en,synthetic_suspicious_v1,True,43,False,False
Hisobigiz xavfsizligi ucchun ma'lumotlaringizni tekhiring,hisobigiz xavfsizligi ucchun ma'lumotlaringizni tekhiring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,57,False,False
Hisobingiz uchun yagi xavfsizlik talabi mavjud,hisobingiz uchun yagi xavfsizlik talabi mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,True,46,False,False
"Kartangiz holati yangilandi, tekshiring...",kartangiz holati yangilandi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,42,False,False
"Hi, is this the right number for Alex?",hi is this the right number for alex,SUSPICIOUS,en,synthetic_suspicious_v1,True,38,False,False
TEXIK YORDAM: TIZIMGA QAYTA KIRING,texik yordam: tizimga qayta kiring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,34,False,False
