text,clean_text,label,language,source,is_synthetic,length,has_url,has_number
Security Alert: Your Apple ID account is locked. Please log in to verify: http://verify-secur.eclick!!!,security alert: your apple id account is locked. please log in to verify: http://verify secur.eclick,DANGEROUS,en,v10_eng_foundation,False,103,True,False
Two fundamentals of cool life: \Walk,two fundamentals of cool life: walk,SAFE,en,v10_eng_foundation,False,36,False,False
Лимит карты скоро будет достигнут,лимит карты скоро будет достигнут,SUSPICIOUS,ru,synthetic_suspicious_v1,True,33,False,False
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 927562",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 927562,SAFE,uz,v10_uzb_foundation,False,69,False,True
Sizga yangi transfer keldi 377 000. Qabul qiling http://pay-check.net/512657 -,sizga yangi transfer keldi 377 000. qabul qiling http://pay check.net/512657,DANGEROUS,uz,v10_uzb_foundation,False,78,True,True
Bugungi majlis 17:00 ga surildi. tezroq,bugungi majlis 17:00 ga surildi. tezroq,SAFE,en,v10_eng_foundation,False,39,False,True
K. I will sent it again,k. i will sent it again,SAFE,en,v10_eng_foundation,False,23,False,False
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,true dear..i sat to pray evening and felt so.so i sms'd you in some time...,SAFE,en,v10_eng_foundation,False,75,False,False
He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa preferably at a kegger,SAFE,en,v10_eng_foundation,False,75,False,False
Hisobinngizni verify qiling!,hisobinngizni verify qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,True,28,False,False
"NBU: Hisobingizdan 900,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=9928146",nbu: hisobingizdan 900 000 so'm yechib olindi bekor qilish: http://18plus video .apk /q 9928146,DANGEROUS,uz,v10_uzb_foundation,False,94,True,True
Hisobingizdan 1500000 so'm yechib olindi (Kod: 504). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/14,hisobingizdan 1500000 so'm yechib olindi kod: 504 . agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund uz/14,DANGEROUS,uz,v10_uzb_foundation,False,116,False,True
Hisobingizga 397784 so'm kelib tushdi. Manba: Click,hisobingizga 397784 so'm kelib tushdi. manba: click,SAFE,uz,v10_uzb_foundation,False,51,False,True
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/382900 (,вход в личный кабинет с нового устройства. это не вы http://click safety.uz/382900,DANGEROUS,ru,v10_rus_foundation,False,85,True,True
Sizga 619 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/609715 ),sizga 619 000 som perevod keldi. podtverdite po ssilke: http://pay check.net/609715,DANGEROUS,uz,v10_uzb_foundation,False,85,True,True
Please update your information to avodi disruption,please update your information to avodi disruption,SUSPICIOUS,en,synthetic_suspicious_v1,True,50,False,False
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",we have sent jd for customer service cum accounts executive to ur mail id for details contact us,SAFE,en,v10_eng_foundation,False,97,False,False
Sizga 339 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-674291 👍,sizga 339 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim 674291,DANGEROUS,uz,v10_uzb_foundation,False,85,True,True
Sizga 359727 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 359727 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
Akkauntingiz uchn 30% chgirmaga haqingiz bor,akkauntingiz uchn 30 chgirmaga haqingiz bor,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,True
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts cs www.smsco.net 1.50pm approx 3mins,SUSPICIOUS,en,v10_eng_foundation,False,160,True,True
Nt joking seriously i told,nt joking seriously i told,SAFE,en,v10_eng_foundation,False,26,False,False
"Menga 1460,000 so'm tashlab tura olasanmi?.",menga 1460 000 so'm tashlab tura olasanmi .,SAFE,uz,v10_uzb_foundation,False,43,False,True
"Ищу пару человек на простую задачу.  Часа два максимум, 3500₽ отдам, пиши  [PHONE_REDACTED]",ищу пару человек на простую задачу. часа два максимум 3500 отдам пиши phone_redacted,SUSPICIOUS,ru,v10_rus_foundation,False,91,False,True
Payment pending kutilmoqda..,payment pending kutilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,28,False,False
Balansingiz: 364018 so'm. To'lov muvaffaqiyatli.,balansingiz: 364018 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation,False,48,False,True
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,so there's a ring that comes with the guys costumes. it's there so they can gift their future yowifes. hint hint,SAFE,en,v10_eng_foundation,False,112,False,False
No problem. We will be spending a lot of quality time together...,no problem. we will be spending a lot of quality time together...,SAFE,en,v10_eng_foundation,False,65,False,False
Xizmat haqi: 485081 so'm. Humo xizmati.,xizmat haqi: 485081 so'm. humo xizmati.,SAFE,uz,v10_uzb_foundation,False,39,False,True
I'm reaching home in 5 min.,i'm reaching home in 5 min.,SAFE,en,v10_eng_foundation,False,27,False,True
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let me know how to contact you. i've you settled in a room. lets know you are ok.,SAFE,en,v10_eng_foundation,False,81,False,False
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,u coming back 4 dinner rite dad ask me so i re confirm wif u...,SAFE,uz,v10_uzb_foundation,False,64,False,True
System: your API key is about to epire...,system: your api key is about to epire...,SUSPICIOUS,en,synthetic_suspicious_v1,True,41,False,False
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=1047905,click to'lovi amalga oshmadi. tasdiqlash: https://uz yutuq.com/p 1047905,DANGEROUS,uz,v10_uzb_foundation,False,72,True,True
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey there glad u r better now. i hear u treated urself to a digi cam is it good we r off at 9pm. have a fab new year c u in coupla wks,SAFE,uz,v10_uzb_foundation,False,139,False,True
"That's fine, I'll bitch at you about it later then",that's fine i'll bitch at you about it later then,SAFE,en,v10_eng_foundation,False,50,False,False
Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,do ì_ all wan 2 meet up n combine all the parts how's da rest of da project going,SAFE,en,v10_eng_foundation,False,83,False,True
kartoshka narxi qancha ekan hozir? :),kartoshka narxi qancha ekan hozir :,SAFE,uz,v10_uzb_foundation,False,37,False,False
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,you have an important customer service announcement. call freephone 0800 542 0825 now,SUSPICIOUS,en,v10_eng_foundation,False,86,False,True
Painful words- \I thought being Happy was the most toughest thing on Earth... But,painful words i thought being happy was the most toughest thing on earth... but,SAFE,en,v10_eng_foundation,False,81,False,False
I jokin oni lar.. ÃÃ busy then i wun disturb Ã_.,i jokin oni lar.. ã ã busy then i wun disturb ã _.,SAFE,en,v10_eng_foundation,False,51,False,False
Списание 54 000 прошло успешно. Отменить: https://bit.ly/claim-713645 👍,списание 54 000 прошло успешно. отменить: https://bit.ly/claim 713645,DANGEROUS,ru,v10_rus_foundation,False,71,True,True
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ya i'm referin to mei's ex wat... no ah waitin 4 u to treat somebody shld b rich liao...so gd den u dun have to work frm tmr onwards...,SAFE,uz,v10_uzb_foundation,False,139,False,True
"Theoretically yeah, he could be able to come",theoretically yeah he could be able to come,SAFE,en,v10_eng_foundation,False,44,False,False
Bugun 11:30 da ko'rishamiz.,bugun 11:30 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation,False,27,False,True
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,you have won a guaranteed å 1000 cash or a å 2000 prize. to claim yr prize call our customer service representative on 08714712394 between 10am 7pm,SUSPICIOUS,en,v10_eng_foundation,False,147,False,True
"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=3981418",kriptovalyuta sarmoya qilib kuniga 2420 000 so'm toping: http://18plus video .apk /q 3981418,DANGEROUS,uz,v10_uzb_foundation,False,90,True,True
ÌÏ bot notes oredi... Cos i juz rem i got...,ìï bot notes oredi... cos i juz rem i got...,SAFE,en,v10_eng_foundation,False,44,False,False
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-7413105,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz 7413105,DANGEROUS,uz,v10_uzb_foundation,False,73,True,True
Telegram Premium free! Botga kiring https://t.me/prize_bot/659677...,telegram premium free botga kiring https://t.me/prize_bot/659677...,DANGEROUS,en,v10_eng_foundation,False,68,True,True
"Awesome, I'll see you in a bit",awesome i'll see you in a bit,SAFE,en,v10_eng_foundation,False,30,False,False
Shifrdan nusxa olindi. Parolni yangilang: https://uz-yutuq.com/p=6496788,shifrdan nusxa olindi. parolni yangilang: https://uz yutuq.com/p 6496788,DANGEROUS,uz,v10_uzb_foundation,False,72,True,True
"Menga 700,000 so'm tashlab tura olasanmi? tezroq",menga 700 000 so'm tashlab tura olasanmi tezroq,SAFE,uz,v10_uzb_foundation,False,48,False,True
Банк: верификация вашй крты необходима!,банк: верификация вашй крты необходима,SUSPICIOUS,ru,synthetic_suspicious_v1,True,39,False,False
Bugun 17:15 da ko'rishamiz.!,bugun 17:15 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation,False,28,False,True
Hisobingizdan 1500000 so'm yechib olindi (Kod: 690). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/10,hisobingizdan 1500000 so'm yechib olindi kod: 690 . agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz bank cancel.com/verify/10,DANGEROUS,uz,v10_uzb_foundation,False,133,True,True
Anything...,anything...,SAFE,en,v10_eng_foundation,False,11,False,False
I like dis sweater fr mango but no more my size already so irritating.,i like dis sweater fr mango but no more my size already so irritating.,SAFE,en,v10_eng_foundation,False,70,False,False
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",hurmatli mijoz humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://humomp.uz,DANGEROUS,uz,v10_uzb_foundation,False,115,True,False
Soliq qo'mitasi ogohlantiradi: IP manzilingiz bloklandi. To'lov: http://pay-fix.biz,soliq qo'mitasi ogohlantiradi: ip manzilingiz bloklandi. to'lov: http://pay fix.biz,DANGEROUS,uz,v10_uzb_foundation,False,83,True,False
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-8834988,uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz 8834988,DANGEROUS,uz,v10_uzb_foundation,False,73,True,True
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Ã¥Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or ã â 250 cash every wk. txt vpod to 81303 ts cs www.textpod.net custcare 08712405020.,DANGEROUS,en,v10_eng_foundation,False,144,True,True
Sizga 803217 so'm bonus berildi! Olish uchun: http://promo-gift.ml,sizga 803217 so'm bonus berildi olish uchun: http://promo gift.ml,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
"It,,s a taxt massage....tie-pos argh ok! Lool!",it s a taxt massage....tie pos argh ok lool,SAFE,en,v10_eng_foundation,False,46,False,False
Siza Tizim dan xabar keldi!,siza tizim dan xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,27,False,False
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/2608267,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus uz.com/id/2608267,DANGEROUS,uz,v10_uzb_foundation,False,94,True,True
Nope... C ü then...,nope... c ü then...,SAFE,en,v10_eng_foundation,False,19,False,False
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7859299,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus uz.com/id/7859299,DANGEROUS,uz,v10_uzb_foundation,False,79,True,True
"ThatÂÃÃ·s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thatâ ã ã s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,SAFE,uz,v10_uzb_foundation,False,129,False,False
Sizga 335731 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 335731 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation,False,66,True,True
"Aziz ustozlar, ta'lim vazirligidan yangi buyruq. PDF faylni yuklab o'qib chiqing: virus.pdf",aziz ustozlar ta'lim vazirligidan yangi buyruq. pdf faylni yuklab o'qib chiqing: virus.pdf,DANGEROUS,uz,v10_uzb_foundation,False,91,False,False
Click to'lovi amalga oshmadi. Tasdiqlash: https://t.me/premium_uz_bot?ref=1454666,click to'lovi amalga oshmadi. tasdiqlash: https://t.me/premium_uz_bot ref 1454666,DANGEROUS,uz,v10_uzb_foundation,False,81,True,True
Hisobingizdan 486 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/637134!,hisobingizdan 486 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/637134,DANGEROUS,uz,v10_uzb_foundation,False,106,True,True
Foydalanuvchilarga maxsus imokniyat taqdim etilmoqda...,foydalanuvchilarga maxsus imokniyat taqdim etilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,55,False,False
You flippin your shit yet?,you flippin your shit yet,SAFE,en,v10_eng_foundation,False,26,False,False
Sizga yangi transfer keldi 493 000. Qabul qiling https://t.me/prize_bot/423875,sizga yangi transfer keldi 493 000. qabul qiling https://t.me/prize_bot/423875,DANGEROUS,uz,v10_uzb_foundation,False,78,True,True
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=7128961,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://click auth.uz/code 7128961,DANGEROUS,uz,v10_uzb_foundation,False,114,True,True
Операция по карте ожидает подтверждения...,операция по карте ожидает подтверждения...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,42,False,False
Hisobingizdan 514 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: http://click-safety.uz/607326 ),hisobingizdan 514 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: http://click safety.uz/607326,DANGEROUS,uz,v10_uzb_foundation,False,107,True,True
Опреатор связи: изменения в тарифном плане!,опреатор связи: изменения в тарифном плане,SUSPICIOUS,ru,synthetic_suspicious_v1,True,43,False,False
Telegram Premium free! Botga kiring https://t.me/prize_bot/208818 ),telegram premium free botga kiring https://t.me/prize_bot/208818,DANGEROUS,en,v10_eng_foundation,False,67,True,True
Telegram premium sovg'a olish uchun botga kiring: https://uz-yutuq.com/p=5646294,telegram premium sovg'a olish uchun botga kiring: https://uz yutuq.com/p 5646294,DANGEROUS,uz,v10_uzb_foundation,False,80,True,True
Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar he's married. ìï like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.,SAFE,en,v10_eng_foundation,False,160,False,False
Kodingiz: 726487. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 726487. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation,False,60,False,True
"Современная онлайн-профессия
Обучение предоставляем
От 8700 в день
Исключительно 21+

Для подробностей писать - @USERNAME_REDACTED",современная онлайн профессия обучение предоставляем от 8700 в день исключительно 21 для подробностей писать username_redacted,SUSPICIOUS,ru,v10_rus_foundation,False,130,False,True
Dont kick coco when he's down,dont kick coco when he's down,SAFE,en,v10_eng_foundation,False,29,False,False
"Hisobingiz vaqtincha cheklangan, tasdiqlanng!",hisobingiz vaqtincha cheklangan tasdiqlanng,SUSPICIOUS,uz,synthetic_suspicious_v1,True,45,False,False
Uyga qaytayotganda tuxum olib kel..,uyga qaytayotganda tuxum olib kel..,SAFE,en,v10_eng_foundation,False,35,False,False
Talk to g and x about that,talk to g and x about that,SAFE,en,v10_eng_foundation,False,26,False,False
Went to pay rent. So i had to go to the bank to authorise the payment.,went to pay rent. so i had to go to the bank to authorise the payment.,SAFE,en,v10_eng_foundation,False,70,False,False
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/243173,sizga davlat subsidiyasi ajratildi. olish uchun: http://bonus uz.com/id/243173,DANGEROUS,uz,v10_uzb_foundation,False,78,True,True
Uyga qaytayotganda sut olib kel. :),uyga qaytayotganda sut olib kel. :,SAFE,en,v10_eng_foundation,False,35,False,False
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win the newest harry potter and the order of the phoenix book 5 reply harry answer 5 questions chance to be the first among readers,SUSPICIOUS,en,v10_eng_foundation,False,138,False,True
Bonus poiints exppiring in 3 days..,bonus poiints exppiring in 3 days..,SUSPICIOUS,en,synthetic_suspicious_v1,True,35,False,True
Then why no one talking to me,then why no one talking to me,SAFE,en,v10_eng_foundation,False,29,False,False
A Ã¥Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Ã¥Â£400 reward. Just call 09066380611,a ã â 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a ã â 400 reward. just call 09066380611,DANGEROUS,en,v10_eng_foundation,False,161,False,True
Автоплатеж запланиован на через 24 часа,автоплатеж запланиован на через 24 часа,SUSPICIOUS,ru,synthetic_suspicious_v1,True,39,False,True
Sizga yangi transfer keldi 428 000. Qabul qiling http://pay-check.net/396955 (,sizga yangi transfer keldi 428 000. qabul qiling http://pay check.net/396955,DANGEROUS,uz,v10_uzb_foundation,False,78,True,True
"Мы нашли информацию на ваше имя, подтверите...",мы нашли информацию на ваше имя подтверите...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,46,False,False
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colours euro 2004 2 4 1 offer get an england flag 3lions tone on ur phone click on the following service message for info,SUSPICIOUS,en,v10_eng_foundation,False,135,False,True
Bugun metroda odam kop edi,bugun metroda odam kop edi,SAFE,uz,v10_uzb_foundation,False,26,False,False
Id have to check but there's only like 1 bowls worth left,id have to check but there's only like 1 bowls worth left,SAFE,en,v10_eng_foundation,False,57,False,True
So i'm doing a list of buyers.,so i'm doing a list of buyers.,SAFE,en,v10_eng_foundation,False,30,False,False
Xizmat haqi: 155576 so'm. Humo xizmati.,xizmat haqi: 155576 so'm. humo xizmati.,SAFE,uz,v10_uzb_foundation,False,39,False,True
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit. but its a start. are you using it to get sponsors for the next event,SAFE,en,v10_eng_foundation,False,88,False,False
Bank xizmati: kartangiz holaati tkeshirilmoqda!,bank xizmati: kartangiz holaati tkeshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,47,False,False
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,can help u swoop by picking u up from wherever ur other birds r meeting if u want.,SAFE,uz,v10_uzb_foundation,False,82,False,False
A new device signed into yuor account,a new device signed into yuor account,SUSPICIOUS,en,synthetic_suspicious_v1,True,37,False,False
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin 2 bristol 1 st week in april. les got off rudi on new yrs eve but i was snoring.they were drunk u bak at college yet my work sends ink 2 bath.,SAFE,uz,v10_uzb_foundation,False,157,False,True
"Menga 3880,000 so'm tashlab tura olasanmi?.",menga 3880 000 so'm tashlab tura olasanmi .,SAFE,uz,v10_uzb_foundation,False,43,False,True
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,here got ur favorite oyster... n got my favorite sashimi... ok lar i dun say already... wait ur stomach start rumbling...,SAFE,en,v10_eng_foundation,False,121,False,False
Bugungi majlis 8:45 ga surildi.,bugungi majlis 8:45 ga surildi.,SAFE,en,v10_eng_foundation,False,31,False,True
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 357898",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 357898,SAFE,uz,v10_uzb_foundation,False,69,False,True
Its not that time of the month nor mid of the time?,its not that time of the month nor mid of the time,SAFE,en,v10_eng_foundation,False,51,False,False
"I think your mentor is , but not 100 percent sure.",i think your mentor is but not 100 percent sure.,SAFE,en,v10_eng_foundation,False,50,False,True
Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday... may u find ur prince charming soon n dun work too hard...,SAFE,uz,v10_uzb_foundation,False,75,False,False
KARTANGIZ BILAN YANGI QURILMDAAN OPERATSIYA QILINDI,kartangiz bilan yangi qurilmdaan operatsiya qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,True,51,False,False
Internet paketlar: http://internet.uz,internet paketlar: http://internet.uz,SUSPICIOUS,uz,v10_uzb_foundation,False,37,True,False
Hisobingizdan 619 000 yechildi. Bekor qilish http://pay-check.net/41919 OK,hisobingizdan 619 000 yechildi. bekor qilish http://pay check.net/41919 ok,DANGEROUS,uz,v10_uzb_foundation,False,74,True,True
O'tkazma qabul qilindi: 11703 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 11703 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation,False,47,False,True
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=48669,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz yutuq.com/p 48669,DANGEROUS,uz,v10_uzb_foundation,False,77,True,True
Sizning kodingiz: 444315,sizning kodingiz: 444315,SAFE,uz,v10_uzb_foundation,False,24,False,True
Hisobingizdan 859 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/372123,hisobingizdan 859 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/372123,DANGEROUS,uz,v10_uzb_foundation,False,105,True,True
Are you ok. What happen to behave like this,are you ok. what happen to behave like this,SAFE,en,v10_eng_foundation,False,43,False,False
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-623498!,sizning kartangiz bloklandi. tasdiqlash uchun: https://bit.ly/claim 623498,DANGEROUS,uz,v10_uzb_foundation,False,75,True,True
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,pass dis to all ur contacts n see wat u get red i'm in luv wid u. blue u put a smile on my face. purple u r realy hot. pink u r so swt. orange i thnk i lyk u. green i realy wana go out wid u. yelow i wnt u bck. black i'm jealous of u. brown i miss you nw plz giv me one color,SAFE,uz,v10_uzb_foundation,False,276,False,False
"Assalomu alaykum ustoz, dars qachon boshlanadi?",assalomu alaykum ustoz dars qachon boshlanadi,SAFE,uz,v10_uzb_foundation,False,47,False,False
To'lovingiz qayta ishlsah jarayonida...,to'lovingiz qayta ishlsah jarayonida...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
Xavfsizlik markazi: hisobingiz tekshirilmoqda!,xavfsizlik markazi: hisobingiz tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,True,46,False,False
We have to pick rayan macleran there.,we have to pick rayan macleran there.,SAFE,en,v10_eng_foundation,False,37,False,False
Flash sae: premium access at reduced pirce...,flash sae: premium access at reduced pirce...,SUSPICIOUS,en,synthetic_suspicious_v1,True,45,False,False
Bank: kartanngiz faoliyati tekshirilmoqda...,bank: kartanngiz faoliyati tekshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,False
Davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/990311!!,davlat subsidiyasi uchun ariza qoldiring https://t.me/prize_bot/990311,DANGEROUS,uz,v10_uzb_foundation,False,72,True,True
"Davlat tomonidan 850,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=3202665",davlat tomonidan 850 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click auth.uz/code 3202665,DANGEROUS,uz,v10_uzb_foundation,False,115,True,True
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot?ref=7429970,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://t.me/premium_uz_bot ref 7429970,DANGEROUS,uz,v10_uzb_foundation,False,119,True,True
In the end she might still vomit but its okay. Not everything will come out.,in the end she might still vomit but its okay. not everything will come out.,SAFE,en,v10_eng_foundation,False,76,False,False
So Ì_'ll be submitting da project tmr rite?,so ì_'ll be submitting da project tmr rite,SAFE,en,v10_eng_foundation,False,43,False,False
Telegram Premium free! Botga kiring http://uz-confirm.com/473139!,telegram premium free botga kiring http://uz confirm.com/473139,DANGEROUS,en,v10_eng_foundation,False,65,True,True
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow ... i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love ... i think of you and miss you,SAFE,en,v10_eng_foundation,False,152,False,False
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",i don t think so. you don't need to be going out that late on a school night. especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,SAFE,en,v10_eng_foundation,False,193,False,False
Total video converter free download type this in google search:),total video converter free download type this in google search:,SAFE,en,v10_eng_foundation,False,64,False,False
Speak only when you feel your words are better than the silence... Gud mrng:-),speak only when you feel your words are better than the silence... gud mrng:,SAFE,en,v10_eng_foundation,False,78,False,False
Yuor order status has changed...,yuor order status has changed...,SUSPICIOUS,en,synthetic_suspicious_v1,True,32,False,False
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,hey cutie. how goes it here in wales its kinda ok. there is like hills and shit but i still avent killed myself.,SAFE,en,v10_eng_foundation,False,114,False,False
Click: To'lov xatosi. Kartani qayta bog'lang https://bit.ly/claim-604590 👍,click: to'lov xatosi. kartani qayta bog'lang https://bit.ly/claim 604590,DANGEROUS,uz,v10_uzb_foundation,False,74,True,True
I'm vivek:)i got call from your number.,i'm vivek: i got call from your number.,SAFE,en,v10_eng_foundation,False,39,False,False
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16 norm150p/tone,SUSPICIOUS,en,v10_eng_foundation,False,162,True,True
