text,clean_text,label,language,source,category
Новый запрос на перевдо средств..,новый запрос на перевдо средств..,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Обновите платеежные данные!,обновите платеежные данные,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
NEW SEASONAL OFFEER WATIING FOR YOU,new seasonal offeer watiing for you,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Someone mentined you in a group!,someone mentined you in a group,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
An upate is available for yoour acccount...,an upate is available for yoour acccount...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Foydalanuvchilarga maaxsus imkoniyat taqdim etilmoqda!,foydalanuvchilarga maaxsus imkoniyat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Пожлауйста, проверьте настройки безопасности",пожлауйста проверьте настройки безопасности,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Hisobingiz uchun new ofefr bor!,hisobingiz uchun new ofefr bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
IT-отдел: смените паорль в целях безопасности,it отдел: смените паорль в целях безопасности,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Akkountingizga yangi harkaat qayd qilindi,akkountingizga yangi harkaat qayd qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Tizim ma'muiyati: parolingizni yangilash tavsiya etiladi,tizim ma'muiyati: parolingizni yangilash tavsiya etiladi,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Texnik yordam: tizimga qayta kiring!,texnik yordam: tizimga qayta kiring,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Подтвердите актуальность вашего номера телефона,подтвердите актуальность вашего номера телефона,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Ma'lumotlaringizni yangilash uchun tizmiga kiring,ma'lumotlaringizni yangilash uchun tizmiga kiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Hisobingiz balansi 500,000 so'mdan past...",hisobingiz balansi 500 000 so'mdan past...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Sizga Tiizm dan xabar keldi!,sizga tiizm dan xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Discount ollish uchun register qiling..,discount ollish uchun register qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Your subscription renewal comes witth a bonus,your subscription renewal comes witth a bonus,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Balans tekshiruvi: hisobnngizga kirinng...,balans tekshiruvi: hisobnngizga kirinng...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Xurmatli foydalanuvchi, hiisobingiz bo'yicha savol bor...",xurmatli foydalanuvchi hiisobingiz bo'yicha savol bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Tanishingiz sizni tavssiya qildi, tekshiring",tanishingiz sizni tavssiya qildi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Your recent ativity has been flagged,your recent ativity has been flagged,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Please update yor information to avoid disruption..,please update yor information to avoid disruption..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Please review and update your seccurity info...,please review and update your seccurity info...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Вша сессия истекает, войдите снова",вша сессия истекает войдите снова,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
BONUS POINTS EXPIRIING IN 3 DAYS...,bonus points expiriing in 3 days...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Tizim administratori xabarii: yaangilanish talab qilinadi,tizim administratori xabarii: yaangilanish talab qilinadi,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Securre your hisobingizni...,securre your hisobingizni...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Коллега просил передать вам информацию...,коллега просил передать вам информацию...,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Ваша учетная запись временно ограничена!,ваша учетная запись временно ограничена,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
"Buyurmtangiz holati o'zgardi, tekshiirng!",buyurmtangiz holati o'zgardi tekshiirng,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Банк: проверка оперций по вашей крате,банк: проверка оперций по вашей крате,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Time-sesitive: confirm your account detaisl,time sesitive: confirm your account detaisl,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Hisobingizdan 5,000 so'm yechildi, taniyasizmi...",hisobingizdan 5 000 so'm yechildi taniyasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Do you still need heelp with the project?,do you still need heelp with the project,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Ma'lumotlaringiz esikrgan, yangilash kerak!",ma'lumotlaringiz esikrgan yangilash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Kartangiz bo'yicha operatsiya amalga oshiridli!,kartangiz bo'yicha operatsiya amalga oshiridli,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Plaese hisobinigzni cek qiling...,plaese hisobinigzni cek qiling...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Guruhda sizni eslatishhdi, tekshiring...",guruhda sizni eslatishhdi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Sizning buyurtmangiz bo'yciha maummo bor, aloqaga cihqing...",sizning buyurtmangiz bo'yciha maummo bor aloqaga cihqing...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Bank xizzmati: kartangiz holati tekshirilmoqda,bank xizzmati: kartangiz holati tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
IT Security: two-factor authntication update...,it security: two factor authntication update...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Ma'lumotlaringizni bugun da yangilang!,ma'lumotlaringizni bugun da yangilang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Sizning ma'ulmotlaringiz bo'yicha tushntirish kera.k!,sizning ma'ulmotlaringiz bo'yicha tushntirish kera.k,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Yangi qurilmadan krish amalga oshhirildi!,yangi qurilmadan krish amalga oshhirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Profilingiz bo'yyicha muhim bildirihnoma,profilingiz bo'yyicha muhim bildirihnoma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Автоплатеж запланиован на через 24 часа...,автоплатеж запланиован на через 24 часа...,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Ваш контакт был пеердан нам партнером,ваш контакт был пеердан нам партнером,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Account verification required within 48 hours!,account verification required within 48 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
VIP status oish imknoiyati mavjud,vip status oish imknoiyati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Verify your kaartangizni please...,verify your kaartangizni please...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Bugungi taklif: masus bonus szni kutmoqda,bugungi taklif: masus bonus szni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Do'stingiz akkauntinngizga kirishga harakat qildi...,do'stingiz akkauntinngizga kirishga harakat qildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Administrator: hisobingiz vaqtincha to'xtatildi!,administrator: hisobingiz vaqtincha to'xtatildi,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Texnik xizmat xabri: tizim yangilanishi rejalashtirilgan..,texnik xizmat xabri: tizim yangilanishi rejalashtirilgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Moderator xabari: akkauntingiz ko'rib chiqilmoqda...,moderator xabari: akkauntingiz ko'rib chiqilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Profilingizda o'zgarishhlar aniqlandi,profilingizda o'zgarishhlar aniqlandi,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
HISOBINGIIZ UCHUN MASXUS BONUS TAYYORLANDI...,hisobingiiz uchun masxus bonus tayyorlandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
New seasonal offeer waiting for you,new seasonal offeer waiting for you,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Xavfsizlik sabbli akkauntingizni tekshiring...,xavfsizlik sabbli akkauntingizni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
You were recommended by a mtual friend...,you were recommended by a mtual friend...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Sizgga cashback offer bor,sizgga cashback offer bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Hisoingiz blansi 50,0000 so'mdan past!",hisoingiz blansi 50 0000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Sizzning account under review!,sizzning account under review,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hiisobingiz uchun new offer bor!,hiisobingiz uchun new offer bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Akkauntingiz xavfsizlik tekshiruvidan o'tishi lozim,akkauntingiz xavfsizlik tekshiruvidan o'tishi lozim,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Confirm your identity to continue using the service,confirm your identity to continue using the service,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Hisobingiz uchun maxsus bonus tayyorlandi..,hisobingiz uchun maxsus bonus tayyorlandi..,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bugungi aksiya: barcha foydalanuvchilarga bonus!,bugungi aksiya: barcha foydalanuvchilarga bonus,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Hiobingiz balansi 50,000 so'mdan past!",hiobingiz balansi 50 000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
NEW FEATURES AVAILABLE FOR YOR ACCOUNT...,new features available for yor account...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Пожалуйста, проверьте настройки безопасности...",пожалуйста проверьте настройки безопасности...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Нам нужно уточнить данные по вашему обраещнию!,нам нужно уточнить данные по вашему обраещнию,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
"Sizning buyurtmangiz bo'yciha muamo borr, aloqaga cihqing...",sizning buyurtmangiz bo'yciha muamo borr aloqaga cihqing...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hiosbingizni verfiy qiling,hiosbingizni verfiy qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Your recent actiivity has beeen flagged,your recent actiivity has beeen flagged,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Please verify your account witihn the next 3 days..,please verify your account witihn the next 3 days..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You reeceived a document from HR!,you reeceived a document from hr,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Messae pending bor sizda!,messae pending bor sizda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Sizga 50,000 so''m cashback berilishi mumkin...",sizga 50 000 so''m cashback berilishi mumkin...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Sizning account temporarily suspended,sizning account temporarily suspended,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
I nottced your profile matches our criteria,i nottced your profile matches our criteria,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
MODERATOR XBARI: AKKAUUNTINGIZ KO'RIB CHIQILMOQDA,moderator xbari: akkauuntingiz ko'rib chiqilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Your cerdentils need to be updated...,your cerdentils need to be updated...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You recceived a document form Admin,you recceived a document form admin,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Do'stingiz sizga sovgg'a yubordi, tasdiqlang...",do'stingiz sizga sovgg'a yubordi tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
We have an oportunity that might interest you,we have an oportunity that might interest you,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Limited-time access available for pemium features,limited time access available for pemium features,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobbingizda shuhbali operatsiya kuzatildi,hisobbingizda shuhbali operatsiya kuzatildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Ma'lumotlaringizni ertaga da yangilanng...,ma'lumotlaringizni ertaga da yangilanng...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Hisobingiz balansi 50,000 so'mdan pats!",hisobingiz balansi 50 000 so'mdan pats,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Account reactivation kerak...,account reactivation kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Immediate acton recommended for your account!,immediate acton recommended for your account,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Hisobingiz balansi 500,000 so'mdan past..",hisobingiz balansi 500 000 so'mdan past..,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
SIZGA BILDIRISHNOMA BOR,sizga bildirishnoma bor,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Hisobingiz uchun yangi xavfsizlik talabi mavjud...,hisobingiz uchun yangi xavfsizlik talabi mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingiz faoliyatida o'zgariish mavjjud...,hisobingiz faoliyatida o'zgariish mavjjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Your order staauts has changed,your order staauts has changed,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Maxus taklif sizni kutmoqda,maxus taklif sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
ОБНАРУЖЕН НОВЫЙ ВХОД С НЕИЗВЕСТНОГО IP!,обнаружен новый вход с неизвестного ip,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
"Salom, men texnik mutaxassisdn. Hisobingiz haqida gaplashishimiz keerak...",salom men texnik mutaxassisdn. hisobingiz haqida gaplashishimiz keerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Ma'lumotlaringiz bo'yicha yangilik mavjud...,ma'lumotlaringiz bo'yicha yangilik mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Following up on our conversatioon earlieer,following up on our conversatioon earlieer,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Ваш еенедельный отчет готов!,ваш еенедельный отчет готов,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Account verification required within 24 hours,account verification required within 24 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Otp kodni verify qiilng!,otp kodni verify qiilng,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Bugun ro'yxatdan o'ting va bonus oling!,bugun ro'yxatdan o'ting va bonus oling,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Maxsus taklifdan foydalaning, vqat chekklangan",maxsus taklifdan foydalaning vqat chekklangan,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bonus poiints epiring in 3 days...,bonus poiints epiring in 3 days...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Sizga Moedrator dan xabra keldi,sizga moedrator dan xabra keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Hisobingizni ertaga ichhida tasdiqlang!,hisobingizni ertaga ichhida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Новй заапрос автризации зафиксирован,новй заапрос автризации зафиксирован,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Account verification required wihin 24 hours,account verification required wihin 24 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Lgin qilib tekshiib k'ring...,lgin qilib tekshiib k'ring...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Customer service: yoru ticket requires a response...,customer service: yoru ticket requires a response...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
A new device signed into yuor account,a new device signed into yuor account,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Sizga bildirishnoa bor,sizga bildirishnoa bor,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Flash sea: premium access at reduced pirce,flash sea: premium access at reduced pirce,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Срочно: подтвердите изменения в аккаунте...,срочно: подтвердите изменения в аккаунте...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
IT Deaprtment: password change recommended...,it deaprtment: password change recommended...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Confirm qilnig akkauntingizni,confirm qilnig akkauntingizni,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Sizga urgent xabar keldi,sizga urgent xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Pease verify your account within the next 3 days..,pease verify your account within the next 3 days..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Kartangiz limitiga yaqinlashmoqdasiz,kartangiz limitiga yaqinlashmoqdasiz,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Tizimda sizning nomingizga ro'yxatdan o'tilgan, sizmisi.z..",tizimda sizning nomingizga ro'yxatdan o'tilgan sizmisi.z..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Siz uchun yangilik bo, tasdiqlang!",siz uchun yangilik bo tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Tiizm hisobingizni tekshirish so'ramoqda!,tiizm hisobingizni tekshirish so'ramoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Bank xavfsizlik bo'limi: hisobingizni tasdiqlang..,bank xavfsizlik bo'limi: hisobingizni tasdiqlang..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Your subscription rennewal comes with a bonus,your subscription rennewal comes with a bonus,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Hey, this is John. Can you call me back on this number?",hey this is john. can you call me back on this number,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hiobingizni yangilash taalab qilinmoqda...,hiobingizni yangilash taalab qilinmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingizni yangilsah talab qilinmoqda!,hisobingizni yangilsah talab qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Kutlmagan kirish aniqlandi, tekshiring",kutlmagan kirish aniqlandi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Upgade yoru account with a limited offeer,upgade yoru account with a limited offeer,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Login qilib tekshirib koo'ring!,login qilib tekshirib koo'ring,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Hurmatli mijoz, Ucell sizga xabar yubormoqda",hurmatli mijoz ucell sizga xabar yubormoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Someone viewed your profile!,someone viewed your profile,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Tecnhical team: service disruption expected,tecnhical team: service disruption expected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Bank xizmati: kartangiz holaati tkeshirilmoqda..,bank xizmati: kartangiz holaati tkeshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Sppecial prmotion endign soon...,sppecial prmotion endign soon...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Вша сессия истекает, войите снова...",вша сессия истекает войите снова...,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Please hisbingizni cehck qiliing,please hisbingizni cehck qiliing,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Sizga cshback ofefr bor!,sizga cshback ofefr bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Iltimos, ma'lumotaringizni ertaga ichida tasdiqlang",iltimos ma'lumotaringizni ertaga ichida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"A frind sent you a gift, check it out",a frind sent you a gift check it out,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Following up on our conversatioon earlier...,following up on our conversatioon earlier...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Chek your account stauts now,chek your account stauts now,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Sizga Tizim dan xabar keldi!,sizga tizim dan xabar keldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Verify your email to keep your account actiive,verify your email to keep your account actiive,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Yangi to'olv so'rovi qabul qilindi..,yangi to'olv so'rovi qabul qilindi..,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Someone viewd your profile,someone viewd your profile,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Hisobingizda shubhali operatsiya kuzatildi!,hisobingizda shubhali operatsiya kuzatildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Following up on our conversation eariler,following up on our conversation eariler,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Your account activty summmary is ready,your account activty summmary is ready,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Huratli mijoz, Click sizga xabar yubormoqda...",huratli mijoz click sizga xabar yubormoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Someone viewed yuor profile...,someone viewed yuor profile...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Your account activity summary is rady,your account activity summary is rady,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Account verification required withhin 24 hours...,account verification required withhin 24 hours...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
SIZNING NOMINGIZGA ARIZA TUSHDI..,sizning nomingizga ariza tushdi..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
ACCOUUNT NI TASDIQLASH KERAK,accouunt ni tasdiqlash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Yoru contact was lsted in our directory...,yoru contact was lsted in our directory...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hisobinngizni verfy qiling..,hisobinngizni verfy qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Chek your account sttaus now!,chek your account sttaus now,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Your conatct was lsted in our directory!,your conatct was lsted in our directory,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
An update is available for your acccount....,an update is available for your acccount....,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Username yoki password xato...,username yoki password xato...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
SECURE YOUR HSIOBINGIZNI,secure your hsiobingizni,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Ваш еженедельный очет готов,ваш еженедельный очет готов,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
IT Security: two-factor authentication upate...,it security: two factor authentication upate...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Excluise deal for selected users,excluise deal for selected users,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobingizni faollashtirish uhun kirish talb etiladi...,hisobingizni faollashtirish uhun kirish talb etiladi...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Sizning account under revew!,sizning account under revew,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Security updatte qiling iltimos...,security updatte qiling iltimos...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingizga noma'lum qurilmadan ulansh bo'ldi,hisobingizga noma'lum qurilmadan ulansh bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Новый запроос авторизации зафиксирован,новый запроос авторизации зафиксирован,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
You received a document from Admin,you received a document from admin,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Check your account staus now...,check your account staus now...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Profilingiz boo'yicha muim bildirishnoma,profilingiz boo'yicha muim bildirishnoma,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Мы получили заявку от ваашего имени!,мы получили заявку от ваашего имени,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Foydalanuvchilarga maxsus imkoniyaat taqdim etilmoqda!,foydalanuvchilarga maxsus imkoniyaat taqdim etilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
VIP stats olish imkoniyati mavjud,vip stats olish imkoniyati mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bank xavfsizlik bo'limi: hisobingizni tasdiqlang...,bank xavfsizlik bo'limi: hisobingizni tasdiqlang...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Support: your cae has been escalated...,support: your cae has been escalated...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Account review: suspicious activity dettected!,account review: suspicious activity dettected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Confirm your identity to contnue using the service,confirm your identity to contnue using the service,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Your account is pending review, please verify!",your account is pending review please verify,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"SALMO, SIZNING RAQAMINNGIZ CLICK DA RO'YXATDAN O'TGAN",salmo sizning raqaminngiz click da ro'yxatdan o'tgan,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"New rewards available, chheck yoour eligibility..",new rewards available chheck yoour eligibility..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
"Your resume was forwarded to me, let's takl",your resume was forwarded to me let's takl,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Получн документ на ваше имя,получн документ на ваше имя,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Мы получили заявку от вашего имени!,мы получили заявку от вашего имени,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Bugungi taklif: maxsus bonus siizni kutmoqda...,bugungi taklif: maxsus bonus siizni kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
IT Security: two-factro authentication update..,it security: two factro authentication update..,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Profile ni update qilish kerka...,profile ni update qilish kerka...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Автоплатеж запланиован на через 24 часа,автоплатеж запланиован на через 24 часа,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Your weekly report is ready...,your weekly report is ready...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Oxirgi tranzaksiyani tasdiqlang iltimos...,oxirgi tranzaksiyani tasdiqlang iltimos...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Xavfsizlik: oxirgi kirishlar tekshirilmoqda,xavfsizlik: oxirgi kirishlar tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Xavfsizliik: oxirgi kirshlar tekshirilmoqda,xavfsizliik: oxirgi kirshlar tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"A friend sent you a gift, check it out...",a friend sent you a gift check it out...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
