idx,text_preview,existing_lang,detected_lang,method,source
64653,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64719,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64728,Kodingiz: 417665. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
64759,Kodingiz: 89670. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
64765,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64769,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64770,Kodingiz: 691366. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
64808,Kodingiz: 350016. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
64840,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64842,Kodingiz: 367892. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
64860,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64895,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64949,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64960,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64965,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64970,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
64997,Kodingiz: 761343. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65015,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65033,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65037,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65047,Kodingiz: 821337. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65054,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65060,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65066,Kodingiz: 12412. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65105,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65116,Kodingiz: 385763. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65125,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65142,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65147,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65158,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65163,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65165,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65171,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65176,Kodingiz: 562385. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65185,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65193,Kodingiz: 991239. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65194,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65195,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65239,Kodingiz: 888165. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65283,Kodingiz: 398337. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65290,Kodingiz: 334465. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65302,Kodingiz: 584569. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65314,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65344,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65421,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65427,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65456,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65469,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65476,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65483,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65485,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65524,Kodingiz: 902206. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65565,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65573,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65582,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65591,Kodingiz: 489995. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65603,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65618,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65624,Kodingiz: 87776. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65629,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65646,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65685,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65699,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65702,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65709,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65748,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65752,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65755,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65770,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65771,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65822,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65827,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65832,Kodingiz: 132107. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65856,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65858,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65894,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65897,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65949,Kodingiz: 729581. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65958,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65960,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65962,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
65975,Kodingiz: 391933. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
65992,Kodingiz: 808479. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
66028,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66033,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66042,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66056,Kodingiz: 807403. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
66061,Kodingiz: 796554. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
66089,Hujjatni yuklab oling va oching: document.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66095,Kodingiz: 408798. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
66137,Hujjatni yuklab oling va oching: video.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66139,Hujjatni yuklab oling va oching: update.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66155,Hujjatni yuklab oling va oching: scan.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66162,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66166,Kodingiz: 295934. Uni hech qachon begona shaxslarga aytmang!,uz,en,latin_default,master_semantic_dataset_v7.csv
66174,Hujjatni yuklab oling va oching: photo.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66181,Hujjatni yuklab oling va oching: invoice.apk,uz,en,latin_default,master_semantic_dataset_v7.csv
66247,"Menga 1650,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66248,Bugun 15:30 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66249,Dam olish kuningiz maroqli o'tsin,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66259,Bugun 20:00 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66266,Bugun 14:00 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66284,Bugun 19:30 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66298,go'sht narxi qancha ekan hozir?.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66301,Bugun 8:45 da ko'rishamiz.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66309,Bugun 10:00 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66311,Guruhga yangi a'zolarni qo'shmanglar iltimos,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66317,Bugun 12:30 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66322,"Menga 150,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66333,Bugun 12:45 da ko'rishamiz.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66351,Bugun 15:00 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66363,Bugun 17:00 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66381,"Menga 1460,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66391,Bugun 14:15 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66394,"Menga 360,000 so'm tashlab tura olasanmi?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66400,"Faylni yuklab oldim, rahmat",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66403,"Menga 1920,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66409,"Menga 4420,000 so'm tashlab tura olasanmi?.",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66416,Vazifani jo'natvor iltimos. OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66419,Bugun 10:00 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66431,Bugun 9:15 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66434,Vazifani jo'natvor iltimos..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66445,"Menga 4090,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66464,Uyga qaytayotganda go'sht olib kel....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66487,Rahmat kattakon! ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66546,"Pulni kartaga tushirdim, 150 ming so'm",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66551,"Menga 790,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66555,Uyga qaytayotganda go'sht olib kel..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66558,Xatni pochtadan jo'natdim. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66575,"Menga 1750,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66588,Bugun 20:45 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66606,"Menga 1870,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66608,Bugun 17:45 da ko'rishamiz. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66618,Pul o'tkazib yubordim,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66673,"Salom, ishlar qale? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66690,Bugun 18:00 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66697,Bugun 19:00 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66701,Bugun 18:15 da ko'rishamiz.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66703,Bugun 17:15 da ko'rishamiz.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66718,"Menga 4400,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66732,Bugun 15:15 da ko'rishamiz.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66735,Bugun 15:00 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66741,"Menga 2360,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66758,"Menga 2400,000 so'm tashlab tura olasanmi?.",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66766,"Salom, ishlar qale?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66773,"Menga 2950,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66774,"Menga 3700,000 so'm tashlab tura olasanmi?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66778,Bugun 21:30 da ko'rishamiz. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66784,"Menga 2420,000 so'm tashlab tura olasanmi?.",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66793,Bugun 14:00 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66794,Bugun 16:00 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66805,"Menga 4980,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66817,Vazifani jo'natvor iltimos. 👍,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66818,Bugun ertalab da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66827,"Menga 3880,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66836,Bugun 9:30 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66840,"Charchamang, oq yo'l!...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66846,"Menga 2990,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66854,Pulni tashladim tekshirib ko'r.!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66863,"Menga 1920,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66875,Bugun 12:15 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66899,Bugun 10:45 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66917,"Menga 3880,000 so'm tashlab tura olasanmi?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66919,Bugun 15:45 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66930,"8 at the latest, g's still there if you can scrounge up some ammo and want to gi",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66932,Bugun 11:15 da ko'rishamiz.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66950,Bugun 11:00 da ko'rishamiz. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66951,Vazifani jo'natvor iltimos. ?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66953,Vazifani jo'natvor iltimos.!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66963,Bugun 18:30 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66975,So what did the bank say about the money?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66978,Xatni jo'natdingmi?.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66988,Telefonni ko'tar!?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
66996,"Menga 3230,000 so'm tashlab tura olasanmi?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67007,Xatni pochtadan jo'natdim. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67010,O'qish qachon tugaydi??,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67018,O'qish qachon tugaydi? tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67023,Bugun 13:45 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67052,"Menga 1750,000 so'm tashlab tura olasanmi?!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67056,"Menga 2630,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67060,Bugun 9:30 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67065,Rahmat kattakon!!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67072,"Menga 1750,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67086,Bugun 21:45 da ko'rishamiz....,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67091,"Yeah that's what I thought, lemme know if anything's goin on later",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67097,"Menga 700,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67105,Pulni tashladim tekshirib ko'r.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67106,"Menga 2450,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67107,"Menga 2400,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67132,Bugun 18:30 da ko'rishamiz. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67137,"Menga 2420,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67147,Bugun 19:15 da ko'rishamiz. :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67158,Ishlar bilan charchamayapsizmi?!!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67176,Yaxshimisiz? Sog'liqlar qalay? :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67178,"Menga 430,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67196,Rahmat kattakon! (,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67197,"Menga 1650,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67201,"Yangi kino chiqibdi, ko'rdinglarmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67204,"Menga 790,000 so'm tashlab tura olasanmi??",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67205,Have you seen who's back at Holby?!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67212,Choyxonada kutib o'tiramiz,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67221,"Kichkina qizcham tug'ildi, duo qilib qo'yinglar!",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67231,"Menga 3540,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67259,Yaxshimisiz? Sog'liqlar qalay?!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67279,"Menga 1460,000 so'm tashlab tura olasanmi??",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67294,Kartaga pul tushdimi?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67296,"Pulni kartaga tushirdim, 110 ming so'm",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67303,Bugun 16:30 da ko'rishamiz.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67308,"Menga 850,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67313,Bugun 15:30 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67326,Bugun 14:00 da ko'rishamiz.!,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67327,"Menga 900,000 so'm tashlab tura olasanmi?",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67346,"Menga 2860,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67351,go'sht narxi qancha ekan hozir?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67353,Qachon ko'rishamiz?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67358,"Menga 430,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67360,Bugun 18:30 da ko'rishamiz.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67364,Pulni tashladim tekshirib ko'r. ),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67367,Bugun 21:30 da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67378,Bugun 20:15 da ko'rishamiz..,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67380,"Menga 4120,000 so'm tashlab tura olasanmi?.",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67383,Bugun 13:30 da ko'rishamiz.?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67385,"Menga 4420,000 so'm tashlab tura olasanmi? :)",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67391,Juma ayyomi barchaga muborak bo'lsin,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67393,"Menga 900,000 so'm tashlab tura olasanmi?...",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67400,Uyga qaytayotganda go'sht olib kel.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67403,Bugun ertalab da ko'rishamiz. tezroq,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67410,Pulni tashladim tekshirib ko'r. -,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67413,I'll probably be by tomorrow (or even later tonight if something's going on),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67426,Rasmga tushib guruhga tashlab qo'yinglar,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67427,"Menga 2420,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67433,Ishlar bilan charchamayapsizmi?,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67453,"Menga 1750,000 so'm tashlab tura olasanmi??",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67456,"Menga 2010,000 so'm tashlab tura olasanmi? tezroq",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67458,"Menga 3190,000 so'm tashlab tura olasanmi?.",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67462,Bugun 14:30 da ko'rishamiz.,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67464,"Pulni kartaga tushirdim, 170 ming so'm",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67465,"Menga 4400,000 so'm tashlab tura olasanmi??",en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67472,Telefonni ko'tar! :),en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67484,Gapingizga qo'shilaman,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67496,Xatni jo'natdingmi? OK,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
67498,go'sht narxi qancha ekan hozir?...,en,uz,latin_uz_markers,master_semantic_dataset_v7_cleaned.csv
