idx,text_preview,assigned_lang,source
60145,Оплата заказа №2790 не прошла. Повторите: http://click-safety.uz/379787 ),ru,master_semantic_dataset_v7.csv
60147,Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/235043 OK,ru,master_semantic_dataset_v7.csv
60148,Вы выиграли 574 000 рублей! Получите приз: http://click-safety.uz/359716 -,ru,master_semantic_dataset_v7.csv
60149,Оплата заказа №5529 не прошла. Повторите: http://pay-check.net/292530!!,ru,master_semantic_dataset_v7.csv
60150,Вы выиграли 758 000 рублей! Получите приз: http://click-safety.uz/266137 ),ru,master_semantic_dataset_v7.csv
60151,Инвестиции в газ! Доход от 538 000 в неделю: https://bit.ly/claim-40918 -,ru,master_semantic_dataset_v7.csv
60153,Оплата заказа №7836 не прошла. Повторите: http://pay-check.net/646209.,ru,master_semantic_dataset_v7.csv
60155,Оплата заказа №4909 не прошла. Повторите: http://pay-check.net/21145!!,ru,master_semantic_dataset_v7.csv
60156,Госуслуги: Вам начислена выплата 486 000. https://bit.ly/claim-639105 :),ru,master_semantic_dataset_v7.csv
60157,Оплата заказа №5849 не прошла. Повторите: http://pay-check.net/2523 ?,ru,master_semantic_dataset_v7.csv
60159,Вы выиграли 558 000 рублей! Получите приз: http://click-safety.uz/151981 :),ru,master_semantic_dataset_v7.csv
60160,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,master_semantic_dataset_v7.csv
60162,Списание 380 000 прошло успешно. Отменить: https://bit.ly/claim-527516 OK,ru,master_semantic_dataset_v7.csv
60164,Госуслуги: Вам начислена выплата 554 000. http://pay-check.net/545065..,ru,master_semantic_dataset_v7.csv
60165,Вы выиграли 568 000 рублей! Получите приз: https://t.me/prize_bot/994331 -,ru,master_semantic_dataset_v7.csv
60166,Оплата заказа №4003 не прошла. Повторите: https://t.me/prize_bot/200020 -,ru,master_semantic_dataset_v7.csv
60169,Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/191655 :),ru,master_semantic_dataset_v7.csv
60170,Госуслуги: Вам начислена выплата 725 000. http://pay-check.net/902552 👍,ru,master_semantic_dataset_v7.csv
60173,Списание 143 000 прошло успешно. Отменить: https://t.me/prize_bot/601397 ?,ru,master_semantic_dataset_v7.csv
60175,Госуслуги: Вам начислена выплата 139 000. https://bit.ly/claim-445565 ),ru,master_semantic_dataset_v7.csv
60176,Инвестиции в газ! Доход от 255 000 в неделю: https://t.me/prize_bot/799703!!,ru,master_semantic_dataset_v7.csv
60177,Списание 671 000 прошло успешно. Отменить: https://t.me/prize_bot/615860...,ru,master_semantic_dataset_v7.csv
60178,Оплата заказа №4834 не прошла. Повторите: https://bit.ly/claim-616610...,ru,master_semantic_dataset_v7.csv
60179,Вы выиграли 248 000 рублей! Получите приз: https://t.me/prize_bot/382340..,ru,master_semantic_dataset_v7.csv
60181,Списание 383 000 прошло успешно. Отменить: http://pay-check.net/16781 -,ru,master_semantic_dataset_v7.csv
60182,Списание 333 000 прошло успешно. Отменить: http://click-safety.uz/987258 ),ru,master_semantic_dataset_v7.csv
60184,Оплата заказа №1788 не прошла. Повторите: https://t.me/prize_bot/7290 (,ru,master_semantic_dataset_v7.csv
60185,Вы выиграли 752 000 рублей! Получите приз: http://uz-confirm.com/682321 OK,ru,master_semantic_dataset_v7.csv
60186,Оплата заказа №2198 не прошла. Повторите: http://pay-check.net/314223 ),ru,master_semantic_dataset_v7.csv
60188,Списание 225 000 прошло успешно. Отменить: https://t.me/prize_bot/574523 ?,ru,master_semantic_dataset_v7.csv
60190,Инвестиции в газ! Доход от 514 000 в неделю: http://click-safety.uz/607807!,ru,master_semantic_dataset_v7.csv
60191,Списание 547 000 прошло успешно. Отменить: https://bit.ly/claim-454492 -,ru,master_semantic_dataset_v7.csv
60192,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60193,Оплата заказа №5594 не прошла. Повторите: http://uz-confirm.com/664595 ?,ru,master_semantic_dataset_v7.csv
60194,Вы выиграли 861 000 рублей! Получите приз: https://t.me/prize_bot/15100...,ru,master_semantic_dataset_v7.csv
60196,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60197,Инвестиции в газ! Доход от 754 000 в неделю: http://click-safety.uz/372650 :),ru,master_semantic_dataset_v7.csv
60198,Оплата заказа №5431 не прошла. Повторите: http://pay-check.net/492015,ru,master_semantic_dataset_v7.csv
60199,Оплата заказа №1869 не прошла. Повторите: http://pay-check.net/405735 (,ru,master_semantic_dataset_v7.csv
60201,Инвестиции в газ! Доход от 286 000 в неделю: http://pay-check.net/888906!,ru,master_semantic_dataset_v7.csv
60202,Списание 862 000 прошло успешно. Отменить: https://t.me/prize_bot/927680 ),ru,master_semantic_dataset_v7.csv
60203,Госуслуги: Вам начислена выплата 381 000. http://uz-confirm.com/445588 OK,ru,master_semantic_dataset_v7.csv
60205,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,master_semantic_dataset_v7.csv
60206,Инвестиции в газ! Доход от 802 000 в неделю: https://bit.ly/claim-825161.,ru,master_semantic_dataset_v7.csv
60208,Госуслуги: Вам начислена выплата 682 000. http://uz-confirm.com/398716 :),ru,master_semantic_dataset_v7.csv
60209,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60210,Списание 546 000 прошло успешно. Отменить: http://click-safety.uz/587605,ru,master_semantic_dataset_v7.csv
60214,Списание 486 000 прошло успешно. Отменить: http://click-safety.uz/252185!,ru,master_semantic_dataset_v7.csv
60215,Вы выиграли 248 000 рублей! Получите приз: http://click-safety.uz/80182,ru,master_semantic_dataset_v7.csv
60216,Оплата заказа №1788 не прошла. Повторите: http://click-safety.uz/986225 -,ru,master_semantic_dataset_v7.csv
60217,Оплата заказа №6765 не прошла. Повторите: http://uz-confirm.com/274806..,ru,master_semantic_dataset_v7.csv
60218,Оплата заказа №5849 не прошла. Повторите: http://uz-confirm.com/938199 OK,ru,master_semantic_dataset_v7.csv
60219,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,master_semantic_dataset_v7.csv
60220,Госуслуги: Вам начислена выплата 310 000. http://pay-check.net/357712.,ru,master_semantic_dataset_v7.csv
60221,Списание 84 000 прошло успешно. Отменить: http://uz-confirm.com/314881 :),ru,master_semantic_dataset_v7.csv
60223,Списание 802 000 прошло успешно. Отменить: http://pay-check.net/839701 👍,ru,master_semantic_dataset_v7.csv
60225,Оплата заказа №7955 не прошла. Повторите: http://uz-confirm.com/941729 ),ru,master_semantic_dataset_v7.csv
60227,Вы выиграли 494 000 рублей! Получите приз: https://t.me/prize_bot/904760,ru,master_semantic_dataset_v7.csv
60234,Инвестиции в газ! Доход от 558 000 в неделю: http://pay-check.net/798001 ),ru,master_semantic_dataset_v7.csv
60235,Вы выиграли 610 000 рублей! Получите приз: http://pay-check.net/237665 OK,ru,master_semantic_dataset_v7.csv
60236,Инвестиции в газ! Доход от 459 000 в неделю: https://t.me/prize_bot/37511!,ru,master_semantic_dataset_v7.csv
60237,Вы выиграли 286 000 рублей! Получите приз: http://uz-confirm.com/365964!,ru,master_semantic_dataset_v7.csv
60238,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,master_semantic_dataset_v7.csv
60242,Инвестиции в газ! Доход от 546 000 в неделю: https://bit.ly/claim-867507!!,ru,master_semantic_dataset_v7.csv
60243,Оплата заказа №2862 не прошла. Повторите: http://pay-check.net/462156...,ru,master_semantic_dataset_v7.csv
60244,Оплата заказа №5377 не прошла. Повторите: https://t.me/prize_bot/467565!!,ru,master_semantic_dataset_v7.csv
60245,Инвестиции в газ! Доход от 406 000 в неделю: http://click-safety.uz/973538!!,ru,master_semantic_dataset_v7.csv
60246,Оплата заказа №5017 не прошла. Повторите: http://pay-check.net/331403..,ru,master_semantic_dataset_v7.csv
60247,Списание 558 000 прошло успешно. Отменить: http://uz-confirm.com/598034 ),ru,master_semantic_dataset_v7.csv
60248,Инвестиции в газ! Доход от 342 000 в неделю: https://t.me/prize_bot/253999 -,ru,master_semantic_dataset_v7.csv
60249,Оплата заказа №6026 не прошла. Повторите: https://t.me/prize_bot/381777 ?,ru,master_semantic_dataset_v7.csv
60250,Инвестиции в газ! Доход от 103 000 в неделю: https://t.me/prize_bot/810395..,ru,master_semantic_dataset_v7.csv
60251,Инвестиции в газ! Доход от 143 000 в неделю: http://click-safety.uz/651077 👍,ru,master_semantic_dataset_v7.csv
60252,Списание 879 000 прошло успешно. Отменить: http://click-safety.uz/848539.,ru,master_semantic_dataset_v7.csv
60254,Списание 428 000 прошло успешно. Отменить: http://uz-confirm.com/265961 OK,ru,master_semantic_dataset_v7.csv
60255,Инвестиции в газ! Доход от 665 000 в неделю: https://bit.ly/claim-845468!,ru,master_semantic_dataset_v7.csv
60256,Списание 386 000 прошло успешно. Отменить: http://click-safety.uz/315050 OK,ru,master_semantic_dataset_v7.csv
60257,Оплата заказа №4964 не прошла. Повторите: http://click-safety.uz/891854 👍,ru,master_semantic_dataset_v7.csv
60259,Оплата заказа №6224 не прошла. Повторите: https://bit.ly/claim-172094..,ru,master_semantic_dataset_v7.csv
60260,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,master_semantic_dataset_v7.csv
60262,Оплата заказа №6327 не прошла. Повторите: https://bit.ly/claim-680511 👍,ru,master_semantic_dataset_v7.csv
60263,Оплата заказа №2790 не прошла. Повторите: https://bit.ly/claim-495653 :),ru,master_semantic_dataset_v7.csv
60264,Инвестиции в газ! Доход от 558 000 в неделю: http://pay-check.net/922752.,ru,master_semantic_dataset_v7.csv
60265,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60267,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety,ru,master_semantic_dataset_v7.csv
60268,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60269,Оплата заказа №1910 не прошла. Повторите: http://uz-confirm.com/424103 👍,ru,master_semantic_dataset_v7.csv
60270,Оплата заказа №2862 не прошла. Повторите: http://uz-confirm.com/240883!,ru,master_semantic_dataset_v7.csv
60272,Вы выиграли 377 000 рублей! Получите приз: http://uz-confirm.com/628866!!,ru,master_semantic_dataset_v7.csv
60273,Списание 758 000 прошло успешно. Отменить: http://uz-confirm.com/802650 (,ru,master_semantic_dataset_v7.csv
60275,Вы выиграли 754 000 рублей! Получите приз: https://t.me/prize_bot/268660 :),ru,master_semantic_dataset_v7.csv
60277,Вы выиграли 152 000 рублей! Получите приз: http://pay-check.net/126367...,ru,master_semantic_dataset_v7.csv
60278,Вы выиграли 770 000 рублей! Получите приз: https://t.me/prize_bot/629743 -,ru,master_semantic_dataset_v7.csv
60280,Списание 778 000 прошло успешно. Отменить: https://t.me/prize_bot/989287!,ru,master_semantic_dataset_v7.csv
60281,Списание 879 000 прошло успешно. Отменить: http://uz-confirm.com/711914...,ru,master_semantic_dataset_v7.csv
60283,Оплата заказа №4964 не прошла. Повторите: https://bit.ly/claim-596588 ),ru,master_semantic_dataset_v7.csv
60284,Вы выиграли 879 000 рублей! Получите приз: https://bit.ly/claim-874110!,ru,master_semantic_dataset_v7.csv
60285,Вы выиграли 54 000 рублей! Получите приз: https://t.me/prize_bot/176813 OK,ru,master_semantic_dataset_v7.csv
60286,Оплата заказа №4873 не прошла. Повторите: http://pay-check.net/277388 OK,ru,master_semantic_dataset_v7.csv
60287,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,master_semantic_dataset_v7.csv
60289,Списание 225 000 прошло успешно. Отменить: https://t.me/prize_bot/505084,ru,master_semantic_dataset_v7.csv
60290,Вы выиграли 779 000 рублей! Получите приз: https://t.me/prize_bot/919419 (,ru,master_semantic_dataset_v7.csv
60292,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60293,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,master_semantic_dataset_v7.csv
60294,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60298,Инвестиции в газ! Доход от 884 000 в неделю: http://uz-confirm.com/626634 👍,ru,master_semantic_dataset_v7.csv
60299,Оплата заказа №4909 не прошла. Повторите: http://click-safety.uz/289890 ),ru,master_semantic_dataset_v7.csv
60302,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60303,Госуслуги: Вам начислена выплата 488 000. https://bit.ly/claim-231594 OK,ru,master_semantic_dataset_v7.csv
60304,Госуслуги: Вам начислена выплата 258 000. https://bit.ly/claim-215447...,ru,master_semantic_dataset_v7.csv
60305,Списание 381 000 прошло успешно. Отменить: https://bit.ly/claim-17359 ),ru,master_semantic_dataset_v7.csv
60308,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60309,Списание 457 000 прошло успешно. Отменить: https://bit.ly/claim-699026.,ru,master_semantic_dataset_v7.csv
60311,Списание 781 000 прошло успешно. Отменить: https://t.me/prize_bot/537125!!,ru,master_semantic_dataset_v7.csv
60312,Оплата заказа №3146 не прошла. Повторите: http://pay-check.net/880593 👍,ru,master_semantic_dataset_v7.csv
60313,Инвестиции в газ! Доход от 558 000 в неделю: http://uz-confirm.com/104233 OK,ru,master_semantic_dataset_v7.csv
60314,Оплата заказа №7949 не прошла. Повторите: http://click-safety.uz/935105 OK,ru,master_semantic_dataset_v7.csv
60315,Инвестиции в газ! Доход от 104 000 в неделю: https://bit.ly/claim-98904 👍,ru,master_semantic_dataset_v7.csv
60316,Госуслуги: Вам начислена выплата 339 000. http://click-safety.uz/521516 👍,ru,master_semantic_dataset_v7.csv
60317,Оплата заказа №4909 не прошла. Повторите: https://bit.ly/claim-336814..,ru,master_semantic_dataset_v7.csv
60318,Списание 514 000 прошло успешно. Отменить: http://click-safety.uz/996230 ?,ru,master_semantic_dataset_v7.csv
60319,Списание 778 000 прошло успешно. Отменить: http://click-safety.uz/949011 ),ru,master_semantic_dataset_v7.csv
60320,Списание 779 000 прошло успешно. Отменить: https://bit.ly/claim-875656 ?,ru,master_semantic_dataset_v7.csv
60321,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60323,Госуслуги: Вам начислена выплата 538 000. http://click-safety.uz/502112 :),ru,master_semantic_dataset_v7.csv
60324,Инвестиции в газ! Доход от 610 000 в неделю: http://click-safety.uz/251669.,ru,master_semantic_dataset_v7.csv
60325,Инвестиции в газ! Доход от 406 000 в неделю: https://bit.ly/claim-168424 OK,ru,master_semantic_dataset_v7.csv
60326,Оплата заказа №6502 не прошла. Повторите: http://click-safety.uz/587165...,ru,master_semantic_dataset_v7.csv
60327,Инвестиции в газ! Доход от 310 000 в неделю: http://click-safety.uz/442692 (,ru,master_semantic_dataset_v7.csv
60329,Вы выиграли 381 000 рублей! Получите приз: http://click-safety.uz/297045 ),ru,master_semantic_dataset_v7.csv
60330,Госуслуги: Вам начислена выплата 339 000. http://click-safety.uz/222874 :),ru,master_semantic_dataset_v7.csv
60331,Оплата заказа №9547 не прошла. Повторите: https://bit.ly/claim-481877 (,ru,master_semantic_dataset_v7.csv
60332,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60334,Инвестиции в газ! Доход от 630 000 в неделю: https://bit.ly/claim-283589 :),ru,master_semantic_dataset_v7.csv
60335,Списание 258 000 прошло успешно. Отменить: http://uz-confirm.com/309793,ru,master_semantic_dataset_v7.csv
60336,Списание 342 000 прошло успешно. Отменить: https://bit.ly/claim-290444 ?,ru,master_semantic_dataset_v7.csv
60337,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,master_semantic_dataset_v7.csv
60338,Списание 665 000 прошло успешно. Отменить: http://click-safety.uz/130377,ru,master_semantic_dataset_v7.csv
60340,Госуслуги: Вам начислена выплата 459 000. https://t.me/prize_bot/463659.,ru,master_semantic_dataset_v7.csv
60343,Оплата заказа №3280 не прошла. Повторите: https://bit.ly/claim-80524.,ru,master_semantic_dataset_v7.csv
60344,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60345,Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/554973...,ru,master_semantic_dataset_v7.csv
60346,Списание 493 000 прошло успешно. Отменить: https://t.me/prize_bot/120001,ru,master_semantic_dataset_v7.csv
60347,Вы выиграли 339 000 рублей! Получите приз: https://t.me/prize_bot/259648!,ru,master_semantic_dataset_v7.csv
60349,Инвестиции в газ! Доход от 494 000 в неделю: http://pay-check.net/763729 (,ru,master_semantic_dataset_v7.csv
60350,Оплата заказа №2847 не прошла. Повторите: https://t.me/prize_bot/681676.,ru,master_semantic_dataset_v7.csv
60351,Оплата заказа №4083 не прошла. Повторите: https://t.me/prize_bot/279737 OK,ru,master_semantic_dataset_v7.csv
60352,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,master_semantic_dataset_v7.csv
60353,Оплата заказа №4040 не прошла. Повторите: https://t.me/prize_bot/634299..,ru,master_semantic_dataset_v7.csv
60354,Инвестиции в газ! Доход от 671 000 в неделю: https://bit.ly/claim-933401 ),ru,master_semantic_dataset_v7.csv
60355,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60357,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://t.me/prize_,ru,master_semantic_dataset_v7.csv
60359,Оплата заказа №3323 не прошла. Повторите: http://click-safety.uz/420726 ?,ru,master_semantic_dataset_v7.csv
60360,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,master_semantic_dataset_v7.csv
60362,Оплата заказа №5529 не прошла. Повторите: https://t.me/prize_bot/176424 (,ru,master_semantic_dataset_v7.csv
60363,Списание 386 000 прошло успешно. Отменить: https://bit.ly/claim-123798 👍,ru,master_semantic_dataset_v7.csv
60364,Оплата заказа №5849 не прошла. Повторите: http://pay-check.net/167811 OK,ru,master_semantic_dataset_v7.csv
60366,Вы выиграли 881 000 рублей! Получите приз: https://t.me/prize_bot/880109.,ru,master_semantic_dataset_v7.csv
60367,Списание 339 000 прошло успешно. Отменить: https://t.me/prize_bot/764233.,ru,master_semantic_dataset_v7.csv
60368,Госуслуги: Вам начислена выплата 688 000. http://uz-confirm.com/322373 -,ru,master_semantic_dataset_v7.csv
60370,Вы выиграли 816 000 рублей! Получите приз: http://click-safety.uz/14394 OK,ru,master_semantic_dataset_v7.csv
60371,Госуслуги: Вам начислена выплата 266 000. https://t.me/prize_bot/858642!,ru,master_semantic_dataset_v7.csv
60373,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,master_semantic_dataset_v7.csv
60374,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60375,Оплата заказа №2862 не прошла. Повторите: http://click-safety.uz/611866 :),ru,master_semantic_dataset_v7.csv
60376,Вы выиграли 503 000 рублей! Получите приз: https://t.me/prize_bot/42863 ),ru,master_semantic_dataset_v7.csv
60377,Вы выиграли 258 000 рублей! Получите приз: http://click-safety.uz/373659 :),ru,master_semantic_dataset_v7.csv
60378,Инвестиции в газ! Доход от 547 000 в неделю: http://uz-confirm.com/219467 OK,ru,master_semantic_dataset_v7.csv
60379,Списание 658 000 прошло успешно. Отменить: http://pay-check.net/676378,ru,master_semantic_dataset_v7.csv
60380,Оплата заказа №1910 не прошла. Повторите: http://uz-confirm.com/888273.,ru,master_semantic_dataset_v7.csv
60381,Инвестиции в газ! Доход от 610 000 в неделю: http://click-safety.uz/114039 (,ru,master_semantic_dataset_v7.csv
60382,Инвестиции в газ! Доход от 610 000 в неделю: https://bit.ly/claim-405304 OK,ru,master_semantic_dataset_v7.csv
60383,Вы выиграли 679 000 рублей! Получите приз: https://bit.ly/claim-954908!,ru,master_semantic_dataset_v7.csv
60385,Госуслуги: Вам начислена выплата 778 000. http://uz-confirm.com/624777 ),ru,master_semantic_dataset_v7.csv
60386,Списание 459 000 прошло успешно. Отменить: http://pay-check.net/525528 👍,ru,master_semantic_dataset_v7.csv
60387,Списание 770 000 прошло успешно. Отменить: http://click-safety.uz/84242 👍,ru,master_semantic_dataset_v7.csv
60388,Госуслуги: Вам начислена выплата 161 000. http://click-safety.uz/945020!!,ru,master_semantic_dataset_v7.csv
60389,Списание 243 000 прошло успешно. Отменить: https://bit.ly/claim-508577 -,ru,master_semantic_dataset_v7.csv
60392,Списание 94 000 прошло успешно. Отменить: https://t.me/prize_bot/169357!,ru,master_semantic_dataset_v7.csv
60393,Списание 459 000 прошло успешно. Отменить: http://pay-check.net/995167..,ru,master_semantic_dataset_v7.csv
60394,Оплата заказа №2198 не прошла. Повторите: http://click-safety.uz/889899 OK,ru,master_semantic_dataset_v7.csv
60395,Вы выиграли 152 000 рублей! Получите приз: http://uz-confirm.com/352077 ?,ru,master_semantic_dataset_v7.csv
60397,Госуслуги: Вам начислена выплата 84 000. http://pay-check.net/233349!,ru,master_semantic_dataset_v7.csv
60398,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60399,Вы выиграли 679 000 рублей! Получите приз: https://bit.ly/claim-870792,ru,master_semantic_dataset_v7.csv
60400,Госуслуги: Вам начислена выплата 103 000. https://bit.ly/claim-300011 ),ru,master_semantic_dataset_v7.csv
60401,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60402,Госуслуги: Вам начислена выплата 273 000. https://t.me/prize_bot/402640..,ru,master_semantic_dataset_v7.csv
60404,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60405,Инвестиции в газ! Доход от 243 000 в неделю: https://t.me/prize_bot/990890,ru,master_semantic_dataset_v7.csv
60406,Инвестиции в газ! Доход от 884 000 в неделю: http://uz-confirm.com/795108..,ru,master_semantic_dataset_v7.csv
60407,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60408,Оплата заказа №2579 не прошла. Повторите: https://t.me/prize_bot/259027 ),ru,master_semantic_dataset_v7.csv
60409,Госуслуги: Вам начислена выплата 752 000. http://pay-check.net/122532!,ru,master_semantic_dataset_v7.csv
60411,Оплата заказа №6224 не прошла. Повторите: https://t.me/prize_bot/627296 👍,ru,master_semantic_dataset_v7.csv
60414,Инвестиции в газ! Доход от 406 000 в неделю: http://click-safety.uz/467076!,ru,master_semantic_dataset_v7.csv
60415,Вы выиграли 752 000 рублей! Получите приз: http://uz-confirm.com/495931...,ru,master_semantic_dataset_v7.csv
60417,Инвестиции в газ! Доход от 862 000 в неделю: http://click-safety.uz/230095 OK,ru,master_semantic_dataset_v7.csv
60418,Вы выиграли 610 000 рублей! Получите приз: https://bit.ly/claim-681423 ),ru,master_semantic_dataset_v7.csv
60419,Вы выиграли 758 000 рублей! Получите приз: http://uz-confirm.com/907277..,ru,master_semantic_dataset_v7.csv
60420,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/clai,ru,master_semantic_dataset_v7.csv
60421,Списание 294 000 прошло успешно. Отменить: http://click-safety.uz/762120 ?,ru,master_semantic_dataset_v7.csv
60422,Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/472,ru,master_semantic_dataset_v7.csv
60423,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.ne,ru,master_semantic_dataset_v7.csv
60424,Вы выиграли 538 000 рублей! Получите приз: https://bit.ly/claim-681979!!,ru,master_semantic_dataset_v7.csv
60425,Госуслуги: Вам начислена выплата 501 000. https://bit.ly/claim-97543!!,ru,master_semantic_dataset_v7.csv
60427,Инвестиции в газ! Доход от 767 000 в неделю: http://uz-confirm.com/680113,ru,master_semantic_dataset_v7.csv
60428,Инвестиции в газ! Доход от 754 000 в неделю: https://bit.ly/claim-929402.,ru,master_semantic_dataset_v7.csv
60431,Инвестиции в газ! Доход от 196 000 в неделю: http://pay-check.net/410859!!,ru,master_semantic_dataset_v7.csv
60432,Оплата заказа №1869 не прошла. Повторите: https://bit.ly/claim-804123 👍,ru,master_semantic_dataset_v7.csv
60433,Инвестиции в газ! Доход от 243 000 в неделю: https://bit.ly/claim-956785..,ru,master_semantic_dataset_v7.csv
60434,Списание 770 000 прошло успешно. Отменить: http://pay-check.net/196842 -,ru,master_semantic_dataset_v7.csv
60437,Списание 469 000 прошло успешно. Отменить: https://bit.ly/claim-778100 ),ru,master_semantic_dataset_v7.csv
60438,Вы выиграли 143 000 рублей! Получите приз: http://click-safety.uz/280546,ru,master_semantic_dataset_v7.csv
60439,Списание 280 000 прошло успешно. Отменить: http://uz-confirm.com/858857 👍,ru,master_semantic_dataset_v7.csv
60440,Оплата заказа №3306 не прошла. Повторите: http://uz-confirm.com/806105.,ru,master_semantic_dataset_v7.csv
60441,Вы выиграли 459 000 рублей! Получите приз: http://pay-check.net/752267.,ru,master_semantic_dataset_v7.csv
60442,Вы выиграли 339 000 рублей! Получите приз: http://uz-confirm.com/152033 ),ru,master_semantic_dataset_v7.csv
60443,Оплата заказа №6765 не прошла. Повторите: http://pay-check.net/550726 OK,ru,master_semantic_dataset_v7.csv
60444,Оплата заказа №1869 не прошла. Повторите: http://uz-confirm.com/695629 :),ru,master_semantic_dataset_v7.csv
60445,Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.c,ru,master_semantic_dataset_v7.csv
60446,Оплата заказа №9547 не прошла. Повторите: https://t.me/prize_bot/740650 -,ru,master_semantic_dataset_v7.csv
60448,Оплата заказа №9954 не прошла. Повторите: https://bit.ly/claim-550439 ),ru,master_semantic_dataset_v7.csv
60449,Госуслуги: Вам начислена выплата 546 000. http://uz-confirm.com/631392 :),ru,master_semantic_dataset_v7.csv
60450,Инвестиции в газ! Доход от 357 000 в неделю: https://bit.ly/claim-925622..,ru,master_semantic_dataset_v7.csv
60451,Оплата заказа №9639 не прошла. Повторите: http://pay-check.net/627027!,ru,master_semantic_dataset_v7.csv
60452,Оплата заказа №2198 не прошла. Повторите: http://uz-confirm.com/695784 -,ru,master_semantic_dataset_v7.csv
60455,Оплата заказа №9253 не прошла. Повторите: https://bit.ly/claim-752862 OK,ru,master_semantic_dataset_v7.csv
60457,Списание 243 000 прошло успешно. Отменить: http://uz-confirm.com/884331 :),ru,master_semantic_dataset_v7.csv
60459,Госуслуги: Вам начислена выплата 547 000. http://pay-check.net/721097 :),ru,master_semantic_dataset_v7.csv
60460,Оплата заказа №5377 не прошла. Повторите: https://bit.ly/claim-209133 ?,ru,master_semantic_dataset_v7.csv
60462,Вы выиграли 570 000 рублей! Получите приз: https://t.me/prize_bot/55397.,ru,master_semantic_dataset_v7.csv
60463,Оплата заказа №3306 не прошла. Повторите: http://uz-confirm.com/54693!,ru,master_semantic_dataset_v7.csv
60466,Вы выиграли 688 000 рублей! Получите приз: https://t.me/prize_bot/646524!,ru,master_semantic_dataset_v7.csv
60468,Списание 658 000 прошло успешно. Отменить: http://pay-check.net/651052,ru,master_semantic_dataset_v7.csv
