text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Hisobingizdan 50000 so'm yechib olindi (Kod: 703). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/13,hisobingizdan 50000 so'm yechib olindi (kod: 703). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/13,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 504). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/14,hisobingizdan 1500000 so'm yechib olindi (kod: 504). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/14,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 802). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/15,hisobingizdan 980000 so'm yechib olindi (kod: 802). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/15,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 430). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/16,hisobingizdan 3200000 so'm yechib olindi (kod: 430). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/16,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 403). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/17,hisobingizdan 980000 so'm yechib olindi (kod: 403). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/17,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 420000 so'm yechib olindi (Kod: 363). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/18,hisobingizdan 420000 so'm yechib olindi (kod: 363). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/18,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 298). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/19,hisobingizdan 980000 so'm yechib olindi (kod: 298). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/19,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 420000 so'm yechib olindi (Kod: 735). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/20,hisobingizdan 420000 so'm yechib olindi (kod: 735). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/20,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 567). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/21,hisobingizdan 980000 so'm yechib olindi (kod: 567). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/21,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/22,hisobingizdan 3200000 so'm yechib olindi (kod: 876). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/22,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 549). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/23,hisobingizdan 50000 so'm yechib olindi (kod: 549). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/23,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/24,hisobingizdan 980000 so'm yechib olindi (kod: 876). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/24,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 420000 so'm yechib olindi (Kod: 649). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/25,hisobingizdan 420000 so'm yechib olindi (kod: 649). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/25,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 284). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/26,hisobingizdan 3200000 so'm yechib olindi (kod: 284). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/26,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 879). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/27,hisobingizdan 50000 so'm yechib olindi (kod: 879). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/27,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 794). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/28,hisobingizdan 1500000 so'm yechib olindi (kod: 794). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/28,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 128). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/29,hisobingizdan 3200000 so'm yechib olindi (kod: 128). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/29,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 199). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/30,hisobingizdan 980000 so'm yechib olindi (kod: 199). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/30,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 582). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/31,hisobingizdan 50000 so'm yechib olindi (kod: 582). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/31,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 652). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/32,hisobingizdan 50000 so'm yechib olindi (kod: 652). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/32,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 588). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/33,hisobingizdan 980000 so'm yechib olindi (kod: 588). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/33,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 143). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/34,hisobingizdan 50000 so'm yechib olindi (kod: 143). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/34,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 192). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/35,hisobingizdan 1500000 so'm yechib olindi (kod: 192). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/35,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 253). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/36,hisobingizdan 50000 so'm yechib olindi (kod: 253). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/36,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 653). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/37,hisobingizdan 3200000 so'm yechib olindi (kod: 653). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/37,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 3200000 so'm yechib olindi (Kod: 797). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/38,hisobingizdan 3200000 so'm yechib olindi (kod: 797). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/38,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 535). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/39,hisobingizdan 980000 so'm yechib olindi (kod: 535). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/39,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 520). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/40,hisobingizdan 50000 so'm yechib olindi (kod: 520). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/40,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 758). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/41,hisobingizdan 1500000 so'm yechib olindi (kod: 758). agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/41,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 784). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/42,hisobingizdan 980000 so'm yechib olindi (kod: 784). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/42,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 479). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/43,hisobingizdan 50000 so'm yechib olindi (kod: 479). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/43,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 816). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/44,hisobingizdan 1500000 so'm yechib olindi (kod: 816). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/44,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 591). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/45,hisobingizdan 1500000 so'm yechib olindi (kod: 591). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/45,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 1500000 so'm yechib olindi (Kod: 965). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/46,hisobingizdan 1500000 so'm yechib olindi (kod: 965). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/46,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 700). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/47,hisobingizdan 50000 so'm yechib olindi (kod: 700). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/47,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 50000 so'm yechib olindi (Kod: 877). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/48,hisobingizdan 50000 so'm yechib olindi (kod: 877). agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/48,DANGEROUS,uz,high,messages_cleaned_v4.csv
Hisobingizdan 980000 so'm yechib olindi (Kod: 832). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/49,hisobingizdan 980000 so'm yechib olindi (kod: 832). agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/49,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=1,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=1,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=3,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=3,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=8,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=8,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=10,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=10,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=16,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=16,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=17,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=17,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=18,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=18,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=22,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=22,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=24,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=24,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=26,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=26,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=30,diqqat! nbu hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=30,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=42,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=42,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=43,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=43,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=44,diqqat! hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=44,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=45,diqqat! kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=45,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=46,diqqat! ipakyuli hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=46,DANGEROUS,uz,high,messages_cleaned_v4.csv
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=48,diqqat! asakabank hisobingiz xavfsizlik maqsadida muzlatildi. qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=48,DANGEROUS,uz,high,messages_cleaned_v4.csv
"Sizga 1870,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=1371572","sizga 1870,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=1371572",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 900,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4417709","tabriklaymiz siz 900,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4417709",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 410,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=610107","sizga 410,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=610107",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=9991399","sizga 2420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=9991399",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=2327947","sizga 2400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=2327947",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2360,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=2161237","tabriklaymiz siz 2360,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=2161237",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2860,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-4999945","sizga 2860,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-4999945",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 790,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=8996181","sizga 790,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=8996181",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 4120,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=7426371","tabriklaymiz siz 4120,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=7426371",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=4157631","sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=4157631",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-112790","sizga 2420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-112790",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-7036423","tabriklaymiz siz 2420,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-7036423",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1750,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=7948926","sizga 1750,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=7948926",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2630,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4897443","sizga 2630,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4897443",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2030,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=713775","tabriklaymiz siz 2030,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=713775",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1750,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=2543789","sizga 1750,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=2543789",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=889519","tabriklaymiz siz 2420,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=889519",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=454859","tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=454859",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1650,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8789403","tabriklaymiz siz 1650,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8789403",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 1750,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=143675","tabriklaymiz siz 1750,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=143675",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 3540,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=4096204","sizga 3540,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=4096204",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 150,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=9164860","sizga 150,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=9164860",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9269072","tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9269072",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1650,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=8231218","sizga 1650,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=8231218",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6824777","sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6824777",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=9210261","sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=9210261",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Tabriklaymiz siz 2420,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=9687174","tabriklaymiz siz 2420,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=9687174",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=4180656","sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=4180656",DANGEROUS,uz,high,messages_cleaned_v5.csv
"Sizga 150,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-9755517","sizga 150,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-9755517",DANGEROUS,uz,high,messages_cleaned_v5.csv
