text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
"слушал аудио Хартманна о целях которые выходят за рамки жизни и дают энергию на годы вперёд... цель - это как двигатель для каждого мужчины.. кстати могу закинуть,  кто тоже хочет обащайтесь... есть момент, который прямо застрял в голове)","слушал аудио хартманна о целях которые выходят за рамки жизни и дают энергию на годы вперёд... цель - это как двигатель для каждого мужчины.. кстати могу закинуть, кто тоже хочет обащайтесь... есть момент, который прямо застрял в голове)",DANGEROUS,ru,high,messages_cleaned.csv
"Добрый день! Ребята, не в тему пишу, но готов кто на удалёнку? По деньгам не обижу.","добрый день! ребята, не в тему пишу, но готов кто на удалёнку? по деньгам не обижу.",DANGEROUS,ru,high,messages_cleaned.csv
"Здравствуйте! У кого есть автомобиль, нужна помощь с перевозкой вещей. Есть несколько коробок, пара стульев и старый холодильник, нужно перевезти из одной квартиры в другую (по городу, недалеко). Вынести и занести помогу, просто нужен транспорт. По деньгам не обижу, всё честно.","здравствуйте! у кого есть автомобиль, нужна помощь с перевозкой вещей. есть несколько коробок, пара стульев и старый холодильник, нужно перевезти из одной квартиры в другую (по городу, недалеко). вынести и занести помогу, просто нужен транспорт. по деньгам не обижу, всё честно.",DANGEROUS,ru,high,messages_cleaned.csv
"Есть предложение, которое может обеспечить Вам стабильный пассивный заработок. За деталями в лс","есть предложение, которое может обеспечить вам стабильный пассивный заработок. за деталями в лс",DANGEROUS,ru,high,messages_cleaned.csv
"Всем привет , нужны люди на уборку зала , дам 5000","всем привет , нужны люди на уборку зала , дам 5000",DANGEROUS,ru,high,messages_cleaned.csv
"Если думаете, что понимаете правила игры - справедливость, честность, труд - поздравляю, вы идеальный винтик в чужом механизме. Книга «Заговор богатых» - это не мотивационная чушь про «верь в себя». Это анатомия системы: кто пишет сценарий, по которому вы живёте, кто держит рычаги, пока вы крутите колесо, и почему талант и усилия не гарантируют ничего, кроме усталости. Речь не про секреты богатства и не про финансовую грамотность. Речь про архитектуру контроля - над теми, кто копит на чёрный день, и над теми, кто уверен, что уже разобрался. Есть в аудио формате, могу скинуть желающим. Сам прослушал дважды - это те самые два часа, которые меняют оптику восприятия не просто мира, а твоей роли в спектакле","если думаете, что понимаете правила игры - справедливость, честность, труд - поздравляю, вы идеальный винтик в чужом механизме. книга ""заговор богатых"" - это не мотивационная чушь про ""верь в себя"". это анатомия системы: кто пишет сценарий, по которому вы живёте, кто держит рычаги, пока вы крутите колесо, и почему талант и усилия не гарантируют ничего, кроме усталости. речь не про секреты богатства и не про финансовую грамотность. речь про архитектуру контроля - над теми, кто копит на чёрный день, и над теми, кто уверен, что уже разобрался. есть в аудио формате, могу скинуть желающим. сам прослушал дважды - это те самые два часа, которые меняют оптику восприятия не просто мира, а твоей роли в спектакле",DANGEROUS,ru,high,messages_cleaned.csv
"ChatGPT 5  сделали бесплатным в Telegram!

Пиши тексты, генерируй идеи, создавай контент

Нажимай /start и используй прямо сейчас.","chatgpt 5 сделали бесплатным в telegram! пиши тексты, генерируй идеи, создавай контент нажимай /start и используй прямо сейчас.",DANGEROUS,ru,high,messages_cleaned.csv
"У нас появились вакансии. Условия выгодные, все прозрачно. Заинтересовало?","у нас появились вакансии. условия выгодные, все прозрачно. заинтересовало?",DANGEROUS,ru,high,messages_cleaned.csv
Есть возможность присоединиться к команде. Условия достойные. Узнать больше хочешь?,есть возможность присоединиться к команде. условия достойные. узнать больше хочешь?,DANGEROUS,ru,high,messages_cleaned.csv
"Я извиняюсь что пишу не в тему но все же ищу помощников на склад почты, понятное дело что не за бесплатно, хорошо тут получается, некому даже предложить с окружения","я извиняюсь что пишу не в тему но все же ищу помощников на склад почты, понятное дело что не за бесплатно, хорошо тут получается, некому даже предложить с окружения",DANGEROUS,ru,high,messages_cleaned.csv
"Современная онлайн-профессия
Обучение предоставляем
От 8700 в день
Исключительно 21+

Для подробностей писать - @USERNAME_REDACTED",современная онлайн-профессия обучение предоставляем от 8700 в день исключительно 21+ для подробностей писать - @username_redacted,DANGEROUS,ru,high,messages_cleaned.csv
"В кафе требуется помощник для выполнения поручений на кухне: мытье посуды, подготовка продуктов. Оплата — 1500 рублей за смену, смены по 5–6 часов.","в кафе требуется помощник для выполнения поручений на кухне: мытье посуды, подготовка продуктов. оплата — 1500 рублей за смену, смены по 5–6 часов.",DANGEROUS,ru,high,messages_cleaned.csv
Ищем сотрудника для уборки в торговом центре. Задачи — поддержание порядка в общих и туалетных зонах. Смены по 8–10 часов. Оплата — 1700 рублей за смену.,ищем сотрудника для уборки в торговом центре. задачи — поддержание порядка в общих и туалетных зонах. смены по 8–10 часов. оплата — 1700 рублей за смену.,DANGEROUS,ru,high,messages_cleaned.csv
"Летняя работа в магазине: консультирование покупателей, помощь в выкладке товара. Дружный коллектив, работа с кассой и товарами. Оплата — 33 000 рублей в месяц.","летняя работа в магазине: консультирование покупателей, помощь в выкладке товара. дружный коллектив, работа с кассой и товарами. оплата — 33 000 рублей в месяц.",DANGEROUS,ru,high,messages_cleaned.csv
"нужно передвинуть  витрины, убираем лишние предметы, 2500р, расчёт в конце","нужно передвинуть витрины, убираем лишние предметы, 2500р, расчёт в конце",DANGEROUS,ru,high,messages_cleaned.csv
Команда открыла набор. Уверен в себе пиши нам,команда открыла набор. уверен в себе пиши нам,DANGEROUS,ru,high,messages_cleaned.csv
"Всем привет, сделаем так первые 10 кто напишет мне +  дам  1 000","всем привет, сделаем так первые 10 кто напишет мне + дам 1 000",DANGEROUS,ru,high,messages_cleaned.csv
"Здравствуйте! Прошу прощения, что не по теме.
Ищу ответственных людей от 19 лет, кому интересна удалённая деятельность.
Занятость полностью онлайн.
Напишите ""+"" @USERNAME_REDACTED если интересуют подробности.","здравствуйте! прошу прощения, что не по теме. ищу ответственных людей от 19 лет, кому интересна удалённая деятельность. занятость полностью онлайн. напишите ""+"" @username_redacted если интересуют подробности.",DANGEROUS,ru,high,messages_cleaned.csv
"Передаю тебе привет! Меня зовут Никита

Я просто веду блог о том, как живу:  
🔹уехал за границу
🔹строю рекламное агентство
🔹пытаюсь разобраться в себе и в этом мире

У меня на канале нет “советов” и “как жить правильно”.  
Зато есть посты — честные, личные, живые.  
Про взлёты, провалы, мотивацию, философию, деньги, свободу и еще много про что. Всё по-настоящему.

Если тебе откликается что-то — можешь зайти на канал и остаться, если понравится😊

👉Переходи: @USERNAME_REDACTED","передаю тебе привет! меня зовут никита я просто веду блог о том, как живу: 🔹уехал за границу 🔹строю рекламное агентство 🔹пытаюсь разобраться в себе и в этом мире у меня на канале нет ""советов"" и ""как жить правильно"". зато есть посты — честные, личные, живые. про взлёты, провалы, мотивацию, философию, деньги, свободу и еще много про что. всё по-настоящему. если тебе откликается что-то — можешь зайти на канал и остаться, если понравится😊 👉переходи: @username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Ищу пару человек на простую задачу.  Часа два максимум, 3500₽ отдам, пиши  [PHONE_REDACTED]","ищу пару человек на простую задачу. часа два максимум, 3500₽ отдам, пиши [phone_redacted]",DANGEROUS,ru,high,messages_cleaned.csv
"Всем привет! Нужны новые люди в наш проект. Все удаленно, с любой точки мира. Можно получать от 150 дол. Можно даже с телефона.

 Кому интересно жду в ЛС +, @USERNAME_REDACTED","всем привет! нужны новые люди в наш проект. все удаленно, с любой точки мира. можно получать от 150 дол. можно даже с телефона. кому интересно жду в лс +, @username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"💵Дoxoд для нoвичкoв и пpoфи! Toлькo oфф бupжи (Бaйбuт, Бuтгeт, Kyкoин, ОKX), бeз лeвыx oбмeннuкoв и caйтoв. Дocтyпнo с мaлeнькoгo бюджeтa. 💸","💵дoxoд для нoвичкoв и пpoфи! toлькo oфф бupжи (бaйбuт, бuтгeт, kyкoин, оkx), бeз лeвыx oбмeннuкoв и caйтoв. дocтyпнo с мaлeнькoгo бюджeтa. 💸",DANGEROUS,ru,high,messages_cleaned.csv
"Ищем людей для удалённой деятельности на Binance — подойдёт даже если вы только начинаете.

- Первая смена: 11:00 – 16:00 — 70–75 EUR/день
- Вторая смена: 14:00 – 18:00 — от 50 EUR/день

Обучение есть, работа через телефон/ПК. Пиши в личку «Интересно» @USERNAME_REDACTED","ищем людей для удалённой деятельности на binance — подойдёт даже если вы только начинаете. - первая смена: 11:00 – 16:00 — 70–75 eur/день - вторая смена: 14:00 – 18:00 — от 50 eur/день обучение есть, работа через телефон/пк. пиши в личку ""интересно"" @username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Открыта вакансия на удалённую деятельность в Binance — подойдёт новичкам.
Доступны две смены: утренняя 11:00–16:00 (70–75 EUR/день) и дневная 14:00–18:00 (от 50 EUR/день).
Предоставляем обучение; работа выполняется через мобильный телефон или компьютер.
Заинтересованы? Напишите в личные сообщения «Интересно».
@USERNAME_REDACTED","открыта вакансия на удалённую деятельность в binance — подойдёт новичкам. доступны две смены: утренняя 11:00–16:00 (70–75 eur/день) и дневная 14:00–18:00 (от 50 eur/день). предоставляем обучение; работа выполняется через мобильный телефон или компьютер. заинтересованы? напишите в личные сообщения ""интересно"". @username_redacted",DANGEROUS,ru,high,messages_cleaned.csv
"Ищу 1–3 человека для удалённой занятости. Всё можно делать с телефона. Доход — 783 доллара в неделю. 
☑️ Пишите «+» @USERNAME_REDACTED, если заинтересованы!","ищу 1–3 человека для удалённой занятости. всё можно делать с телефона. доход — 783 доллара в неделю. ☑️ пишите ""+"" @username_redacted, если заинтересованы!",DANGEROUS,ru,high,messages_cleaned.csv
"СРОЧНО НАБОР
всего 2 часа в день - от 7500Р 
Е Ж Е Д Н Е В Н О",срочно набор всего 2 часа в день - от 7500р е ж е д н е в н о,DANGEROUS,ru,high,messages_cleaned.csv
"Привет, на завтра нужно3 помощника для разгрузки небольшой газели с вещами. Оплата сразу, 4000 за пару часов. Кто готов  откликайтесь.","привет, на завтра нужно3 помощника для разгрузки небольшой газели с вещами. оплата сразу, 4000 за пару часов. кто готов откликайтесь.",DANGEROUS,ru,high,messages_cleaned.csv
"💼 Свежий онлайн-проект — набираю людей в команду!

Хочешь зарабатывать 💵 онлайн, без вложений и привязки к месту? Это реально.

👥 Ищу активных и адекватных людей в надёжную команду:

✨ Подходит:
— студентам 📚
— мамам в декрете 👶
— тем, кто работает, но хочет больше 💼
— кто в поиске стабильного дохода 💸

🕐 Нужно всего 1–2 часа в день
📲 Работать можно с телефона
💰 Доход: от $120 до $250 в день
🎓 Обучение — бесплатное, внутри проекта
📌 Опыт не нужен, всё покажу и расскажу
🔞 Возраст — от 18 лет

🔥 Старт уже идёт!
Осталось всего 3–6 мест, беру в команду лично — без ""массовки"" и спама.

Пиши 👉 @USERNAME_REDACTED

Расскажу, как начать зарабатывать уже сегодня.

📌 Главное — не тяни. Лучше узнать, чем потом жалеть, что упустил(а).","💼 свежий онлайн-проект — набираю людей в команду! хочешь зарабатывать 💵 онлайн, без вложений и привязки к месту? это реально. 👥 ищу активных и адекватных людей в надёжную команду: ✨ подходит: — студентам 📚 — мамам в декрете 👶 — тем, кто работает, но хочет больше 💼 — кто в поиске стабильного дохода 💸 🕐 нужно всего 1–2 часа в день 📲 работать можно с телефона 💰 доход: от $120 до $250 в день 🎓 обучение — бесплатное, внутри проекта 📌 опыт не нужен, всё покажу и расскажу 🔞 возраст — от 18 лет 🔥 старт уже идёт! осталось всего 3–6 мест, беру в команду лично — без ""массовки"" и спама. пиши 👉 @username_redacted расскажу, как начать зарабатывать уже сегодня. 📌 главное — не тяни. лучше узнать, чем потом жалеть, что упустил(а).",DANGEROUS,ru,high,messages_cleaned.csv
"Всем привет!
Наша команда находится в поиске 
Мы предоставляем возможность зарабатывать в свободное время.
Возможный доход от 30 000 рублей в день!
Мы обучаем и поддерживаем 24/7
Нам нужны активные и ответственные люди.
Если тебе интересно — напиши мне «+» и узнай что для этого необходимо.","всем привет! наша команда находится в поиске мы предоставляем возможность зарабатывать в свободное время. возможный доход от 30 000 рублей в день! мы обучаем и поддерживаем 24/7 нам нужны активные и ответственные люди. если тебе интересно — напиши мне ""+"" и узнай что для этого необходимо.",DANGEROUS,ru,high,messages_cleaned.csv
"Занятость с тeлeфона
От 18!
Можно без опыта
@USERNAME_REDACTED",занятость с тeлeфона от 18! можно без опыта @username_redacted,DANGEROUS,ru,high,messages_cleaned.csv
Госуслуги: Вам начислена выплата 273 000. https://t.me/prize_bot/13246,госуслуги: вам начислена выплата 273 000. https://t.me/prize_bot/13246,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-999619 -,вход в личный кабинет с нового устройства. это не вы? https://bit.ly/claim-999619 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/703519...,вход в личный кабинет с нового устройства. это не вы? http://click-safety.uz/703519...,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://click-safety.uz/12927!!,вход в личный кабинет с нового устройства. это не вы? http://click-safety.uz/12927!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 286 000 в неделю: https://bit.ly/claim-360793,инвестиции в газ! доход от 286 000 в неделю: https://bit.ly/claim-360793,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 619 000 прошло успешно. Отменить: https://bit.ly/claim-372458..,списание 619 000 прошло успешно. отменить: https://bit.ly/claim-372458..,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 167 000 прошло успешно. Отменить: https://bit.ly/claim-704647!,списание 167 000 прошло успешно. отменить: https://bit.ly/claim-704647!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 816 000. http://click-safety.uz/505387 OK,госуслуги: вам начислена выплата 816 000. http://click-safety.uz/505387 ok,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 570 000. https://t.me/prize_bot/202215 (,госуслуги: вам начислена выплата 570 000. https://t.me/prize_bot/202215 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/139157 OK,ваш аккаунт telegram будет удален через 24 часа. подтвердите http://uz-confirm.com/139157 ok,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://click-safety.uz/230517!!,ваш аккаунт telegram будет удален через 24 часа. подтвердите http://click-safety.uz/230517!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 671 000 в неделю: http://click-safety.uz/103027 ),инвестиции в газ! доход от 671 000 в неделю: http://click-safety.uz/103027 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №5017 не прошла. Повторите: https://bit.ly/claim-429985 ),оплата заказа №5017 не прошла. повторите: https://bit.ly/claim-429985 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №6327 не прошла. Повторите: http://pay-check.net/811179 -,оплата заказа №6327 не прошла. повторите: http://pay-check.net/811179 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №2198 не прошла. Повторите: http://pay-check.net/821391 :),оплата заказа №2198 не прошла. повторите: http://pay-check.net/821391 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 501 000 рублей! Получите приз: https://bit.ly/claim-330713!!,вы выиграли 501 000 рублей! получите приз: https://bit.ly/claim-330713!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 778 000 в неделю: http://pay-check.net/658733 👍,инвестиции в газ! доход от 778 000 в неделю: http://pay-check.net/658733 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/769086 :),ваш аккаунт telegram будет удален через 24 часа. подтвердите http://pay-check.net/769086 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 862 000 рублей! Получите приз: https://bit.ly/claim-613613...,вы выиграли 862 000 рублей! получите приз: https://bit.ly/claim-613613...,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №4909 не прошла. Повторите: http://click-safety.uz/561907 -,оплата заказа №4909 не прошла. повторите: http://click-safety.uz/561907 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 370 000 прошло успешно. Отменить: https://bit.ly/claim-419019 (,списание 370 000 прошло успешно. отменить: https://bit.ly/claim-419019 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/554084!!,оплата заказа №4834 не прошла. повторите: http://click-safety.uz/554084!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 54 000 прошло успешно. Отменить: https://bit.ly/claim-713645 👍,списание 54 000 прошло успешно. отменить: https://bit.ly/claim-713645 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/166955!!,ваш аккаунт telegram будет удален через 24 часа. подтвердите http://pay-check.net/166955!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-824444 -,ваш аккаунт telegram будет удален через 24 часа. подтвердите https://bit.ly/claim-824444 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/575092 -,ваша карта заблокирована. подтвердите по ссылке: http://uz-confirm.com/575092 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 770 000 в неделю: https://bit.ly/claim-771813 (,инвестиции в газ! доход от 770 000 в неделю: https://bit.ly/claim-771813 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 733 000 в неделю: http://uz-confirm.com/655361...,инвестиции в газ! доход от 733 000 в неделю: http://uz-confirm.com/655361...,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №7836 не прошла. Повторите: https://bit.ly/claim-13545,оплата заказа №7836 не прошла. повторите: https://bit.ly/claim-13545,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №4834 не прошла. Повторите: http://click-safety.uz/548078 ),оплата заказа №4834 не прошла. повторите: http://click-safety.uz/548078 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 380 000 прошло успешно. Отменить: http://uz-confirm.com/170895,списание 380 000 прошло успешно. отменить: http://uz-confirm.com/170895,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 104 000 рублей! Получите приз: http://uz-confirm.com/509608..,вы выиграли 104 000 рублей! получите приз: http://uz-confirm.com/509608..,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/862473 (,вход в личный кабинет с нового устройства. это не вы? http://pay-check.net/862473 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 381 000. https://t.me/prize_bot/766152!,госуслуги: вам начислена выплата 381 000. https://t.me/prize_bot/766152!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://pay-check.net/38039 👍,вход в личный кабинет с нового устройства. это не вы? http://pay-check.net/38039 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-145903...,ваша карта заблокирована. подтвердите по ссылке: https://bit.ly/claim-145903...,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 488 000 в неделю: http://click-safety.uz/182711 👍,инвестиции в газ! доход от 488 000 в неделю: http://click-safety.uz/182711 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 357 000 рублей! Получите приз: https://bit.ly/claim-715287 ?,вы выиграли 357 000 рублей! получите приз: https://bit.ly/claim-715287 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 715 000 прошло успешно. Отменить: https://bit.ly/claim-436394 (,списание 715 000 прошло успешно. отменить: https://bit.ly/claim-436394 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 267 000 прошло успешно. Отменить: http://pay-check.net/764325.,списание 267 000 прошло успешно. отменить: http://pay-check.net/764325.,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-959474!!,ваша карта заблокирована. подтвердите по ссылке: https://bit.ly/claim-959474!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №3280 не прошла. Повторите: http://click-safety.uz/894649 (,оплата заказа №3280 не прошла. повторите: http://click-safety.uz/894649 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 546 000. http://click-safety.uz/444620 (,госуслуги: вам начислена выплата 546 000. http://click-safety.uz/444620 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 881 000 в неделю: http://uz-confirm.com/401312,инвестиции в газ! доход от 881 000 в неделю: http://uz-confirm.com/401312,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 538 000 прошло успешно. Отменить: https://bit.ly/claim-593393 ?,списание 538 000 прошло успешно. отменить: https://bit.ly/claim-593393 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://pay-check.net/847146 ?,ваш аккаунт telegram будет удален через 24 часа. подтвердите http://pay-check.net/847146 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-33946!!,ваш аккаунт telegram будет удален через 24 часа. подтвердите https://bit.ly/claim-33946!!,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-541639 (,вход в личный кабинет с нового устройства. это не вы? https://bit.ly/claim-541639 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/120858 ),ваша карта заблокирована. подтвердите по ссылке: https://t.me/prize_bot/120858 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 688 000 рублей! Получите приз: https://t.me/prize_bot/345979 (,вы выиграли 688 000 рублей! получите приз: https://t.me/prize_bot/345979 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №2039 не прошла. Повторите: https://t.me/prize_bot/425566 👍,оплата заказа №2039 не прошла. повторите: https://t.me/prize_bot/425566 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 152 000. http://pay-check.net/288355 :),госуслуги: вам начислена выплата 152 000. http://pay-check.net/288355 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 658 000. http://click-safety.uz/462909 ?,госуслуги: вам начислена выплата 658 000. http://click-safety.uz/462909 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-409912...,вход в личный кабинет с нового устройства. это не вы? https://bit.ly/claim-409912...,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 665 000. http://uz-confirm.com/194915 👍,госуслуги: вам начислена выплата 665 000. http://uz-confirm.com/194915 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/309920 -,вход в личный кабинет с нового устройства. это не вы? http://uz-confirm.com/309920 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 493 000 в неделю: https://t.me/prize_bot/893282 -,инвестиции в газ! доход от 493 000 в неделю: https://t.me/prize_bot/893282 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 338 000 рублей! Получите приз: http://uz-confirm.com/33492,вы выиграли 338 000 рублей! получите приз: http://uz-confirm.com/33492,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 671 000 рублей! Получите приз: http://click-safety.uz/812307.,вы выиграли 671 000 рублей! получите приз: http://click-safety.uz/812307.,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-468163 OK,ваша карта заблокирована. подтвердите по ссылке: https://bit.ly/claim-468163 ok,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 370 000 прошло успешно. Отменить: http://pay-check.net/249103 (,списание 370 000 прошло успешно. отменить: http://pay-check.net/249103 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите https://bit.ly/claim-413596 👍,ваш аккаунт telegram будет удален через 24 часа. подтвердите https://bit.ly/claim-413596 👍,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? http://uz-confirm.com/303927 -,вход в личный кабинет с нового устройства. это не вы? http://uz-confirm.com/303927 -,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №3306 не прошла. Повторите: http://pay-check.net/145053 ),оплата заказа №3306 не прошла. повторите: http://pay-check.net/145053 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваша карта заблокирована. Подтвердите по ссылке: https://t.me/prize_bot/806518 (,ваша карта заблокирована. подтвердите по ссылке: https://t.me/prize_bot/806518 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-985684 :),вход в личный кабинет с нового устройства. это не вы? https://bit.ly/claim-985684 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 547 000 прошло успешно. Отменить: http://click-safety.uz/552025 (,списание 547 000 прошло успешно. отменить: http://click-safety.uz/552025 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 90 000. https://bit.ly/claim-18596,госуслуги: вам начислена выплата 90 000. https://bit.ly/claim-18596,DANGEROUS,ru,high,messages_cleaned_v6.csv
Списание 733 000 прошло успешно. Отменить: http://click-safety.uz/383040.,списание 733 000 прошло успешно. отменить: http://click-safety.uz/383040.,DANGEROUS,ru,high,messages_cleaned_v6.csv
Оплата заказа №1788 не прошла. Повторите: https://t.me/prize_bot/29693 ?,оплата заказа №1788 не прошла. повторите: https://t.me/prize_bot/29693 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Ваш аккаунт Telegram будет удален через 24 часа. Подтвердите http://uz-confirm.com/288397 (,ваш аккаунт telegram будет удален через 24 часа. подтвердите http://uz-confirm.com/288397 (,DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 377 000 в неделю: http://pay-check.net/259213 :),инвестиции в газ! доход от 377 000 в неделю: http://pay-check.net/259213 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Госуслуги: Вам начислена выплата 225 000. https://t.me/prize_bot/289736 ),госуслуги: вам начислена выплата 225 000. https://t.me/prize_bot/289736 ),DANGEROUS,ru,high,messages_cleaned_v6.csv
Инвестиции в газ! Доход от 861 000 в неделю: https://bit.ly/claim-544114 :),инвестиции в газ! доход от 861 000 в неделю: https://bit.ly/claim-544114 :),DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 619 000 рублей! Получите приз: https://t.me/prize_bot/562899 ?,вы выиграли 619 000 рублей! получите приз: https://t.me/prize_bot/562899 ?,DANGEROUS,ru,high,messages_cleaned_v6.csv
Вы выиграли 610 000 рублей! Получите приз: http://pay-check.net/11314.,вы выиграли 610 000 рублей! получите приз: http://pay-check.net/11314.,DANGEROUS,ru,high,messages_cleaned_v6.csv
