text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence,is_maj,lp,cp
Pul o'tkazib yubordim,en,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,pul o'tkazib yubordim,en,SAFE,uz,uz,low,True,1,3
Super daromad! Faqat telefon orqali ish. 1 kunda 50 dollar! Havolani bosing,uz,messages_cleaned_v2.csv,scam,super daromad! faqat telefon orqali ish. 1 kunda 50 dollar! havolani bosing,uz,DANGEROUS,en,en,low,True,2,3
Sizning pochtangiz posilkasi bojxonada to'xtatildi. Boj to'lovini amalga oshiring: boj-online.uz,uz,messages_cleaned_v2.csv,scam,sizning pochtangiz posilkasi bojxonada to'xtatildi. boj to'lovini amalga oshiring: boj-online.uz,uz,DANGEROUS,en,en,low,True,2,3
"Pulni kartaga tushirdim, 60 ming so'm",uz,messages_cleaned_v2.csv,ham,"pulni kartaga tushirdim, 60 ming so'm",uz,SAFE,en,en,low,True,2,3
"Pulni kartaga tushirdim, 110 ming so'm",uz,messages_cleaned_v2.csv,ham,"pulni kartaga tushirdim, 110 ming so'm",uz,SAFE,en,en,low,True,2,3
"Pulni kartaga tushirdim, 150 ming so'm",uz,messages_cleaned_v2.csv,ham,"pulni kartaga tushirdim, 150 ming so'm",uz,SAFE,en,en,low,True,2,3
"Pulni kartaga tushirdim, 170 ming so'm",uz,messages_cleaned_v2.csv,ham,"pulni kartaga tushirdim, 170 ming so'm",uz,SAFE,en,en,low,True,2,3
"Pulni kartaga tushirdim, 190 ming so'm",uz,messages_cleaned_v2.csv,ham,"pulni kartaga tushirdim, 190 ming so'm",uz,SAFE,en,en,low,True,2,3
Choyxonada kutib o'tiramiz,uz,messages_cleaned_v2.csv,ham,choyxonada kutib o'tiramiz,uz,SAFE,en,en,low,True,2,3
Bank kartangiz 1 kun ichida bloklanadi. Parolni yangilang: xavf-bank1.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 1 kun ichida bloklanadi. parolni yangilang: xavf-bank1.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 2 kun ichida bloklanadi. Parolni yangilang: xavf-bank2.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 2 kun ichida bloklanadi. parolni yangilang: xavf-bank2.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 3 kun ichida bloklanadi. Parolni yangilang: xavf-bank3.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 3 kun ichida bloklanadi. parolni yangilang: xavf-bank3.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 4 kun ichida bloklanadi. Parolni yangilang: xavf-bank4.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 4 kun ichida bloklanadi. parolni yangilang: xavf-bank4.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 5 kun ichida bloklanadi. Parolni yangilang: xavf-bank5.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 5 kun ichida bloklanadi. parolni yangilang: xavf-bank5.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 6 kun ichida bloklanadi. Parolni yangilang: xavf-bank6.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 6 kun ichida bloklanadi. parolni yangilang: xavf-bank6.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 7 kun ichida bloklanadi. Parolni yangilang: xavf-bank7.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 7 kun ichida bloklanadi. parolni yangilang: xavf-bank7.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 8 kun ichida bloklanadi. Parolni yangilang: xavf-bank8.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 8 kun ichida bloklanadi. parolni yangilang: xavf-bank8.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 9 kun ichida bloklanadi. Parolni yangilang: xavf-bank9.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 9 kun ichida bloklanadi. parolni yangilang: xavf-bank9.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 10 kun ichida bloklanadi. Parolni yangilang: xavf-bank10.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 10 kun ichida bloklanadi. parolni yangilang: xavf-bank10.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 11 kun ichida bloklanadi. Parolni yangilang: xavf-bank11.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 11 kun ichida bloklanadi. parolni yangilang: xavf-bank11.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 12 kun ichida bloklanadi. Parolni yangilang: xavf-bank12.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 12 kun ichida bloklanadi. parolni yangilang: xavf-bank12.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 13 kun ichida bloklanadi. Parolni yangilang: xavf-bank13.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 13 kun ichida bloklanadi. parolni yangilang: xavf-bank13.uz,uz,DANGEROUS,en,en,low,True,2,3
Bank kartangiz 14 kun ichida bloklanadi. Parolni yangilang: xavf-bank14.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 14 kun ichida bloklanadi. parolni yangilang: xavf-bank14.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 10 GB bepul internet. Faollashtirish uchun: beeline-net10.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 10 gb bepul internet. faollashtirish uchun: beeline-net10.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 20 GB bepul internet. Faollashtirish uchun: beeline-net20.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 20 gb bepul internet. faollashtirish uchun: beeline-net20.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 30 GB bepul internet. Faollashtirish uchun: beeline-net30.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 30 gb bepul internet. faollashtirish uchun: beeline-net30.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 40 GB bepul internet. Faollashtirish uchun: beeline-net40.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 40 gb bepul internet. faollashtirish uchun: beeline-net40.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 50 GB bepul internet. Faollashtirish uchun: beeline-net50.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 50 gb bepul internet. faollashtirish uchun: beeline-net50.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 60 GB bepul internet. Faollashtirish uchun: beeline-net60.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 60 gb bepul internet. faollashtirish uchun: beeline-net60.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 70 GB bepul internet. Faollashtirish uchun: beeline-net70.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 70 gb bepul internet. faollashtirish uchun: beeline-net70.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 80 GB bepul internet. Faollashtirish uchun: beeline-net80.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 80 gb bepul internet. faollashtirish uchun: beeline-net80.uz,uz,DANGEROUS,en,en,low,True,2,3
Aksiya! 90 GB bepul internet. Faollashtirish uchun: beeline-net90.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 90 gb bepul internet. faollashtirish uchun: beeline-net90.uz,uz,DANGEROUS,en,en,low,True,2,3
Malibu yutdingiz! Sizning nomer tanlandi,uz,messages_cleaned_v2.csv,scam,malibu yutdingiz! sizning nomer tanlandi,uz,DANGEROUS,en,en,low,True,2,3
Kredit tasdiqlandi. 50 mln so'm olish,uz,messages_cleaned_v2.csv,scam,kredit tasdiqlandi. 50 mln so'm olish,uz,DANGEROUS,en,en,low,True,2,3
UZCARD blokka tushdi. Ma'lumot bering,uz,messages_cleaned_v2.csv,scam,uzcard blokka tushdi. ma'lumot bering,uz,DANGEROUS,en,en,low,True,2,3
Sizga jarima keldi. YHXX to'lov sayti,uz,messages_cleaned_v2.csv,scam,sizga jarima keldi. yhxx to'lov sayti,uz,DANGEROUS,en,en,low,True,2,3
Karta ma'lumotlaringiz oshkor bo'ldi,uz,messages_cleaned_v2.csv,scam,karta ma'lumotlaringiz oshkor bo'ldi,uz,DANGEROUS,en,en,low,True,2,3
Yordam bering ssilkani bosing,uz,messages_cleaned_v2.csv,scam,yordam bering ssilkani bosing,uz,DANGEROUS,en,en,low,True,2,3
Telefon orqali oddiy ish. Kuniga 200 ming,uz,messages_cleaned_v2.csv,scam,telefon orqali oddiy ish. kuniga 200 ming,uz,DANGEROUS,en,en,low,True,2,3
Politsiya bo'limidan yozamiz jarima,uz,messages_cleaned_v2.csv,scam,politsiya bo'limidan yozamiz jarima,uz,DANGEROUS,en,en,low,True,2,3
Qabul qilindi! Bepul vizaga ega bo'ldingiz,uz,messages_cleaned_v2.csv,scam,qabul qilindi! bepul vizaga ega bo'ldingiz,uz,DANGEROUS,en,en,low,True,2,3
"Amazon: Pochtada muammo, to'lov qiling",uz,messages_cleaned_v2.csv,scam,"amazon: pochtada muammo, to'lov qiling",uz,DANGEROUS,en,en,low,True,2,3
AliExpress bojxona yig'imi. Shuni bosing,uz,messages_cleaned_v2.csv,scam,aliexpress bojxona yig'imi. shuni bosing,uz,DANGEROUS,en,en,low,True,2,3
Bitcoin sotib oling va boy bo'ling,uz,messages_cleaned_v2.csv,scam,bitcoin sotib oling va boy bo'ling,uz,DANGEROUS,en,en,low,True,2,3
Guruhga yangi a'zolarni qo'shmanglar iltimos,uz,messages_cleaned_v2.csv,ham,guruhga yangi a'zolarni qo'shmanglar iltimos,uz,SAFE,en,en,low,True,2,3
"Faylni yuklab oldim, rahmat",uz,messages_cleaned_v2.csv,ham,"faylni yuklab oldim, rahmat",uz,SAFE,en,en,low,True,2,3
Rasmga tushib guruhga tashlab qo'yinglar,uz,messages_cleaned_v2.csv,ham,rasmga tushib guruhga tashlab qo'yinglar,uz,SAFE,en,en,low,True,2,3
Kanaldagi yangiliklarni o'qidingizmi?,uz,messages_cleaned_v2.csv,ham,kanaldagi yangiliklarni o'qidingizmi?,uz,SAFE,en,en,low,True,2,3
"Yangi kino chiqibdi, ko'rdinglarmi?",uz,messages_cleaned_v2.csv,ham,"yangi kino chiqibdi, ko'rdinglarmi?",uz,SAFE,en,en,low,True,2,3
"Kichkina qizcham tug'ildi, duo qilib qo'yinglar!",uz,messages_cleaned_v2.csv,ham,"kichkina qizcham tug'ildi, duo qilib qo'yinglar!",uz,SAFE,en,en,low,True,2,3
Sizga bepul Telegram Premium sovg'a qilishdi! Olish uchun linkni bosing: t.me/premium-fake-bot,uz,messages_cleaned_v2.csv,scam,sizga bepul telegram premium sovg'a qilishdi! olish uchun linkni bosing: t.me/premium-fake-bot,uz,DANGEROUS,en,en,low,True,2,3
"Assalomu alaykum, onam reanimatsiyaga tushib qoldi. Iltimos kartaga ozgina bo'lsa ham yordam bering",uz,messages_cleaned_v2.csv,scam,"assalomu alaykum, onam reanimatsiyaga tushib qoldi. iltimos kartaga ozgina bo'lsa ham yordam bering",uz,DANGEROUS,en,en,low,True,2,3
Sizning nomingizdan noqonuniy harakatlar sodir etildi. MXX tomonidan jinoiy ish ochilgan. Batafsil: havola,uz,messages_cleaned_v2.csv,scam,sizning nomingizdan noqonuniy harakatlar sodir etildi. mxx tomonidan jinoiy ish ochilgan. batafsil: havola,uz,DANGEROUS,en,en,low,True,2,3
Erotik videolar guruhiga qo'shiling. VIP kirish faqat bugun bepul: t.me/fake-adult-channel,uz,messages_cleaned_v2.csv,scam,erotik videolar guruhiga qo'shiling. vip kirish faqat bugun bepul: t.me/fake-adult-channel,uz,DANGEROUS,en,en,low,True,2,3
Avtodomdan Cobalt yutib oling! Faqat botga azo boling va raqamingizni tasdiqlang,uz,messages_cleaned_v2.csv,scam,avtodomdan cobalt yutib oling! faqat botga azo boling va raqamingizni tasdiqlang,uz,DANGEROUS,en,en,low,True,2,3
Bu rasmni ochmang! Rasm ko'rinishida virus tarqalyapti (shu faylni ozingiz oching: image.apk),uz,messages_cleaned_v2.csv,scam,bu rasmni ochmang! rasm ko'rinishida virus tarqalyapti (shu faylni ozingiz oching: image.apk),uz,DANGEROUS,en,en,low,True,2,3
Shu botga kirsangiz kim sizni nomerizni qanaqa nom bilan saqlaganini ko'rasiz!,uz,messages_cleaned_v2.csv,scam,shu botga kirsangiz kim sizni nomerizni qanaqa nom bilan saqlaganini ko'rasiz!,uz,DANGEROUS,en,en,low,True,2,3
Xotin-qizlar uchun davlatdan moddiy yordam tarqatilyapti. Formani to'ldiring: moddiy-yordam.xyz,uz,messages_cleaned_v2.csv,scam,xotin-qizlar uchun davlatdan moddiy yordam tarqatilyapti. formani to'ldiring: moddiy-yordam.xyz,uz,DANGEROUS,en,en,low,True,2,3
"Prezident qarori bilan barcha talabalarga 500,000 so'mdan bepul yordam puli tarqatilmoqda. Link:",uz,messages_cleaned_v2.csv,scam,"prezident qarori bilan barcha talabalarga 500,000 so'mdan bepul yordam puli tarqatilmoqda. link:",uz,DANGEROUS,en,en,low,True,2,3
Haj safariga bepul yo'llanma yutib oling. Musulmon birodarlarimiz uchun maxsus aksiya!,uz,messages_cleaned_v2.csv,scam,haj safariga bepul yo'llanma yutib oling. musulmon birodarlarimiz uchun maxsus aksiya!,uz,DANGEROUS,en,en,low,True,2,3
"Adminlar diqqatiga! Kanalga narutka kerakmi? 1000 obunachi 5000 so'm, yozing",uz,messages_cleaned_v2.csv,scam,"adminlar diqqatiga! kanalga narutka kerakmi? 1000 obunachi 5000 so'm, yozing",uz,DANGEROUS,en,en,low,True,2,3
Ismoilov Daler 2 yoshda. Operatsiyaga 50.000$ kerak. Iltimos ehson qiling...,uz,messages_cleaned_v2.csv,scam,ismoilov daler 2 yoshda. operatsiyaga 50.000$ kerak. iltimos ehson qiling...,uz,DANGEROUS,en,en,low,True,2,3
"Bepul V-Bucks, UC va olmoslar! PUBG, FreeFire o'yinchilari uchun: free-uc.xyz",uz,messages_cleaned_v2.csv,scam,"bepul v-bucks, uc va olmoslar! pubg, freefire o'yinchilari uchun: free-uc.xyz",uz,DANGEROUS,en,en,low,True,2,3
Xayrli kun. Sizning maoshi kammi? Men oyiga 5000$ topaman. Qanday? Shu kanalga kiring,uz,messages_cleaned_v2.csv,scam,xayrli kun. sizning maoshi kammi? men oyiga 5000$ topaman. qanday? shu kanalga kiring,uz,DANGEROUS,en,en,low,True,2,3
Shikoyat markazi: Sizning ustingizdan shikoyat tushdi. O'qish uchun botga kiring,uz,messages_cleaned_v2.csv,scam,shikoyat markazi: sizning ustingizdan shikoyat tushdi. o'qish uchun botga kiring,uz,DANGEROUS,en,en,low,True,2,3
Bankdan xabar: Bugun sizning kredit limitingiz 50 millionga oshirildi. Tasdiqlang:,uz,messages_cleaned_v2.csv,scam,bankdan xabar: bugun sizning kredit limitingiz 50 millionga oshirildi. tasdiqlang:,uz,DANGEROUS,en,en,low,True,2,3
"Olx.uz yordam xizmati: Tovaringizni sotib oldim, kurerni kutib olish uchun pulni tasdiqlang",uz,messages_cleaned_v2.csv,scam,"olx.uz yordam xizmati: tovaringizni sotib oldim, kurerni kutib olish uchun pulni tasdiqlang",uz,DANGEROUS,en,en,low,True,2,3
"Aziz ustozlar, ta'lim vazirligidan yangi buyruq. PDF faylni yuklab o'qib chiqing: virus.pdf",uz,messages_cleaned_v2.csv,scam,"aziz ustozlar, ta'lim vazirligidan yangi buyruq. pdf faylni yuklab o'qib chiqing: virus.pdf",uz,DANGEROUS,en,en,low,True,2,3
Ehtiyot bo'ling! Bu havola xavfli bo'lishi mumkin. Xavfsiz ko'rish uchun maxsus vpN ishlating: vpn-fake.apk,uz,messages_cleaned_v2.csv,scam,ehtiyot bo'ling! bu havola xavfli bo'lishi mumkin. xavfsiz ko'rish uchun maxsus vpn ishlating: vpn-fake.apk,uz,DANGEROUS,en,en,low,True,2,3
Bugun guruhda leksiya 12 da bo'ladi,uz,messages_cleaned_v2.csv,ham,bugun guruhda leksiya 12 da bo'ladi,uz,SAFE,en,en,low,True,2,3
Kurs loyihasi uchun modul-3 ni tugatdim,uz,messages_cleaned_v2.csv,ham,kurs loyihasi uchun modul-3 ni tugatdim,uz,SAFE,en,en,low,True,2,3
Juma ayyomi barchaga muborak bo'lsin,uz,messages_cleaned_v2.csv,ham,juma ayyomi barchaga muborak bo'lsin,uz,SAFE,en,en,low,True,2,3
Gapingizga qo'shilaman,uz,messages_cleaned_v2.csv,ham,gapingizga qo'shilaman,uz,SAFE,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov1.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov1.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov2.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov2.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov3.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov3.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov4.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov4.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov5.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov5.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov6.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov6.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov7.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov7.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov8.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov8.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov9.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov9.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov10.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov10.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov11.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov11.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov12.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov12.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov13.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov13.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov14.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov14.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov15.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov15.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov16.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov16.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov17.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov17.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov18.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov18.uz,uz,DANGEROUS,en,en,low,True,2,3
Mening nomerim bilan ovoz bering yutib oling: tanlov19.uz,uz,messages_cleaned_v2.csv,scam,mening nomerim bilan ovoz bering yutib oling: tanlov19.uz,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_1,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_1,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_2,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_2,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_3,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_3,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_4,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_4,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_5,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_5,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_6,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_6,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_7,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_7,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_8,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_8,uz,DANGEROUS,en,en,low,True,2,3
Admin paneldan sizga VIP status. Olish: t.me/vip_bot_9,uz,messages_cleaned_v2.csv,scam,admin paneldan sizga vip status. olish: t.me/vip_bot_9,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star1 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star1 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star2 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star2 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star3 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star3 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star4 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star4 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star5 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star5 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star6 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star6 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star7 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star7 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star8 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star8 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star9 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star9 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star10 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star10 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star11 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star11 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star12 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star12 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star13 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star13 bosing,uz,DANGEROUS,en,en,low,True,2,3
Telegram Stars bepul oling! Faqat botga star14 bosing,uz,messages_cleaned_v2.csv,scam,telegram stars bepul oling! faqat botga star14 bosing,uz,DANGEROUS,en,en,low,True,2,3
Botga start bosing va balansingizga 10.000 so'm oling,uz,messages_cleaned_v2.csv,scam,botga start bosing va balansingizga 10.000 so'm oling,uz,DANGEROUS,en,en,low,True,2,3
10 marta aylantiring va millioner bo'ling yashirin ssilka,uz,messages_cleaned_v2.csv,scam,10 marta aylantiring va millioner bo'ling yashirin ssilka,uz,DANGEROUS,en,en,low,True,2,3
Musulmonlar uchun Haj ibodati bepul aksiyasi,uz,messages_cleaned_v2.csv,scam,musulmonlar uchun haj ibodati bepul aksiyasi,uz,DANGEROUS,en,en,low,True,2,3
"DXX xabari: Sizning jinoiy ishingiz bor, o'qish",uz,messages_cleaned_v2.csv,scam,"dxx xabari: sizning jinoiy ishingiz bor, o'qish",uz,DANGEROUS,en,en,low,True,2,3
Yolg'iz qizlar guruhi. Qo'shilish bepul 1 soat!,uz,messages_cleaned_v2.csv,scam,yolg'iz qizlar guruhi. qo'shilish bepul 1 soat!,uz,DANGEROUS,en,en,low,True,2,3
Sarmoyasiz uyda o'tirib oyiga 600$ ishlash,uz,messages_cleaned_v2.csv,scam,sarmoyasiz uyda o'tirib oyiga 600$ ishlash,uz,DANGEROUS,en,en,low,True,2,3
"Notcoin, Hamster coin siri fosh bo'ldi",uz,messages_cleaned_v2.csv,scam,"notcoin, hamster coin siri fosh bo'ldi",uz,DANGEROUS,en,en,low,True,2,3
Kasal xolam uchun yordam kerak reanimatsiya,uz,messages_cleaned_v2.csv,scam,kasal xolam uchun yordam kerak reanimatsiya,uz,DANGEROUS,en,en,low,True,2,3
"Viza, Green card 100% garantiya tolov bilan",uz,messages_cleaned_v2.csv,scam,"viza, green card 100% garantiya tolov bilan",uz,DANGEROUS,en,en,low,True,2,3
Shikoyat ko'rib chiqilyapti. Profilingiz buzildi. Parol so'raladi,uz,messages_cleaned_v2.csv,scam,shikoyat ko'rib chiqilyapti. profilingiz buzildi. parol so'raladi,uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: https://bank-uz.com",uz,DANGEROUS,en,en,low,True,2,3
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",uz,messages_cleaned_v3.csv,scam,"hurmatli mijoz, humo kartangizda shubhali tranzaksiya aniqlangan. parolni yangilash uchun bosing: bit.ly/uz-bank",uz,DANGEROUS,en,en,low,True,2,3
