text,source,label,clean_text
Omg it could snow here tonite!,sms,ham,omg it could snow here tonite
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,sms,scam,call from tells u 2 call to claim 5000 prize u have 2 enter all ur mobile personal details the prompts careful
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,sms,scam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs custcare
Carry on not disturbing both of you,sms,ham,carry on not disturbing both of you
What pa tell me.. I went to bath:-),sms,ham,what pa tell me i went to bath
Jus finished avatar nigro,sms,ham,jus finished avatar nigro
R u over scratching it?,sms,ham,r u over scratching it
Hope you are having a great day.,sms,ham,hope you are having a great day
Did either of you have any idea's? Do you know of anyplaces doing something?,sms,ham,did either of you have any idea s do you know of anyplaces doing something
"My planning usually stops at ""find hella weed, smoke hella weed""",sms,ham,my planning usually stops at find hella weed smoke hella weed
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",sms,ham,the fact that you re cleaning shows you know why i m upset your priority is constantly what i want to do not what i need to do
Excellent! Are you ready to moan and scream in ecstasy?,sms,ham,excellent are you ready to moan and scream in ecstasy
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,sms,scam,more people are dogging in your area now call and join like minded guys why not arrange 1 yourself there s 1 this evening a 1 50 minapn ls278bb
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,sms,ham,dude avatar 3d was imp at one point i thought there were actually flies in the room and almost tried hittng one as a reflex
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",sms,scam,well done your 4 costa del sol holiday or 5000 await collection call now toclaim sae tcs pobox334 stockport sk38xh cost 1 50 pm max10mins
K...k:)why cant you come here and search job:),sms,ham,k k why cant you come here and search job
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,sms,ham,i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",sms,ham,yeah i ll leave in a couple minutes amp let you know when i get to mu
Can ü call me at 10:10 to make sure dat i've woken up...,sms,ham,can ü call me at 10 10 to make sure dat i ve woken up
Hey we can go jazz power yoga hip hop kb and yogasana,sms,ham,hey we can go jazz power yoga hip hop kb and yogasana
The battery is for mr adewale my uncle. Aka Egbon,sms,ham,the battery is for mr adewale my uncle aka egbon
Wait 2 min..stand at bus stop,sms,ham,wait 2 min stand at bus stop
Oh ic. I thought you meant mary jane.,sms,ham,oh ic i thought you meant mary jane
Haha... Really oh no... How? Then will they deduct your lesson tmr?,sms,ham,haha really oh no how then will they deduct your lesson tmr
Nah im goin 2 the wrks with j wot bout u?,sms,ham,nah im goin 2 the wrks with j wot bout u
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,sms,ham,then just eat a shit and wait for ur monkey face bitch u asshole
Good night. Am going to sleep.,sms,ham,good night am going to sleep
"Aight I'll grab something to eat too, text me when you're back at mu",sms,ham,aight i ll grab something to eat too text me when you re back at mu
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,sms,ham,take something for pain if it moves however to any side in the next 6hrs see a doctor
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",sms,ham,lol oh no babe i wont be sliding into your place after midnight but thanks for the invite
Howz that persons story,sms,ham,howz that persons story
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,sms,scam,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline datebox1282essexcm61xn 150p min 18
LOL that would be awesome payback.,sms,ham,lol that would be awesome payback
it to 80488. Your 500 free text messages are valid until 31 December 2005.,sms,scam,it to 80488 your 500 free text messages are valid until 31 december 2005
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",sms,ham,honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,sms,ham,thanks it was only from tescos but quite nice all gone now speak soon
What's a feathery bowa? Is that something guys have that I don't know about?,sms,ham,what s a feathery bowa is that something guys have that i don t know about
Even i cant close my eyes you are in me our vava playing umma :-D,sms,ham,even i cant close my eyes you are in me our vava playing umma d
2 laptop... I noe infra but too slow lar... I wan fast one,sms,ham,2 laptop i noe infra but too slow lar i wan fast one
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,sms,scam,you have won a guaranteed 200 award or even 1000 cashto claim ur award call free on 2 stop getstop on 88222 php
Nvm it's ok...,sms,ham,nvm it s ok
Enjoy ur life. . Good night,sms,ham,enjoy ur life good night
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,sms,ham,yes but can we meet in town cos will go to gep and then home you could text at bus stop and don t worry we ll have finished by march ish
Thats cool. Where should i cum? On you or in you? :),sms,ham,thats cool where should i cum on you or in you
Delhi and chennai still silent.,sms,ham,delhi and chennai still silent
Lol alright i was thinkin that too haha,sms,ham,lol alright i was thinkin that too haha
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,sms,scam,reply to win 100 weekly where will the 2006 fifa world cup be held send stop to 87239 to end service
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,sms,ham,no i m in the same boat still here at my moms check me out on yo i m half naked
Shhhhh nobody is supposed to know!,sms,ham,shhhhh nobody is supposed to know
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",sms,ham,sorry i ll call later in meeting any thing related to trade please call arul lt gt
Hey i will be late... i'm at amk. Need to drink tea or coffee,sms,ham,hey i will be late i m at amk need to drink tea or coffee
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,sms,scam,urgent please call from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae t cs box 326 cw25wx 150 ppm
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,sms,ham,the length is e same but e top shorter n i got a fringe now i thk i m not going liao too lazy dun wan 2 distract u also
S..antha num corrct dane,sms,ham,s antha num corrct dane
The basket's gettin full so I might be by tonight,sms,ham,the basket s gettin full so i might be by tonight
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,sms,ham,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx
No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!,sms,ham,no other valentines huh the proof is on your fb page ugh i m so glad i really didn t watch your rupaul show you tool
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,sms,scam,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help p provided by tones2you co uk
Eh den sat u book e kb liao huh...,sms,ham,eh den sat u book e kb liao huh
Have you been practising your curtsey?,sms,ham,have you been practising your curtsey
Lol boo I was hoping for a laugh,sms,ham,lol boo i was hoping for a laugh
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",sms,ham,yeh i am def up4 something sat just got payed2day i havbeen given a 50 pay rise 4my work havebeen made preschoolco ordinator 2i am feelingood luv
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",sms,ham,well i have to leave for my class babe you never came back to me hope you have a nice sleep my love
LMAO where's your fish memory when I need it?,sms,ham,lmao where s your fish memory when i need it
But i'll b going 2 sch on mon. My sis need 2 take smth.,sms,ham,but i ll b going 2 sch on mon my sis need 2 take smth
Idea will soon get converted to live:),sms,ham,idea will soon get converted to live
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,sms,scam,themob yo yo yo here comes a new selection of hot downloads for our members to get for free just click open the next link sent to ur fone
S....s...india going to draw the series after many years in south african soil..,sms,ham,s s india going to draw the series after many years in south african soil
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",sms,ham,goodmorning today i am late for lt decimal gt min
Can't take any major roles in community outreach. You rock mel,sms,ham,can t take any major roles in community outreach you rock mel
Shopping lor. Them raining mah hard 2 leave orchard.,sms,ham,shopping lor them raining mah hard 2 leave orchard
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,sms,ham,hi here have birth at on the to at 8lb 7oz mother and baby doing brilliantly
See the forwarding message for proof,sms,ham,see the forwarding message for proof
"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",sms,ham,i can t keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i don t have to say no to visitors then maybe that s the best choice yes i wanted you to be embarassed so maybe you d feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning i ve tried everything i don t know what else to do
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,sms,ham,dunno lei i thk mum lazy to go out i neva ask her yet
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",sms,ham,do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week it s can i bend the rule this way what about that way do whatever i m tired of having thia same argument with you every week and a lt gt movie doesnt inlude the previews you re still getting in after 1
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",sms,ham,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it goodmorning
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,sms,scam,great news call freefone to claim your guaranteed 1000 cash or 2000 gift speak to a live operator now
Ambrith..madurai..met u in arun dha marrge..remembr?,sms,ham,ambrith madurai met u in arun dha marrge remembr
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,sms,ham,just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever not really 4 ever just a long time
"Princess, is your kitty shaved or natural?",sms,ham,princess is your kitty shaved or natural
"Better than bb. If he wont use it, his wife will or them doctor",sms,ham,better than bb if he wont use it his wife will or them doctor
Ya it came a while ago,sms,ham,ya it came a while ago
From tomorrow onwards eve 6 to 3 work.,sms,ham,from tomorrow onwards eve 6 to 3 work
Anything lor but toa payoh got place 2 walk meh...,sms,ham,anything lor but toa payoh got place 2 walk meh
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",sms,ham,i don t have anybody s number i still haven t thought up a tactful way to ask alex
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",sms,scam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,sms,ham,is there any movie theatre i can go to and watch unlimited movies and just pay once
U having lunch alone? I now so bored...,sms,ham,u having lunch alone i now so bored
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",sms,ham,yes obviously but you are the eggs pert and the potato head speak soon
"Nah man, my car is meant to be crammed full of people",sms,ham,nah man my car is meant to be crammed full of people
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,sms,ham,no got new job at bar in airport on satsgettin 4 47per hour but means no lie in keep in touch
Kallis is ready for bat in 2nd innings,sms,ham,kallis is ready for bat in 2nd innings
Thanx but my birthday is over already.,sms,ham,thanx but my birthday is over already
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",sms,ham,ugh y can t u just apologize admit u were wrong and ask me to take u back
"I noe la... U wana pei bf oso rite... K lor, other days den...",sms,ham,i noe la u wana pei bf oso rite k lor other days den
"Yes, i'm small kid.. And boost is the secret of my energy..",sms,ham,yes i m small kid and boost is the secret of my energy
IM GONNA MISS U SO MUCH,sms,ham,im gonna miss u so much
Is avatar supposed to have subtoitles,sms,ham,is avatar supposed to have subtoitles
Simply sitting and watching match in office..,sms,ham,simply sitting and watching match in office
You can jot down things you want to remember later.,sms,ham,you can jot down things you want to remember later
Oh sorry please its over,sms,ham,oh sorry please its over
Hey are we going for the lo lesson or gym?,sms,ham,hey are we going for the lo lesson or gym
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",sms,ham,dont pack what you can buy at any store like cereals if you must pack food pack gari or something 9ja that you will miss
You always make things bigger than they are,sms,ham,you always make things bigger than they are
Ü dun wan to watch infernal affair?,sms,ham,ü dun wan to watch infernal affair
"Me not waking up until 4 in the afternoon, sup",sms,ham,me not waking up until 4 in the afternoon sup
I can send you a pic if you like :),sms,ham,i can send you a pic if you like
Okay... I booked all already... Including the one at bugis.,sms,ham,okay i booked all already including the one at bugis
"Aight fuck it, I'll get it later",sms,ham,aight fuck it i ll get it later
No de. But call me after some time. Ill tell you k,sms,ham,no de but call me after some time ill tell you k
So dont use hook up any how,sms,ham,so dont use hook up any how
How much is blackberry bold2 in nigeria.,sms,ham,how much is blackberry bold2 in nigeria
Hi where you. You in home or calicut?,sms,ham,hi where you you in home or calicut
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,sms,ham,hey darlin i can pick u up at college if u tell me wen where 2 mt love pete xx
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",sms,scam,call to use ur mins calls cast 10p min mob vary service provided by aom just gbp5 month aom box61 m60 1er until u stop ages 18 only
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",sms,ham,oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready
Y so late but i need to go n get da laptop...,sms,ham,y so late but i need to go n get da laptop
"Sir, I am waiting for your mail.",sms,ham,sir i am waiting for your mail
.Please charge my mobile when you get up in morning.,sms,ham,please charge my mobile when you get up in morning
"Nothing, i got msg frm tht unknown no..",sms,ham,nothing i got msg frm tht unknown no
Ugh fuck it I'm resubbing to eve,sms,ham,ugh fuck it i m resubbing to eve
He didn't see his shadow. We get an early spring yay,sms,ham,he didn t see his shadow we get an early spring yay
I did. One slice and one breadstick. Lol,sms,ham,i did one slice and one breadstick lol
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",sms,ham,hey i want you i crave you i miss you i need you i love you ahmad saeed al hallaq
Is there any training tomorrow?,sms,ham,is there any training tomorrow
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",sms,scam,urgent your mobile no won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call asap box97n7qp 150ppm
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,sms,ham,pass dis to all ur contacts n see wat u get red i m in luv wid u blue u put a smile on my face purple u r realy hot pink u r so swt orange i thnk i lyk u green i realy wana go out wid u yelow i wnt u bck black i m jealous of u brown i miss you nw plz giv me one color
Cos daddy arranging time c wat time fetch ü mah...,sms,ham,cos daddy arranging time c wat time fetch ü mah
Then. You are eldest know.,sms,ham,then you are eldest know
Who's there say hi to our drugdealer,sms,ham,who s there say hi to our drugdealer
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,sms,ham,its hard to believe things like this all can say lie but think twice before saying anything to me
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,sms,scam,sexy singles are waiting for you text your age followed by your gender as wither m or f e g 23f for gay men text your age followed by a g e g 23g
Good night my dear.. Sleepwell&amp;Take care,sms,ham,good night my dear sleepwell amp take care
That is wondarfull song,sms,ham,that is wondarfull song
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",sms,scam,freemsg claim ur 250 sms messages text ok to 84025 now use web2mobile 2 ur mates etc join txt250 com for 1 50p wk t c box139 la32wu 16 remove txtx or stop
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,sms,ham,yar lor actually we quite fast cos da ge slow wat haha
Must come later.. I normally bathe him in da afternoon mah..,sms,ham,must come later i normally bathe him in da afternoon mah
"Trust me. Even if isn't there, its there.",sms,ham,trust me even if isn t there its there
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,sms,ham,hey hun onbus goin 2 meet him he wants 2go out 4a meal but i donyt feel like it cuz have 2 get last bus home but hes sweet latelyxxx
85233 FREE>Ringtone!Reply REAL,sms,scam,85233 free ringtone reply real
I can take you at like noon,sms,ham,i can take you at like noon
Where is it. Is there any opening for mca.,sms,ham,where is it is there any opening for mca
I'm aight. Wat's happening on your side.,sms,ham,i m aight wat s happening on your side
I'm done oredi...,sms,ham,i m done oredi
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",sms,ham,you are sweet as well princess please tell me your likes and dislikes in bed
How are you. Wish you a great semester,sms,ham,how are you wish you a great semester
Moji i love you more than words. Have a rich day,sms,ham,moji i love you more than words have a rich day
Dude how do you like the buff wind.,sms,ham,dude how do you like the buff wind
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",sms,ham,alright babe justthought i d sayhey how u doin nearly the endof me wk offdam nevamind we will have 2hook up sn if uwant m8 lovejen x
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,sms,scam,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now opt out txt eng stop box39822 w111wx 1 50
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",sms,ham,no i m not i can t give you everything you want and need you actually could do better for yourself on yor own you ve got more money than i do i can t get work i can t get a man i can t pay the rent i can t even fill my fucking gas tank yes i m stressed and depressed i didn t even call home for thanksgiving cuz i ll have to tell them i m up to nothing
S:-)kallis wont play in first two odi:-),sms,ham,s kallis wont play in first two odi
Then get some cash together and I'll text jason,sms,ham,then get some cash together and i ll text jason
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",sms,ham,oh my love it s soooo good to hear from you omg i missed you so much today i m sorry your having problems with the provider but thank you for tming me
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",sms,scam,final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 3 00 subs 16
"Probably, want to pick up more?",sms,ham,probably want to pick up more
I'm done...,sms,ham,i m done
Are you the cutest girl in the world or what,sms,ham,are you the cutest girl in the world or what
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",sms,ham,no dice art class 6 thru 9 thanks though any idea what time i should come tomorrow
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",sms,scam,sms services for your inclusive text credits pls goto login unsubscribe with stop no extra charge help po box420 ip4 5we
Oh Howda gud gud.. Mathe en samachara chikku:-),sms,ham,oh howda gud gud mathe en samachara chikku
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,sms,ham,i thk 530 lor but dunno can get tickets a not wat u doing now
Audrie lousy autocorrect,sms,ham,audrie lousy autocorrect
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,sms,ham,its a site to simulate the test it just gives you very tough questions to test your readiness
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,sms,ham,anyway seriously hit me up when you re back because otherwise i have to light up with armand and he always has shit and or is vomiting
I fetch yun or u fetch?,sms,ham,i fetch yun or u fetch
Thank you. I like you as well...,sms,ham,thank you i like you as well
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",sms,ham,hmmm and imagine after you ve come home from that having to rub my feet make me dinner and help me get ready for my date are you sure your ready for that kind of life
Lara said she can loan me  &lt;#&gt; .,sms,ham,lara said she can loan me lt gt
Do we have any spare power supplies,sms,ham,do we have any spare power supplies
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,sms,ham,yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,sms,scam,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call am 7pm cost 10p
"Yeah, don't go to bed, I'll be back before midnight",sms,ham,yeah don t go to bed i ll be back before midnight
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sms,scam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,sms,ham,well i wasn t available as i washob nobbing with last night so they had to ask nickey platt instead of me
"It's that time of the week again, ryan",sms,ham,it s that time of the week again ryan
Wish u many many returns of the day.. Happy birthday vikky..,sms,ham,wish u many many returns of the day happy birthday vikky
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",sms,scam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs skillgame 1winaweek age16 150ppermesssubscription
I hope you know I'm still mad at you.,sms,ham,i hope you know i m still mad at you
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",sms,ham,argh my 3g is spotty anyway the only thing i remember from the research we did was that province and sterling were the only problem free places we looked at
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),sms,ham,in xam hall boy asked girl tell me the starting term for dis answer i can den manage on my own after lot of hesitation n lookin around silently she said the intha ponnungale ipaditan
Do you know when the result.,sms,ham,do you know when the result
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",sms,ham,sorry im getting up now feel really bad totally rejected that kinda me thing
You do got a shitload of diamonds though,sms,ham,you do got a shitload of diamonds though
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,sms,ham,tessy pls do me a favor pls convey my birthday wishes to nimya pls dnt forget it today is her birthday shijas
Well I'm going to be an aunty!,sms,ham,well i m going to be an aunty
Mine here like all fr china then so noisy.,sms,ham,mine here like all fr china then so noisy
Later i guess. I needa do mcat study too.,sms,ham,later i guess i needa do mcat study too
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),sms,ham,s from the training manual it show there is no tech process its all about password reset and troubleshooting
Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,sms,scam,your b4u voucher w c 27 03 is marsms log onto for discount credit to opt out reply stop customer care call
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",sms,ham,spoke with uncle john today he strongly feels that you need to sacrifice to keep me here he s going to call you when he does i beg you to just listen dont make any promises or make it clear things are not easy and i need you to please let us work things out as long as i keep expecting help my creativity will be stifled so pls just keep him happy no promises on your part
"Carlos took a while (again), we leave in a minute",sms,ham,carlos took a while again we leave in a minute
Well done and ! luv ya all,sms,ham,well done and luv ya all
Then why you came to hostel.,sms,ham,then why you came to hostel
K still are you loving me.,sms,ham,k still are you loving me
But i juz remembered i gotta bathe my dog today..,sms,ham,but i juz remembered i gotta bathe my dog today
After the drug she will be able to eat.,sms,ham,after the drug she will be able to eat
Alright took the morphine. Back in yo.,sms,ham,alright took the morphine back in yo
You see the requirements please,sms,ham,you see the requirements please
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,sms,ham,you stayin out of trouble stranger saw dave the other day he s sorted now still with me bloke when u gona get a girl mr ur mum still thinks we will get 2getha
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,sms,scam,freemsg hey i m buffy 25 and love to satisfy men home alone feeling randy reply 2 c my pix qlynnbv help p a msg send stop to stop txts
So can collect ur laptop?,sms,ham,so can collect ur laptop
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",sms,ham,ok can be later showing around 8 8 30 if you want cld have drink before wld prefer not to spend money on nosh if you don t mind as doing that nxt wk
I will once i get home,sms,ham,i will once i get home
Waaaat?? Lololo ok next time then!,sms,ham,waaaat lololo ok next time then
"The table's occupied, I'm waiting by the tree",sms,ham,the table s occupied i m waiting by the tree
I surely dont forgot to come:)i will always be in touch in with you:-),sms,ham,i surely dont forgot to come i will always be in touch in with you
Hi kindly give us back our documents which we submitted for loan from STAPATI,sms,ham,hi kindly give us back our documents which we submitted for loan from stapati
I dont have i shall buy one dear,sms,ham,i dont have i shall buy one dear
Oh god i am happy to see your message after 3 days,sms,ham,oh god i am happy to see your message after 3 days
What year. And how many miles.,sms,ham,what year and how many miles
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,sms,ham,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself
