text,risk_label,intent_label,tags,language,source,clean_text
Bugun 9:30 da ko'rishamiz.,SAFE,UNKNOWN,,en,sms,bugun 9 30 da ko rishamiz
I though we shd go out n have some fun so bar in town or something ÂÃÃ sound ok?,SAFE,UNKNOWN,,en,sms,i though we shd go out n have some fun so bar in town or something â ã ã sound ok
Can u get pic msgs to your phone?,SAFE,UNKNOWN,,en,sms,can u get pic msgs to your phone
"Menga 2280,000 so'm tashlab tura olasanmi?",SAFE,UNKNOWN,,en,sms,menga 2280 000 so m tashlab tura olasanmi
He telling not to tell any one. If so treat for me hi hi hi,SAFE,UNKNOWN,,en,sms,he telling not to tell any one if so treat for me hi hi hi
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,SAFE,UNKNOWN,,en,sms,you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
"Menga 2630,000 so'm tashlab tura olasanmi? tezroq",SAFE,UNKNOWN,,en,telegram,menga 2630 000 so m tashlab tura olasanmi tezroq
Bugun 11:45 da ko'rishamiz.?,SAFE,UNKNOWN,,en,sms,bugun 11 45 da ko rishamiz
"Aka, ishlar qanday?!",SAFE,UNKNOWN,,en,telegram,aka ishlar qanday
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",SAFE,UNKNOWN,,en,sms,not yet chikku k then wat abt tht guy did he stopped irritating or msging to u
"Menga 103 000 tashlab ber, ertaga qaytaraman. -",SAFE,UNKNOWN,,en,sms,menga 103 000 tashlab ber ertaga qaytaraman
Bugun 12:45 da ko'rishamiz. tezroq,SAFE,UNKNOWN,,en,telegram,bugun 12 45 da ko rishamiz tezroq
Bugungi majlis 8:00 ga surildi.?,SAFE,UNKNOWN,,en,sms,bugungi majlis 8 00 ga surildi
"Just checked out, heading out to drop off my stuff now",SAFE,UNKNOWN,,en,sms,just checked out heading out to drop off my stuff now
"Carlos took a while (again), we leave in a minute",SAFE,UNKNOWN,,en,sms,carlos took a while again we leave in a minute
Ertaga yig'ilish bor,SAFE,UNKNOWN,,en,sms,ertaga yig ilish bor
"not that I know of, most people up here are still out of town",SAFE,UNKNOWN,,en,sms,not that i know of most people up here are still out of town
YO YO YO BYATCH WHASSUP?,SAFE,UNKNOWN,,en,sms,yo yo yo byatch whassup
Wat happened to the cruise thing,SAFE,UNKNOWN,,en,sms,wat happened to the cruise thing
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,SAFE,UNKNOWN,,en,sms,nooooooo i m gonna be bored to death all day cable and internet outage
Ok c Ã_ then.,SAFE,UNKNOWN,,en,sms,ok c ã _ then
"Awesome, text me when you're restocked",SAFE,UNKNOWN,,en,sms,awesome text me when you re restocked
You unbelievable faglord,SAFE,UNKNOWN,,en,sms,you unbelievable faglord
Telefonim o'chib qoladi,SAFE,UNKNOWN,,en,sms,telefonim o chib qoladi
Ya but it cant display internal subs so i gotta extract them,SAFE,UNKNOWN,,en,sms,ya but it cant display internal subs so i gotta extract them
I need... Coz i never go before,SAFE,UNKNOWN,,en,sms,i need coz i never go before
K:)all the best:)congrats...,SAFE,UNKNOWN,,en,sms,k all the best congrats
Hmmm:)how many players selected?,SAFE,UNKNOWN,,en,sms,hmmm how many players selected
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",SAFE,UNKNOWN,,en,sms,nt only for driving even for many reasons she is called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem
Lol its ok I didn't remember til last nite,SAFE,UNKNOWN,,en,sms,lol its ok i didn t remember til last nite
Send to someone else :-),SAFE,UNKNOWN,,en,sms,send to someone else
"Maybe westshore or hyde park village, the place near my house?",SAFE,UNKNOWN,,en,sms,maybe westshore or hyde park village the place near my house
Uyga qaytayotganda meva olib kel.,SAFE,UNKNOWN,,en,telegram,uyga qaytayotganda meva olib kel
Uyga qaytayotganda piyoz olib kel. :),SAFE,UNKNOWN,,en,sms,uyga qaytayotganda piyoz olib kel
go'sht narxi qancha ekan hozir? :),SAFE,UNKNOWN,,en,telegram,go sht narxi qancha ekan hozir
Bugun 8:30 da ko'rishamiz. tezroq,SAFE,UNKNOWN,,en,sms,bugun 8 30 da ko rishamiz tezroq
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",SAFE,UNKNOWN,,en,sms,friendship is not a game to play it is not a word to say it doesn t start on march and ends on may it is tomorrow yesterday today and e
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",SAFE,UNKNOWN,,en,sms,okey dokey i ll be over in a bit just sorting some stuff out
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",SAFE,UNKNOWN,,en,sms,my friend she s studying at warwick we ve planned to go shopping and to concert tmw but it may be canceled havn t seen for ages yeah we should get together sometime
Was it something u ate?,SAFE,UNKNOWN,,en,sms,was it something u ate
Went fast asleep dear.take care.,SAFE,UNKNOWN,,en,sms,went fast asleep dear take care
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,SAFE,UNKNOWN,,en,sms,i thk 50 shd be ok he said plus minus 10 did ü leave a line in between paragraphs
Yup i've finished c ü there...,SAFE,UNKNOWN,,en,sms,yup i ve finished c ü there
choy narxi qancha ekan hozir?,SAFE,UNKNOWN,,en,telegram,choy narxi qancha ekan hozir
I accidentally brought em home in the box,SAFE,UNKNOWN,,en,sms,i accidentally brought em home in the box
go'sht narxi qancha ekan hozir? tezroq,SAFE,UNKNOWN,,en,telegram,go sht narxi qancha ekan hozir tezroq
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,SAFE,UNKNOWN,,en,sms,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself
"Iltimos, menga qo'ng'iroq qil",SAFE,UNKNOWN,,en,sms,iltimos menga qo ng iroq qil
No. Thank you. You've been wonderful,SAFE,UNKNOWN,,en,sms,no thank you you ve been wonderful
"Oh yes, why is it like torture watching england?",SAFE,UNKNOWN,,en,sms,oh yes why is it like torture watching england
Bugungi majlis 16:45 ga surildi.!,SAFE,UNKNOWN,,en,sms,bugungi majlis 16 45 ga surildi
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,SAFE,UNKNOWN,,en,sms,get down in gandhipuram and walk to cross cut road right side lt gt street road and turn at first right
Ertaga soat obid da kutaman....,SAFE,UNKNOWN,,en,sms,ertaga soat obid da kutaman
U ned to convince him tht its not possible witot hurting his feeling its the main,SAFE,UNKNOWN,,en,sms,u ned to convince him tht its not possible witot hurting his feeling its the main
Bugungi majlis 9:00 ga surildi....,SAFE,UNKNOWN,,en,sms,bugungi majlis 9 00 ga surildi
go'sht narxi qancha ekan hozir?!,SAFE,UNKNOWN,,en,sms,go sht narxi qancha ekan hozir
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,SAFE,UNKNOWN,,en,sms,i m doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages
Check audrey's status right now,SAFE,UNKNOWN,,en,sms,check audrey s status right now
;-) ok. I feel like john lennon.,SAFE,UNKNOWN,,en,sms,ok i feel like john lennon
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,SAFE,UNKNOWN,,en,sms,ok i found dis pierre cardin one which looks normal costs 20 its on sale
"I call you later, don't have network. If urgnt, sms me.",SAFE,UNKNOWN,,en,sms,i call you later don t have network if urgnt sms me
Wishing you a wonderful week.,SAFE,UNKNOWN,,en,sms,wishing you a wonderful week
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",SAFE,UNKNOWN,,en,sms,now u sound like manky scouse boy steve like i is travelling on da bus home wot has u inmind 4 recreation dis eve
"Menga 342 000 tashlab ber, ertaga qaytaraman. :)",SAFE,UNKNOWN,,en,telegram,menga 342 000 tashlab ber ertaga qaytaraman
&lt;#&gt;  am I think? Should say on syllabus,SAFE,UNKNOWN,,en,sms,lt gt am i think should say on syllabus
"Haha, my friend tyler literally just asked if you could get him a dubsack",SAFE,UNKNOWN,,en,sms,haha my friend tyler literally just asked if you could get him a dubsack
Give one miss from that number please,SAFE,UNKNOWN,,en,sms,give one miss from that number please
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,SAFE,UNKNOWN,,en,sms,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",SAFE,UNKNOWN,,en,sms,yeah i think my usual guy s still passed out from last night if you get ahold of anybody let me know and i ll throw down
Dont worry. I guess he's busy.,SAFE,UNKNOWN,,en,sms,dont worry i guess he s busy
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,SAFE,UNKNOWN,,en,sms,i would but i m still cozy and exhausted from last night nobody went to school or work everything is closed
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",SAFE,UNKNOWN,,en,sms,no but we found a diff farm shop to buy some cheese on way back now can i call in
Aah bless! How's your arm?,SAFE,UNKNOWN,,en,sms,aah bless how s your arm
I'm at home n ready...,SAFE,UNKNOWN,,en,sms,i m at home n ready
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",SAFE,UNKNOWN,,en,sms,awesome plan to get here any time after like lt gt i ll text you details in a wee bit
S:)but he had some luck.2 catches put down:),SAFE,UNKNOWN,,en,sms,s but he had some luck 2 catches put down
I'm still pretty weak today .. Bad day ?,SAFE,UNKNOWN,,en,sms,i m still pretty weak today bad day
Ok then i will come to ur home after half an hour,SAFE,UNKNOWN,,en,sms,ok then i will come to ur home after half an hour
Sent me de webadres for geting salary slip,SAFE,UNKNOWN,,en,sms,sent me de webadres for geting salary slip
"Menga 357 000 tashlab ber, ertaga qaytaraman....",SAFE,UNKNOWN,,en,telegram,menga 357 000 tashlab ber ertaga qaytaraman
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",SAFE,UNKNOWN,,en,sms,swhrt how u dey hope ur ok tot about u 2day love n miss take care
I'm now but have to wait till 2 for the bus to pick me.,SAFE,UNKNOWN,,en,sms,i m now but have to wait till 2 for the bus to pick me
have * good weekend.,SAFE,UNKNOWN,,en,sms,have good weekend
Are you comingdown later?,SAFE,UNKNOWN,,en,sms,are you comingdown later
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,SAFE,UNKNOWN,,en,sms,tomarrow i want to got to court at lt decimal gt so you come to bus stand at 9
Dear reached railway. What happen to you,SAFE,UNKNOWN,,en,sms,dear reached railway what happen to you
We have to pick rayan macleran there.,SAFE,UNKNOWN,,en,sms,we have to pick rayan macleran there
Xatni jo'natdingmi?..,SAFE,UNKNOWN,,en,sms,xatni jo natdingmi
"Pulni kartaga tushirdim, 60 ming so'm",SAFE,UNKNOWN,,en,sms,pulni kartaga tushirdim 60 ming so m
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,SAFE,UNKNOWN,,en,sms,or i go home first lar ü wait 4 me lor i put down my stuff first
Ertaga dars 20:00 da boshlanadi..,SAFE,UNKNOWN,,en,sms,ertaga dars 20 00 da boshlanadi
Now am free call me pa.,SAFE,UNKNOWN,,en,sms,now am free call me pa
Ertaga dars soat nechida boshlanadi? tezroq,SAFE,UNKNOWN,,en,telegram,ertaga dars soat nechida boshlanadi tezroq
"Menga 2990,000 so'm tashlab tura olasanmi?!",SAFE,UNKNOWN,,en,telegram,menga 2990 000 so m tashlab tura olasanmi
Die... Now i have e toot fringe again...,SAFE,UNKNOWN,,en,sms,die now i have e toot fringe again
When did you get to the library,SAFE,UNKNOWN,,en,sms,when did you get to the library
"I'm in a meeting, call me later at",SAFE,UNKNOWN,,en,sms,i m in a meeting call me later at
Yo you around? A friend of mine's lookin to pick up later tonight,SAFE,UNKNOWN,,en,sms,yo you around a friend of mine s lookin to pick up later tonight
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",SAFE,UNKNOWN,,en,sms,faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas
I'll text you when I drop x off,SAFE,UNKNOWN,,en,sms,i ll text you when i drop x off
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,SAFE,UNKNOWN,,en,sms,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but don t drive
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",SAFE,UNKNOWN,,en,sms,when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl
When you are big..| God will bring success.,SAFE,UNKNOWN,,en,sms,when you are big god will bring success
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",SAFE,UNKNOWN,,en,sms,bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,SAFE,UNKNOWN,,en,sms,i had a good time too its nice to do something a bit different with my weekends for a change see ya soon
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",SAFE,UNKNOWN,,en,sms,honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday
How are you doing. How's the queen. Are you going for the royal wedding,SAFE,UNKNOWN,,en,sms,how are you doing how s the queen are you going for the royal wedding
So when do you wanna gym harri,SAFE,UNKNOWN,,en,sms,so when do you wanna gym harri
Sen told that he is going to join his uncle finance in cbe,SAFE,UNKNOWN,,en,sms,sen told that he is going to join his uncle finance in cbe
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,SAFE,UNKNOWN,,en,sms,eat jap done oso aft ur lect wat ü got lect at 12 rite
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,SAFE,UNKNOWN,,en,sms,its posible dnt live in lt gt century cm frwd n thnk different
The basket's gettin full so I might be by tonight,SAFE,UNKNOWN,,en,sms,the basket s gettin full so i might be by tonight
Bugungi majlis 14:30 ga surildi. :),SAFE,UNKNOWN,,en,telegram,bugungi majlis 14 30 ga surildi
So dont use hook up any how,SAFE,UNKNOWN,,en,sms,so dont use hook up any how
Bugungi majlis 14:30 ga surildi. tezroq,SAFE,UNKNOWN,,en,telegram,bugungi majlis 14 30 ga surildi tezroq
"Menga 2860,000 so'm tashlab tura olasanmi?.",SAFE,UNKNOWN,,en,telegram,menga 2860 000 so m tashlab tura olasanmi
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",SAFE,UNKNOWN,,en,sms,wow you re right i didn t mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston
"Yaxshimisiz, uydagilar qalay??",SAFE,UNKNOWN,,en,sms,yaxshimisiz uydagilar qalay
Wat r u doing now?,SAFE,UNKNOWN,,en,sms,wat r u doing now
Hello which the site to download songs its urgent pls,SAFE,UNKNOWN,,en,sms,hello which the site to download songs its urgent pls
No messages on her phone. I'm holding it now,SAFE,UNKNOWN,,en,sms,no messages on her phone i m holding it now
No dear i was sleeping :-P,SAFE,UNKNOWN,,en,sms,no dear i was sleeping p
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),SAFE,UNKNOWN,,en,sms,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it
Bayramingiz bilan tabriklayman! tezroq,SAFE,UNKNOWN,,en,sms,bayramingiz bilan tabriklayman tezroq
"Its ok., i just askd did u knw tht no?",SAFE,UNKNOWN,,en,sms,its ok i just askd did u knw tht no
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,SAFE,UNKNOWN,,en,sms,tmr then ü brin lar aiya later i come n c lar mayb ü neva set properly ü got da help sheet wif ü
Wish i were with you now!,SAFE,UNKNOWN,,en,sms,wish i were with you now
Rahmat sizga katta!!,SAFE,UNKNOWN,,en,sms,rahmat sizga katta
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",SAFE,UNKNOWN,,en,sms,ditto and you won t have to worry about me saying anything to you anymore like i said last night you do whatever you want and i ll do the same peace
"This is one of the days you have a billion classes, right?",SAFE,UNKNOWN,,en,sms,this is one of the days you have a billion classes right
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",SAFE,UNKNOWN,,en,sms,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaid this friend is 4u
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,SAFE,UNKNOWN,,en,sms,haven t heard anything and he s not answering my texts so i m guessing he flaked that said the jb is fantastic
"Privet, kak dela? -",SAFE,UNKNOWN,,en,telegram,privet kak dela
Ok enjoy . R u there in home.,SAFE,UNKNOWN,,en,sms,ok enjoy r u there in home
O shore are you takin the bus,SAFE,UNKNOWN,,en,sms,o shore are you takin the bus
"Aka, ishlar qanday?.",SAFE,UNKNOWN,,en,sms,aka ishlar qanday
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,SAFE,UNKNOWN,,en,sms,hi juan im coming home on fri hey of course i expect a welcome party and lots of presents ill phone u when i get back loads of love nicky x x x x x x x x x
Simply sitting and watching match in office..,SAFE,UNKNOWN,,en,sms,simply sitting and watching match in office
Lovely smell on this bus and it ain't tobacco...,SAFE,UNKNOWN,,en,sms,lovely smell on this bus and it ain t tobacco
Why she wants to talk to me,SAFE,UNKNOWN,,en,sms,why she wants to talk to me
Yes:)here tv is always available in work place..,SAFE,UNKNOWN,,en,sms,yes here tv is always available in work place
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,SAFE,UNKNOWN,,en,sms,the beauty of life is in next second which hides thousands of secrets i wish every second will be wonderful in ur life gud n8
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,SAFE,UNKNOWN,,en,sms,oh fuck juswoke up in a bed on a boatin the docks slept wid 25 year old spinout giv u da gossip l8r xxx
So that takes away some money worries,SAFE,UNKNOWN,,en,sms,so that takes away some money worries
"Haha awesome, omw back now then",SAFE,UNKNOWN,,en,sms,haha awesome omw back now then
I will vote for wherever my heart guides me,SAFE,UNKNOWN,,en,sms,i will vote for wherever my heart guides me
Yaxshi dam oldingizmi?,SAFE,UNKNOWN,,en,sms,yaxshi dam oldingizmi
You are gorgeous! keep those pix cumming :) thank you!,SAFE,UNKNOWN,,en,sms,you are gorgeous keep those pix cumming thank you
Ertaga dars kechga da boshlanadi. ?,SAFE,UNKNOWN,,en,sms,ertaga dars kechga da boshlanadi
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,SAFE,UNKNOWN,,en,sms,lol i know they re so dramatic schools already closed for tomorrow apparently we can t drive in the inch of snow were supposed to get
"Menga 2400,000 so'm tashlab tura olasanmi??",SAFE,UNKNOWN,,en,telegram,menga 2400 000 so m tashlab tura olasanmi
Bugun guruhda leksiya 12 da bo'ladi,SAFE,UNKNOWN,,en,telegram,bugun guruhda leksiya 12 da bo ladi
"Salom, ishlar qale?",SAFE,UNKNOWN,,en,sms,salom ishlar qale
Bugungi majlis 12:15 ga surildi.?,SAFE,UNKNOWN,,en,sms,bugungi majlis 12 15 ga surildi
Whats the staff name who is taking class for us?,SAFE,UNKNOWN,,en,sms,whats the staff name who is taking class for us
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,SAFE,UNKNOWN,,en,sms,you stayin out of trouble stranger saw dave the other day he s sorted now still with me bloke when u gona get a girl mr ur mum still thinks we will get 2getha
"Aight, can you text me the address?",SAFE,UNKNOWN,,en,sms,aight can you text me the address
"Menga 180,000 so'm tashlab tura olasanmi? tezroq",SAFE,UNKNOWN,,en,telegram,menga 180 000 so m tashlab tura olasanmi tezroq
Hey whats up? U sleeping all morning?,SAFE,UNKNOWN,,en,sms,hey whats up u sleeping all morning
"Iltimos, qayta qo'ng'iroq qiling. tezroq",SAFE,UNKNOWN,,en,telegram,iltimos qayta qo ng iroq qiling tezroq
"By the way, 'rencontre' is to meet again. Mountains dont....",SAFE,UNKNOWN,,en,sms,by the way rencontre is to meet again mountains dont
I place all ur points on e cultures module already.,SAFE,UNKNOWN,,en,sms,i place all ur points on e cultures module already
"Charchamang, oq yo'l!.",SAFE,UNKNOWN,,en,telegram,charchamang oq yo l
Bugun 17:00 da ko'rishamiz.?,SAFE,UNKNOWN,,en,telegram,bugun 17 00 da ko rishamiz
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,SAFE,UNKNOWN,,en,sms,joy s father is john then john is the ____ of joy s father if u ans ths you hav lt gt iq tis s ias question try to answer
I like you peoples very much:) but am very shy pa.,SAFE,UNKNOWN,,en,sms,i like you peoples very much but am very shy pa
And he's apparently bffs with carly quick now,SAFE,UNKNOWN,,en,sms,and he s apparently bffs with carly quick now
"Iltimos, qayta qo'ng'iroq qiling. :)",SAFE,UNKNOWN,,en,telegram,iltimos qayta qo ng iroq qiling
R u still working now?,SAFE,UNKNOWN,,en,sms,r u still working now
Just got to  &lt;#&gt;,SAFE,UNKNOWN,,en,sms,just got to lt gt
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",SAFE,UNKNOWN,,en,sms,he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up
Bugun 10:30 da ko'rishamiz. :),SAFE,UNKNOWN,,en,telegram,bugun 10 30 da ko rishamiz
"Thursday night? Yeah, sure thing, we'll work it out then",SAFE,UNKNOWN,,en,sms,thursday night yeah sure thing we ll work it out then
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,SAFE,UNKNOWN,,en,sms,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor
How come?,SAFE,UNKNOWN,,en,sms,how come
Do u hav any frnd by name ashwini in ur college?,SAFE,UNKNOWN,,en,sms,do u hav any frnd by name ashwini in ur college
Crazy ar he's married. ÃÃ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,SAFE,UNKNOWN,,en,sms,crazy ar he s married ã ã like gd looking guys not me my frens like say he s korean leona s fave but i dun thk he is aft some thinking mayb most prob i ll go
"I've got  &lt;#&gt; , any way I could pick up?",SAFE,UNKNOWN,,en,sms,i ve got lt gt any way i could pick up
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",SAFE,UNKNOWN,,en,sms,i just lov this line hurt me with the truth i don t mind i wil tolerat bcs ur my someone but never comfort me with a lie gud ni8 and sweet dreams
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,SAFE,UNKNOWN,,en,sms,pls give her prometazine syrup 5mls then lt gt mins later feed
Who's there say hi to our drugdealer,SAFE,UNKNOWN,,en,sms,who s there say hi to our drugdealer
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",SAFE,UNKNOWN,,en,sms,painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside
Kurs loyihasi uchun modul-3 ni tugatdim,SAFE,UNKNOWN,,en,telegram,kurs loyihasi uchun modul 3 ni tugatdim
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,SAFE,UNKNOWN,,en,sms,i wish i don t think its gonna snow that much but it will be more than those flurries we usually get that melt before they hit the ground eek we haven t had snow since lt gt before i was even born
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",SAFE,UNKNOWN,,en,sms,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,SAFE,UNKNOWN,,en,sms,i ll pick you up at about 5 15pm to go to taunton if you still want to come
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,SAFE,UNKNOWN,,en,sms,hi mate its rv did u hav a nice hol just a message 3 say hello coz haven t sent u 1 in ages started driving so stay off roads rvx
Bugungi majlis 13:45 ga surildi.,SAFE,UNKNOWN,,en,sms,bugungi majlis 13 45 ga surildi
When i have stuff to sell i.ll tell you,SAFE,UNKNOWN,,en,sms,when i have stuff to sell i ll tell you
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,SAFE,UNKNOWN,,en,sms,friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni8
Quite lor. But dun tell him wait he get complacent...,SAFE,UNKNOWN,,en,sms,quite lor but dun tell him wait he get complacent
Thanks honey. Have a great day.,SAFE,UNKNOWN,,en,sms,thanks honey have a great day
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,SAFE,UNKNOWN,,en,sms,its ur luck to love someone its ur fortune to love the one who loves u but
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",SAFE,UNKNOWN,,en,sms,idk you keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility and i m tired i have so much other shit to deal with that i m barely keeping myself together once this gets added to it
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",SAFE,UNKNOWN,,en,sms,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february i ll come up
Hi da:)how is the todays class?,SAFE,UNKNOWN,,en,sms,hi da how is the todays class
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,SAFE,UNKNOWN,,en,sms,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",SAFE,UNKNOWN,,en,sms,no shit but i wasn t that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me
Yup ü not comin :-(,SAFE,UNKNOWN,,en,sms,yup ü not comin
* Will be september by then!,SAFE,UNKNOWN,,en,sms,will be september by then
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",SAFE,UNKNOWN,,en,sms,honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too
Sac will score big hundred.he is set batsman:-),SAFE,UNKNOWN,,en,sms,sac will score big hundred he is set batsman
Where you. What happen,SAFE,UNKNOWN,,en,sms,where you what happen
I love you both too :-),SAFE,UNKNOWN,,en,sms,i love you both too
What happen dear. Why you silent. I am tensed,SAFE,UNKNOWN,,en,sms,what happen dear why you silent i am tensed
Xatni jo'natdingmi?...,SAFE,UNKNOWN,,en,telegram,xatni jo natdingmi
